Date and Time:                Tue Apr 16 14:50:36.009 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	6248
448.24188	6359
448.50052	6477
448.75912	6568
449.01776	6625
449.2764	6802
449.535	6754
449.79364	6723
450.05225	6803
450.31085	6813
450.56949	6849
450.82809	6650
451.0867	6843
451.34531	6667
451.60391	6546
451.86252	6502
452.12112	6193
452.37973	6127
452.63834	6188
452.89691	5896
453.15552	5902
453.41412	5813
453.6727	5783
453.9313	5648
454.18988	5554
454.44846	5481
454.70706	5375
454.96564	5350
455.22421	5406
455.48279	5273
455.74136	5076
455.99994	5285
456.25851	5159
456.51709	5026
456.77567	5126
457.03424	5094
457.29279	4996
457.55136	4973
457.80991	4942
458.06848	4870
458.32703	4768
458.5856	4834
458.84415	4943
459.10269	4866
459.36124	4861
459.61978	4843
459.87833	4904
460.13687	4756
460.39542	4755
460.65396	4767
460.91251	4769
461.17102	4876
461.42957	4828
461.68811	4757
461.94662	4826
462.20514	4890
462.46368	4956
462.7222	4938
462.98071	5159
463.23923	4868
463.49777	5126
463.75629	5016
464.01477	5141
464.27328	5235
464.5318	5220
464.79031	5222
465.0488	5171
465.30731	5212
465.56583	5207
465.82431	5257
466.08279	5302
466.34131	5282
466.59979	5414
466.85828	5389
467.11676	5626
467.37524	5533
467.63373	5539
467.89221	5766
468.1507	5538
468.40918	5652
468.66763	5635
468.92612	5718
469.18457	5801
469.44305	5846
469.70151	5971
469.95999	6127
470.21844	6029
470.4769	5993
470.73535	6135
470.9938	6199
471.25226	6380
471.51071	6337
471.76917	6407
472.02759	6434
472.28604	6284
472.54449	6375
472.80292	6519
473.06137	6645
473.31979	6569
473.57822	6716
473.83664	6666
474.09506	6788
474.35352	6784
474.61191	6870
474.87033	6771
475.12875	6774
475.38718	6827
475.6456	7015
475.90399	6752
476.16241	6970
476.42081	6985
476.6792	7084
476.93762	7227
477.19601	7244
477.45441	7175
477.7128	7217
477.97119	7366
478.22958	7138
478.48798	7096
478.74637	7365
479.00473	7377
479.26312	7289
479.52148	7454
479.77988	7400
480.03824	7506
480.2966	7488
480.55496	7364
480.81335	7604
481.07172	7693
481.33005	7596
481.58841	7562
481.84677	7607
482.10513	7572
482.36346	7633
482.62183	7651
482.88016	7410
483.13852	7580
483.39685	7585
483.65518	7539
483.91351	7698
484.17184	7641
484.43018	7489
484.68851	7737
484.94684	7393
485.20517	7605
485.46347	7608
485.7218	7634
485.9801	7695
486.23843	7541
486.49673	7650
486.75504	7714
487.01334	7699
487.27164	7694
487.52994	7604
487.78824	7694
488.04654	7663
488.30484	7757
488.56311	7853
488.82141	7632
489.07968	7738
489.33798	7912
489.59625	7727
489.85452	7681
490.11279	7766
490.37106	7719
490.62933	7821
490.8876	7584
491.14587	7777
491.40411	7789
491.66238	7540
491.92065	7680
492.17889	7900
492.43713	7662
492.69537	7867
492.95364	7829
493.21188	7637
493.47012	7566
493.72833	7797
493.98657	7743
494.24481	7711
494.50305	7757
494.76126	7765
495.0195	7700
495.27771	7744
495.53592	7809
495.79413	7731
496.05234	7716
496.31055	7765
496.56876	7923
496.82697	7565
497.08517	7654
497.34335	7726
497.60156	7811
497.85974	7689
498.11795	7605
498.37613	7710
498.63431	7575
498.89249	7694
499.15067	7730
499.40884	7620
499.66702	7688
499.92517	7771
500.18335	7681
500.44153	7783
500.69968	7728
500.95782	7694
501.216	7932
501.47415	7690
501.7323	7662
501.99045	7791
502.24857	7671
502.50671	7785
502.76486	7664
503.02298	7648
503.28113	7722
503.53925	7810
503.79739	7786
504.05551	7725
504.31363	7843
504.57175	7757
