Date and Time:                Tue Apr 16 14:45:10.012 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	7169
448.24188	7225
448.50052	7390
448.75912	7274
449.01776	7536
449.2764	7517
449.535	7446
449.79364	7585
450.05225	7480
450.31085	7402
450.56949	7460
450.82809	7603
451.0867	7284
451.34531	7415
451.60391	7113
451.86252	7114
452.12112	7218
452.37973	7034
452.63834	6996
452.89691	6887
453.15552	6880
453.41412	6964
453.6727	6682
453.9313	6703
454.18988	6687
454.44846	6656
454.70706	6542
454.96564	6504
455.22421	6704
455.48279	6549
455.74136	6599
455.99994	6499
456.25851	6378
456.51709	6433
456.77567	6446
457.03424	6453
457.29279	6559
457.55136	6391
457.80991	6440
458.06848	6460
458.32703	6430
458.5856	6606
458.84415	6389
459.10269	6387
459.36124	6514
459.61978	6500
459.87833	6700
460.13687	6588
460.39542	6465
460.65396	6763
460.91251	6829
461.17102	6610
461.42957	6792
461.68811	6786
461.94662	6945
462.20514	6826
462.46368	7042
462.7222	6993
462.98071	7082
463.23923	7067
463.49777	7142
463.75629	7265
464.01477	7335
464.27328	7162
464.5318	7393
464.79031	7563
465.0488	7422
465.30731	7606
465.56583	7348
465.82431	7695
466.08279	7542
466.34131	7791
466.59979	8055
466.85828	7954
467.11676	8131
467.37524	7958
467.63373	8087
467.89221	8124
468.1507	8449
468.40918	8324
468.66763	8430
468.92612	8594
469.18457	8846
469.44305	8750
469.70151	8857
469.95999	9030
470.21844	9012
470.4769	9103
470.73535	9326
470.9938	9107
471.25226	9351
471.51071	9334
471.76917	9219
472.02759	9498
472.28604	9635
472.54449	9744
472.80292	9744
473.06137	10063
473.31979	9981
473.57822	9922
473.83664	10202
474.09506	10193
474.35352	10225
474.61191	10213
474.87033	10469
475.12875	10373
475.38718	10511
475.6456	10574
475.90399	10824
476.16241	10723
476.42081	10666
476.6792	10558
476.93762	10680
477.19601	10743
477.45441	10853
477.7128	11177
477.97119	11083
478.22958	11164
478.48798	11202
478.74637	11180
479.00473	11288
479.26312	11401
479.52148	11234
479.77988	11405
480.03824	11324
480.2966	11544
480.55496	11642
480.81335	11578
481.07172	11550
481.33005	11543
481.58841	11552
481.84677	11529
482.10513	11597
482.36346	11469
482.62183	11538
482.88016	11714
483.13852	11658
483.39685	11826
483.65518	11398
483.91351	11949
484.17184	11947
484.43018	11607
484.68851	11861
484.94684	11743
485.20517	11769
485.46347	11883
485.7218	11793
485.9801	12005
486.23843	11802
486.49673	11914
486.75504	11932
487.01334	11898
487.27164	12067
487.52994	12084
487.78824	11987
488.04654	11654
488.30484	11931
488.56311	11726
488.82141	11861
489.07968	12091
489.33798	11777
489.59625	12010
489.85452	11967
490.11279	11906
490.37106	11719
490.62933	11762
490.8876	11975
491.14587	11917
491.40411	11811
491.66238	11855
491.92065	11914
492.17889	11720
492.43713	12035
492.69537	11964
492.95364	12144
493.21188	11909
493.47012	11915
493.72833	11873
493.98657	11991
494.24481	12125
494.50305	12045
494.76126	12098
495.0195	11688
495.27771	11713
495.53592	11943
495.79413	12029
496.05234	11913
496.31055	11778
496.56876	12016
496.82697	12001
497.08517	11962
497.34335	11957
497.60156	11963
497.85974	11934
498.11795	11917
498.37613	11991
498.63431	11866
498.89249	12162
499.15067	11873
499.40884	11980
499.66702	11909
499.92517	11940
500.18335	12049
500.44153	12225
500.69968	11798
500.95782	11951
501.216	11821
501.47415	12034
501.7323	11822
501.99045	11927
502.24857	11893
502.50671	12207
502.76486	11983
503.02298	11852
503.28113	11758
503.53925	12052
503.79739	11805
504.05551	11782
504.31363	11969
504.57175	11816
