Date and Time:                Thu Apr 18 12:08:45.838 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	306
448.24188	306
448.50052	293
448.75912	291
449.01776	314
449.2764	320
449.535	313
449.79364	322
450.05225	312
450.31085	296
450.56949	271
450.82809	295
451.0867	302
451.34531	292
451.60391	284
451.86252	307
452.12112	315
452.37973	298
452.63834	305
452.89691	296
453.15552	299
453.41412	309
453.6727	299
453.9313	303
454.18988	288
454.44846	306
454.70706	297
454.96564	296
455.22421	301
455.48279	303
455.74136	298
455.99994	313
456.25851	299
456.51709	306
456.77567	279
457.03424	297
457.29279	290
457.55136	303
457.80991	308
458.06848	300
458.32703	276
458.5856	314
458.84415	297
459.10269	301
459.36124	303
459.61978	282
459.87833	303
460.13687	315
460.39542	304
460.65396	297
460.91251	297
461.17102	295
461.42957	302
461.68811	300
461.94662	300
462.20514	279
462.46368	293
462.7222	284
462.98071	296
463.23923	285
463.49777	289
463.75629	301
464.01477	315
464.27328	319
464.5318	306
464.79031	299
465.0488	311
465.30731	309
465.56583	299
465.82431	292
466.08279	298
466.34131	294
466.59979	304
466.85828	307
467.11676	301
467.37524	302
467.63373	306
467.89221	316
468.1507	296
468.40918	307
468.66763	302
468.92612	317
469.18457	289
469.44305	299
469.70151	284
469.95999	295
470.21844	313
470.4769	304
470.73535	316
470.9938	313
471.25226	297
471.51071	300
471.76917	308
472.02759	305
472.28604	316
472.54449	286
472.80292	324
473.06137	286
473.31979	301
473.57822	289
473.83664	302
474.09506	319
474.35352	317
474.61191	297
474.87033	306
475.12875	299
475.38718	281
475.6456	289
475.90399	314
476.16241	305
476.42081	304
476.6792	312
476.93762	309
477.19601	302
477.45441	283
477.7128	296
477.97119	289
478.22958	302
478.48798	294
478.74637	312
479.00473	307
479.26312	299
479.52148	285
479.77988	280
480.03824	295
480.2966	300
480.55496	298
480.81335	291
481.07172	295
481.33005	310
481.58841	301
481.84677	297
482.10513	313
482.36346	290
482.62183	298
482.88016	293
483.13852	301
483.39685	287
483.65518	302
483.91351	295
484.17184	303
484.43018	294
484.68851	322
484.94684	300
485.20517	309
485.46347	293
485.7218	300
485.9801	281
486.23843	304
486.49673	278
486.75504	294
487.01334	303
487.27164	286
487.52994	306
487.78824	303
488.04654	303
488.30484	294
488.56311	283
488.82141	318
489.07968	299
489.33798	301
489.59625	284
489.85452	318
490.11279	308
490.37106	290
490.62933	284
490.8876	289
491.14587	295
491.40411	308
491.66238	268
491.92065	302
492.17889	284
492.43713	293
492.69537	301
492.95364	297
493.21188	295
493.47012	322
493.72833	286
493.98657	301
494.24481	301
494.50305	290
494.76126	297
495.0195	308
495.27771	313
495.53592	289
495.79413	281
496.05234	296
496.31055	297
496.56876	313
496.82697	299
497.08517	286
497.34335	309
497.60156	299
497.85974	306
498.11795	286
498.37613	289
498.63431	302
498.89249	310
499.15067	300
499.40884	307
499.66702	280
499.92517	323
500.18335	302
500.44153	295
500.69968	284
500.95782	301
501.216	302
501.47415	291
501.7323	285
501.99045	308
502.24857	291
502.50671	286
502.76486	285
503.02298	296
503.28113	285
503.53925	287
503.79739	308
504.05551	318
504.31363	319
504.57175	300
504.82986	277
505.08798	289
505.34607	297
505.60419	292
505.86227	289
506.12039	305
506.37848	305
506.63657	296
506.89465	314
507.15277	298
507.41083	300
507.66891	292
507.927	303
508.18509	283
508.44315	311
508.70123	296
508.95929	312
509.21735	302
509.4754	306
509.73346	302
509.99152	288
510.24957	283
510.50763	304
510.76569	277
511.02371	293
511.28174	285
511.53979	303
511.79782	284
512.05585	296
512.3139	296
512.5719	320
