Date and Time:                Thu Apr 18 12:10:08.793 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	302
448.24188	303
448.50052	294
448.75912	317
449.01776	318
449.2764	293
449.535	330
449.79364	281
450.05225	324
450.31085	290
450.56949	309
450.82809	295
451.0867	294
451.34531	301
451.60391	299
451.86252	301
452.12112	318
452.37973	291
452.63834	311
452.89691	307
453.15552	290
453.41412	303
453.6727	305
453.9313	292
454.18988	290
454.44846	291
454.70706	295
454.96564	301
455.22421	313
455.48279	314
455.74136	306
455.99994	287
456.25851	289
456.51709	294
456.77567	294
457.03424	266
457.29279	299
457.55136	291
457.80991	302
458.06848	306
458.32703	298
458.5856	303
458.84415	312
459.10269	304
459.36124	295
459.61978	287
459.87833	287
460.13687	309
460.39542	300
460.65396	314
460.91251	311
461.17102	314
461.42957	312
461.68811	313
461.94662	305
462.20514	305
462.46368	300
462.7222	292
462.98071	309
463.23923	314
463.49777	282
463.75629	301
464.01477	307
464.27328	287
464.5318	308
464.79031	312
465.0488	291
465.30731	295
465.56583	304
465.82431	305
466.08279	287
466.34131	303
466.59979	297
466.85828	298
467.11676	303
467.37524	288
467.63373	288
467.89221	282
468.1507	284
468.40918	290
468.66763	300
468.92612	312
469.18457	299
469.44305	294
469.70151	322
469.95999	298
470.21844	312
470.4769	313
470.73535	304
470.9938	291
471.25226	283
471.51071	288
471.76917	300
472.02759	306
472.28604	302
472.54449	288
472.80292	291
473.06137	322
473.31979	316
473.57822	284
473.83664	297
474.09506	322
474.35352	309
474.61191	300
474.87033	273
475.12875	315
475.38718	311
475.6456	313
475.90399	297
476.16241	327
476.42081	301
476.6792	304
476.93762	306
477.19601	308
477.45441	303
477.7128	287
477.97119	291
478.22958	282
478.48798	308
478.74637	285
479.00473	300
479.26312	300
479.52148	301
479.77988	297
480.03824	306
480.2966	319
480.55496	325
480.81335	305
481.07172	314
481.33005	317
481.58841	308
481.84677	307
482.10513	301
482.36346	299
482.62183	286
482.88016	285
483.13852	298
483.39685	305
483.65518	295
483.91351	293
484.17184	276
484.43018	274
484.68851	304
484.94684	301
485.20517	294
485.46347	289
485.7218	294
485.9801	305
486.23843	290
486.49673	283
486.75504	277
487.01334	300
487.27164	306
487.52994	310
487.78824	287
488.04654	293
488.30484	304
488.56311	304
488.82141	294
489.07968	294
489.33798	315
489.59625	303
489.85452	289
490.11279	291
490.37106	299
490.62933	289
490.8876	300
491.14587	292
491.40411	348
491.66238	301
491.92065	317
492.17889	300
492.43713	287
492.69537	299
492.95364	287
493.21188	297
493.47012	320
493.72833	287
493.98657	304
494.24481	326
494.50305	299
494.76126	302
495.0195	306
495.27771	301
495.53592	294
495.79413	297
496.05234	301
496.31055	290
496.56876	315
496.82697	301
497.08517	299
497.34335	324
497.60156	304
497.85974	292
498.11795	299
498.37613	303
498.63431	312
498.89249	274
499.15067	305
499.40884	312
499.66702	280
499.92517	309
500.18335	307
500.44153	285
500.69968	292
500.95782	322
501.216	290
501.47415	293
501.7323	293
501.99045	290
502.24857	306
502.50671	324
502.76486	291
503.02298	311
503.28113	302
503.53925	296
503.79739	283
504.05551	314
504.31363	306
504.57175	288
504.82986	296
505.08798	313
505.34607	282
505.60419	300
505.86227	311
506.12039	292
506.37848	306
506.63657	300
506.89465	293
507.15277	294
507.41083	283
507.66891	294
507.927	294
508.18509	313
508.44315	281
508.70123	288
508.95929	316
509.21735	298
509.4754	314
509.73346	298
509.99152	300
510.24957	317
510.50763	313
510.76569	304
511.02371	303
511.28174	295
511.53979	313
511.79782	299
512.05585	301
512.3139	284
512.5719	304
