Date and Time:                Thu Apr 18 12:09:50.592 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	301
448.24188	297
448.50052	305
448.75912	277
449.01776	315
449.2764	298
449.535	319
449.79364	301
450.05225	298
450.31085	307
450.56949	294
450.82809	307
451.0867	302
451.34531	292
451.60391	306
451.86252	318
452.12112	298
452.37973	314
452.63834	320
452.89691	309
453.15552	306
453.41412	301
453.6727	286
453.9313	293
454.18988	277
454.44846	294
454.70706	296
454.96564	294
455.22421	325
455.48279	324
455.74136	283
455.99994	301
456.25851	299
456.51709	315
456.77567	336
457.03424	307
457.29279	322
457.55136	291
457.80991	296
458.06848	307
458.32703	305
458.5856	316
458.84415	313
459.10269	296
459.36124	305
459.61978	300
459.87833	302
460.13687	295
460.39542	318
460.65396	294
460.91251	302
461.17102	296
461.42957	285
461.68811	307
461.94662	292
462.20514	308
462.46368	303
462.7222	294
462.98071	282
463.23923	295
463.49777	290
463.75629	299
464.01477	300
464.27328	293
464.5318	316
464.79031	307
465.0488	289
465.30731	309
465.56583	269
465.82431	278
466.08279	285
466.34131	310
466.59979	292
466.85828	303
467.11676	302
467.37524	306
467.63373	290
467.89221	322
468.1507	290
468.40918	293
468.66763	310
468.92612	280
469.18457	283
469.44305	302
469.70151	326
469.95999	296
470.21844	307
470.4769	274
470.73535	328
470.9938	284
471.25226	312
471.51071	299
471.76917	314
472.02759	287
472.28604	274
472.54449	311
472.80292	310
473.06137	332
473.31979	321
473.57822	323
473.83664	315
474.09506	304
474.35352	301
474.61191	298
474.87033	288
475.12875	291
475.38718	298
475.6456	299
475.90399	290
476.16241	310
476.42081	311
476.6792	287
476.93762	302
477.19601	302
477.45441	295
477.7128	293
477.97119	303
478.22958	295
478.48798	297
478.74637	322
479.00473	308
479.26312	305
479.52148	303
479.77988	308
480.03824	293
480.2966	287
480.55496	307
480.81335	321
481.07172	300
481.33005	294
481.58841	296
481.84677	305
482.10513	285
482.36346	304
482.62183	309
482.88016	314
483.13852	304
483.39685	291
483.65518	280
483.91351	306
484.17184	274
484.43018	301
484.68851	298
484.94684	329
485.20517	318
485.46347	273
485.7218	291
485.9801	295
486.23843	292
486.49673	312
486.75504	299
487.01334	295
487.27164	301
487.52994	307
487.78824	307
488.04654	292
488.30484	303
488.56311	300
488.82141	322
489.07968	291
489.33798	307
489.59625	316
489.85452	306
490.11279	319
490.37106	300
490.62933	303
490.8876	298
491.14587	304
491.40411	293
491.66238	312
491.92065	290
492.17889	294
492.43713	302
492.69537	323
492.95364	283
493.21188	304
493.47012	302
493.72833	301
493.98657	306
494.24481	317
494.50305	298
494.76126	305
495.0195	286
495.27771	294
495.53592	284
495.79413	298
496.05234	293
496.31055	284
496.56876	291
496.82697	310
497.08517	300
497.34335	319
497.60156	312
497.85974	295
498.11795	278
498.37613	305
498.63431	307
498.89249	276
499.15067	288
499.40884	302
499.66702	284
499.92517	317
500.18335	310
500.44153	294
500.69968	316
500.95782	296
501.216	293
501.47415	295
501.7323	311
501.99045	311
502.24857	287
502.50671	305
502.76486	302
503.02298	315
503.28113	290
503.53925	321
503.79739	286
504.05551	307
504.31363	287
504.57175	318
504.82986	299
505.08798	296
505.34607	302
505.60419	301
505.86227	317
506.12039	291
506.37848	298
506.63657	288
506.89465	282
507.15277	300
507.41083	303
507.66891	284
507.927	301
508.18509	289
508.44315	306
508.70123	309
508.95929	307
509.21735	292
509.4754	280
509.73346	306
509.99152	295
510.24957	284
510.50763	278
510.76569	312
511.02371	312
511.28174	300
511.53979	317
511.79782	329
512.05585	282
512.3139	307
512.5719	300
