Date and Time:                Thu Apr 18 12:07:41.269 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	309
448.24188	311
448.50052	290
448.75912	306
449.01776	291
449.2764	294
449.535	288
449.79364	299
450.05225	309
450.31085	308
450.56949	318
450.82809	274
451.0867	305
451.34531	289
451.60391	296
451.86252	284
452.12112	289
452.37973	308
452.63834	303
452.89691	285
453.15552	263
453.41412	297
453.6727	311
453.9313	305
454.18988	299
454.44846	289
454.70706	304
454.96564	288
455.22421	301
455.48279	305
455.74136	283
455.99994	296
456.25851	283
456.51709	285
456.77567	305
457.03424	303
457.29279	311
457.55136	301
457.80991	297
458.06848	300
458.32703	269
458.5856	293
458.84415	282
459.10269	291
459.36124	296
459.61978	293
459.87833	295
460.13687	312
460.39542	302
460.65396	321
460.91251	301
461.17102	294
461.42957	296
461.68811	303
461.94662	296
462.20514	315
462.46368	276
462.7222	322
462.98071	306
463.23923	320
463.49777	299
463.75629	304
464.01477	296
464.27328	311
464.5318	278
464.79031	288
465.0488	291
465.30731	302
465.56583	300
465.82431	302
466.08279	311
466.34131	292
466.59979	291
466.85828	294
467.11676	303
467.37524	292
467.63373	296
467.89221	310
468.1507	311
468.40918	306
468.66763	288
468.92612	303
469.18457	300
469.44305	283
469.70151	295
469.95999	303
470.21844	290
470.4769	280
470.73535	311
470.9938	295
471.25226	300
471.51071	294
471.76917	287
472.02759	305
472.28604	313
472.54449	297
472.80292	294
473.06137	305
473.31979	297
473.57822	299
473.83664	286
474.09506	290
474.35352	299
474.61191	291
474.87033	296
475.12875	285
475.38718	301
475.6456	290
475.90399	283
476.16241	297
476.42081	300
476.6792	303
476.93762	307
477.19601	291
477.45441	293
477.7128	281
477.97119	306
478.22958	291
478.48798	288
478.74637	287
479.00473	306
479.26312	304
479.52148	308
479.77988	273
480.03824	294
480.2966	296
480.55496	298
480.81335	314
481.07172	300
481.33005	314
481.58841	309
481.84677	288
482.10513	302
482.36346	296
482.62183	310
482.88016	293
483.13852	293
483.39685	300
483.65518	289
483.91351	294
484.17184	299
484.43018	298
484.68851	287
484.94684	302
485.20517	298
485.46347	299
485.7218	280
485.9801	296
486.23843	299
486.49673	293
486.75504	285
487.01334	303
487.27164	302
487.52994	317
487.78824	306
488.04654	281
488.30484	283
488.56311	282
488.82141	294
489.07968	281
489.33798	288
489.59625	310
489.85452	320
490.11279	301
490.37106	315
490.62933	292
490.8876	288
491.14587	297
491.40411	305
491.66238	307
491.92065	287
492.17889	293
492.43713	306
492.69537	282
492.95364	309
493.21188	338
493.47012	303
493.72833	302
493.98657	300
494.24481	319
494.50305	298
494.76126	298
495.0195	309
495.27771	285
495.53592	289
495.79413	304
496.05234	312
496.31055	298
496.56876	293
496.82697	302
497.08517	287
497.34335	303
497.60156	300
497.85974	304
498.11795	305
498.37613	301
498.63431	302
498.89249	311
499.15067	318
499.40884	302
499.66702	303
499.92517	300
500.18335	297
500.44153	304
500.69968	293
500.95782	297
501.216	291
501.47415	298
501.7323	310
501.99045	312
502.24857	287
502.50671	288
502.76486	321
503.02298	307
503.28113	315
503.53925	277
503.79739	290
504.05551	331
504.31363	301
504.57175	310
504.82986	285
505.08798	298
505.34607	303
505.60419	294
505.86227	301
506.12039	285
506.37848	287
506.63657	290
506.89465	307
507.15277	298
507.41083	315
507.66891	304
507.927	315
508.18509	299
508.44315	312
508.70123	298
508.95929	298
509.21735	310
509.4754	276
509.73346	298
509.99152	293
510.24957	299
510.50763	308
510.76569	300
511.02371	309
511.28174	305
511.53979	290
511.79782	309
512.05585	307
512.3139	285
512.5719	318
