Date and Time:                Thu Apr 18 12:08:36.569 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	288
448.24188	296
448.50052	322
448.75912	282
449.01776	287
449.2764	328
449.535	317
449.79364	305
450.05225	288
450.31085	309
450.56949	295
450.82809	306
451.0867	298
451.34531	303
451.60391	295
451.86252	301
452.12112	305
452.37973	298
452.63834	306
452.89691	291
453.15552	291
453.41412	316
453.6727	308
453.9313	287
454.18988	308
454.44846	295
454.70706	287
454.96564	299
455.22421	294
455.48279	286
455.74136	300
455.99994	309
456.25851	298
456.51709	286
456.77567	315
457.03424	312
457.29279	301
457.55136	282
457.80991	314
458.06848	298
458.32703	310
458.5856	312
458.84415	295
459.10269	297
459.36124	279
459.61978	288
459.87833	312
460.13687	309
460.39542	292
460.65396	318
460.91251	300
461.17102	321
461.42957	324
461.68811	329
461.94662	322
462.20514	285
462.46368	290
462.7222	313
462.98071	294
463.23923	306
463.49777	297
463.75629	292
464.01477	309
464.27328	282
464.5318	302
464.79031	296
465.0488	310
465.30731	307
465.56583	288
465.82431	294
466.08279	296
466.34131	311
466.59979	309
466.85828	304
467.11676	298
467.37524	313
467.63373	305
467.89221	313
468.1507	309
468.40918	320
468.66763	305
468.92612	322
469.18457	302
469.44305	309
469.70151	291
469.95999	300
470.21844	297
470.4769	292
470.73535	286
470.9938	273
471.25226	296
471.51071	309
471.76917	315
472.02759	314
472.28604	321
472.54449	306
472.80292	290
473.06137	298
473.31979	282
473.57822	316
473.83664	289
474.09506	317
474.35352	298
474.61191	287
474.87033	303
475.12875	305
475.38718	306
475.6456	293
475.90399	307
476.16241	303
476.42081	292
476.6792	310
476.93762	290
477.19601	284
477.45441	284
477.7128	300
477.97119	300
478.22958	291
478.48798	294
478.74637	297
479.00473	314
479.26312	280
479.52148	310
479.77988	316
480.03824	284
480.2966	317
480.55496	301
480.81335	289
481.07172	303
481.33005	317
481.58841	307
481.84677	301
482.10513	295
482.36346	297
482.62183	302
482.88016	295
483.13852	292
483.39685	308
483.65518	323
483.91351	329
484.17184	305
484.43018	289
484.68851	293
484.94684	311
485.20517	302
485.46347	302
485.7218	303
485.9801	306
486.23843	289
486.49673	286
486.75504	281
487.01334	295
487.27164	297
487.52994	283
487.78824	304
488.04654	318
488.30484	286
488.56311	313
488.82141	297
489.07968	315
489.33798	295
489.59625	296
489.85452	311
490.11279	284
490.37106	301
490.62933	310
490.8876	304
491.14587	285
491.40411	269
491.66238	306
491.92065	298
492.17889	298
492.43713	292
492.69537	302
492.95364	299
493.21188	297
493.47012	290
493.72833	301
493.98657	308
494.24481	288
494.50305	294
494.76126	313
495.0195	304
495.27771	302
495.53592	307
495.79413	294
496.05234	305
496.31055	295
496.56876	290
496.82697	295
497.08517	312
497.34335	281
497.60156	310
497.85974	289
498.11795	289
498.37613	298
498.63431	306
498.89249	322
499.15067	293
499.40884	311
499.66702	289
499.92517	288
500.18335	300
500.44153	284
500.69968	314
500.95782	306
501.216	297
501.47415	300
501.7323	291
501.99045	301
502.24857	307
502.50671	285
502.76486	292
503.02298	281
503.28113	285
503.53925	308
503.79739	310
504.05551	319
504.31363	311
504.57175	308
504.82986	302
505.08798	306
505.34607	290
505.60419	309
505.86227	315
506.12039	306
506.37848	296
506.63657	292
506.89465	301
507.15277	291
507.41083	293
507.66891	280
507.927	300
508.18509	302
508.44315	304
508.70123	329
508.95929	285
509.21735	301
509.4754	300
509.73346	308
509.99152	309
510.24957	281
510.50763	309
510.76569	319
511.02371	299
511.28174	280
511.53979	296
511.79782	297
512.05585	297
512.3139	310
512.5719	301
