Date and Time:                Thu Apr 18 12:09:22.665 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	291
448.24188	304
448.50052	302
448.75912	292
449.01776	288
449.2764	309
449.535	302
449.79364	294
450.05225	306
450.31085	294
450.56949	308
450.82809	313
451.0867	321
451.34531	304
451.60391	313
451.86252	301
452.12112	292
452.37973	285
452.63834	286
452.89691	309
453.15552	296
453.41412	292
453.6727	301
453.9313	305
454.18988	318
454.44846	284
454.70706	302
454.96564	294
455.22421	299
455.48279	298
455.74136	290
455.99994	283
456.25851	280
456.51709	323
456.77567	279
457.03424	302
457.29279	305
457.55136	288
457.80991	302
458.06848	279
458.32703	322
458.5856	311
458.84415	305
459.10269	298
459.36124	289
459.61978	309
459.87833	276
460.13687	299
460.39542	285
460.65396	299
460.91251	288
461.17102	318
461.42957	282
461.68811	278
461.94662	296
462.20514	314
462.46368	313
462.7222	297
462.98071	303
463.23923	301
463.49777	287
463.75629	309
464.01477	313
464.27328	310
464.5318	306
464.79031	283
465.0488	297
465.30731	300
465.56583	289
465.82431	303
466.08279	310
466.34131	296
466.59979	297
466.85828	304
467.11676	300
467.37524	303
467.63373	299
467.89221	317
468.1507	299
468.40918	321
468.66763	296
468.92612	284
469.18457	304
469.44305	297
469.70151	305
469.95999	306
470.21844	302
470.4769	302
470.73535	310
470.9938	306
471.25226	297
471.51071	314
471.76917	293
472.02759	297
472.28604	288
472.54449	293
472.80292	309
473.06137	282
473.31979	302
473.57822	275
473.83664	308
474.09506	279
474.35352	287
474.61191	309
474.87033	285
475.12875	293
475.38718	291
475.6456	312
475.90399	296
476.16241	313
476.42081	309
476.6792	298
476.93762	307
477.19601	286
477.45441	314
477.7128	311
477.97119	313
478.22958	299
478.48798	299
478.74637	303
479.00473	288
479.26312	292
479.52148	277
479.77988	284
480.03824	312
480.2966	306
480.55496	305
480.81335	319
481.07172	307
481.33005	294
481.58841	285
481.84677	284
482.10513	314
482.36346	294
482.62183	295
482.88016	316
483.13852	289
483.39685	313
483.65518	297
483.91351	302
484.17184	321
484.43018	302
484.68851	317
484.94684	287
485.20517	299
485.46347	289
485.7218	285
485.9801	292
486.23843	299
486.49673	300
486.75504	305
487.01334	302
487.27164	269
487.52994	295
487.78824	304
488.04654	310
488.30484	286
488.56311	311
488.82141	304
489.07968	291
489.33798	300
489.59625	297
489.85452	304
490.11279	310
490.37106	295
490.62933	309
490.8876	286
491.14587	282
491.40411	272
491.66238	308
491.92065	294
492.17889	289
492.43713	296
492.69537	312
492.95364	308
493.21188	307
493.47012	306
493.72833	295
493.98657	277
494.24481	312
494.50305	300
494.76126	322
495.0195	301
495.27771	305
495.53592	314
495.79413	312
496.05234	307
496.31055	299
496.56876	306
496.82697	280
497.08517	273
497.34335	290
497.60156	313
497.85974	300
498.11795	271
498.37613	288
498.63431	311
498.89249	279
499.15067	304
499.40884	301
499.66702	287
499.92517	294
500.18335	301
500.44153	313
500.69968	310
500.95782	311
501.216	284
501.47415	317
501.7323	286
501.99045	293
502.24857	291
502.50671	278
502.76486	312
503.02298	308
503.28113	312
503.53925	297
503.79739	301
504.05551	296
504.31363	289
504.57175	295
504.82986	295
505.08798	293
505.34607	295
505.60419	303
505.86227	289
506.12039	283
506.37848	301
506.63657	305
506.89465	304
507.15277	326
507.41083	294
507.66891	311
507.927	304
508.18509	297
508.44315	283
508.70123	307
508.95929	296
509.21735	308
509.4754	283
509.73346	319
509.99152	295
510.24957	286
510.50763	321
510.76569	290
511.02371	293
511.28174	300
511.53979	295
511.79782	316
512.05585	296
512.3139	279
512.5719	296
