Date and Time:                Tue Apr 16 15:46:12.122 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	296
448.24188	282
448.50052	312
448.75912	298
449.01776	293
449.2764	301
449.535	301
449.79364	294
450.05225	299
450.31085	318
450.56949	293
450.82809	285
451.0867	302
451.34531	293
451.60391	302
451.86252	308
452.12112	298
452.37973	303
452.63834	305
452.89691	312
453.15552	303
453.41412	304
453.6727	288
453.9313	336
454.18988	303
454.44846	297
454.70706	290
454.96564	294
455.22421	291
455.48279	285
455.74136	311
455.99994	300
456.25851	296
456.51709	311
456.77567	288
457.03424	313
457.29279	298
457.55136	300
457.80991	300
458.06848	323
458.32703	318
458.5856	301
458.84415	306
459.10269	284
459.36124	262
459.61978	314
459.87833	304
460.13687	306
460.39542	294
460.65396	307
460.91251	294
461.17102	306
461.42957	306
461.68811	299
461.94662	306
462.20514	309
462.46368	294
462.7222	300
462.98071	293
463.23923	311
463.49777	297
463.75629	292
464.01477	314
464.27328	289
464.5318	294
464.79031	299
465.0488	294
465.30731	302
465.56583	285
465.82431	300
466.08279	308
466.34131	301
466.59979	279
466.85828	297
467.11676	292
467.37524	286
467.63373	331
467.89221	307
468.1507	309
468.40918	312
468.66763	296
468.92612	290
469.18457	328
469.44305	285
469.70151	290
469.95999	309
470.21844	319
470.4769	285
470.73535	285
470.9938	284
471.25226	291
471.51071	301
471.76917	293
472.02759	320
472.28604	309
472.54449	314
472.80292	308
473.06137	292
473.31979	306
473.57822	301
473.83664	298
474.09506	303
474.35352	293
474.61191	284
474.87033	298
475.12875	321
475.38718	303
475.6456	315
475.90399	290
476.16241	313
476.42081	297
476.6792	306
476.93762	295
477.19601	314
477.45441	278
477.7128	315
477.97119	306
478.22958	303
478.48798	300
478.74637	288
479.00473	322
479.26312	281
479.52148	289
479.77988	314
480.03824	293
480.2966	298
480.55496	312
480.81335	305
481.07172	300
481.33005	306
481.58841	321
481.84677	294
482.10513	295
482.36346	310
482.62183	305
482.88016	293
483.13852	292
483.39685	303
483.65518	290
483.91351	307
484.17184	304
484.43018	314
484.68851	288
484.94684	306
485.20517	282
485.46347	299
485.7218	289
485.9801	285
486.23843	298
486.49673	300
486.75504	322
487.01334	294
487.27164	288
487.52994	310
487.78824	309
488.04654	312
488.30484	289
488.56311	302
488.82141	304
489.07968	289
489.33798	276
489.59625	301
489.85452	295
490.11279	306
490.37106	296
490.62933	309
490.8876	314
491.14587	303
491.40411	286
491.66238	298
491.92065	298
492.17889	305
492.43713	306
492.69537	303
492.95364	293
493.21188	315
493.47012	302
493.72833	290
493.98657	314
494.24481	281
494.50305	301
494.76126	293
495.0195	294
495.27771	290
495.53592	288
495.79413	313
496.05234	302
496.31055	283
496.56876	296
496.82697	305
497.08517	295
497.34335	271
497.60156	299
497.85974	300
498.11795	304
498.37613	326
498.63431	298
498.89249	300
499.15067	299
499.40884	296
499.66702	276
499.92517	300
500.18335	301
500.44153	295
500.69968	273
500.95782	304
501.216	307
501.47415	313
501.7323	291
501.99045	296
502.24857	286
502.50671	295
502.76486	289
503.02298	308
503.28113	292
503.53925	300
503.79739	301
504.05551	304
504.31363	307
504.57175	295
504.82986	307
505.08798	299
505.34607	305
505.60419	299
505.86227	287
506.12039	308
506.37848	293
506.63657	308
506.89465	294
507.15277	306
507.41083	312
507.66891	290
507.927	298
508.18509	308
508.44315	306
508.70123	284
508.95929	296
509.21735	277
509.4754	293
509.73346	311
509.99152	304
510.24957	299
510.50763	291
510.76569	304
511.02371	314
511.28174	314
511.53979	286
511.79782	281
512.05585	298
512.3139	292
512.5719	305
