Date and Time:                Thu Apr 18 12:39:18.690 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	6566
448.24188	6507
448.50052	6560
448.75912	6728
449.01776	6702
449.2764	6607
449.535	6666
449.79364	6949
450.05225	7060
450.31085	6875
450.56949	6783
450.82809	6562
451.0867	6566
451.34531	6472
451.60391	6452
451.86252	6443
452.12112	6214
452.37973	6261
452.63834	6149
452.89691	6173
453.15552	6030
453.41412	6060
453.6727	5869
453.9313	5787
454.18988	5805
454.44846	5739
454.70706	5594
454.96564	5516
455.22421	5560
455.48279	5453
455.74136	5392
455.99994	5323
456.25851	5488
456.51709	5325
456.77567	5282
457.03424	5280
457.29279	5367
457.55136	5248
457.80991	5375
458.06848	5378
458.32703	5347
458.5856	5332
458.84415	5210
459.10269	5344
459.36124	5464
459.61978	5278
459.87833	5352
460.13687	5319
460.39542	5359
460.65396	5364
460.91251	5313
461.17102	5394
461.42957	5379
461.68811	5395
461.94662	5422
462.20514	5424
462.46368	5513
462.7222	5548
462.98071	5666
463.23923	5557
463.49777	5401
463.75629	5655
464.01477	5699
464.27328	5749
464.5318	5670
464.79031	5777
465.0488	5767
465.30731	5866
465.56583	6023
465.82431	5851
466.08279	5944
466.34131	6221
466.59979	5995
466.85828	6168
467.11676	6261
467.37524	6335
467.63373	6360
467.89221	6369
468.1507	6239
468.40918	6507
468.66763	6466
468.92612	6750
469.18457	6577
469.44305	6537
469.70151	6837
469.95999	6648
470.21844	6847
470.4769	6815
470.73535	7030
470.9938	6999
471.25226	7028
471.51071	6919
471.76917	7198
472.02759	7237
472.28604	7253
472.54449	7172
472.80292	7317
473.06137	7521
473.31979	7508
473.57822	7598
473.83664	7691
474.09506	7553
474.35352	7821
474.61191	7579
474.87033	7846
475.12875	7770
475.38718	7864
475.6456	7877
475.90399	7830
476.16241	8207
476.42081	8232
476.6792	8052
476.93762	8018
477.19601	8090
477.45441	8292
477.7128	8284
477.97119	8347
478.22958	8368
478.48798	8431
478.74637	8353
479.00473	8295
479.26312	8440
479.52148	8394
479.77988	8430
480.03824	8411
480.2966	8440
480.55496	8461
480.81335	8353
481.07172	8570
481.33005	8635
481.58841	8497
481.84677	8693
482.10513	8511
482.36346	8771
482.62183	8644
482.88016	8597
483.13852	8813
483.39685	8759
483.65518	8626
483.91351	8782
484.17184	8767
484.43018	8891
484.68851	8838
484.94684	8832
485.20517	8688
485.46347	8879
485.7218	8686
485.9801	8753
486.23843	8964
486.49673	8738
486.75504	8793
487.01334	8897
487.27164	8799
487.52994	8795
487.78824	8890
488.04654	8782
488.30484	8731
488.56311	8744
488.82141	8717
489.07968	8520
489.33798	8744
489.59625	8838
489.85452	8840
490.11279	8843
490.37106	8786
490.62933	8574
490.8876	8868
491.14587	8719
491.40411	8622
491.66238	8720
491.92065	8748
492.17889	8838
492.43713	8699
492.69537	8782
492.95364	8893
493.21188	8817
493.47012	8745
493.72833	8705
493.98657	8893
494.24481	8759
494.50305	8884
494.76126	8811
495.0195	8630
495.27771	8772
495.53592	8924
495.79413	8966
496.05234	8825
496.31055	8728
496.56876	8821
496.82697	8802
497.08517	8937
497.34335	8607
497.60156	8711
497.85974	8734
498.11795	8863
498.37613	8633
498.63431	8821
498.89249	8819
499.15067	8719
499.40884	8747
499.66702	8985
499.92517	8636
500.18335	8746
500.44153	8767
500.69968	8569
500.95782	8817
501.216	8707
501.47415	8839
501.7323	8850
501.99045	8905
502.24857	8636
502.50671	8734
502.76486	8719
503.02298	8633
503.28113	8939
503.53925	8857
503.79739	8773
504.05551	8514
504.31363	8576
504.57175	8694
