Date and Time:                Wed Apr 17 12:21:48.239 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	8911
448.24188	8967
448.50052	9358
448.75912	9295
449.01776	9405
449.2764	9407
449.535	9632
449.79364	9462
450.05225	9585
450.31085	9613
450.56949	9659
450.82809	9605
451.0867	9297
451.34531	9141
451.60391	9346
451.86252	9049
452.12112	8937
452.37973	8784
452.63834	8649
452.89691	8668
453.15552	8403
453.41412	8351
453.6727	8353
453.9313	8168
454.18988	7950
454.44846	8012
454.70706	7951
454.96564	7782
455.22421	7895
455.48279	7917
455.74136	7734
455.99994	7814
456.25851	7667
456.51709	7470
456.77567	7594
457.03424	7528
457.29279	7534
457.55136	7490
457.80991	7499
458.06848	7738
458.32703	7323
458.5856	7369
458.84415	7267
459.10269	7361
459.36124	7407
459.61978	7469
459.87833	7383
460.13687	7497
460.39542	7243
460.65396	7352
460.91251	7459
461.17102	7395
461.42957	7667
461.68811	7669
461.94662	7533
462.20514	7504
462.46368	7729
462.7222	7750
462.98071	7759
463.23923	7742
463.49777	7818
463.75629	8007
464.01477	7981
464.27328	8083
464.5318	8172
464.79031	8192
465.0488	8222
465.30731	8250
465.56583	8241
465.82431	8274
466.08279	8343
466.34131	8741
466.59979	8592
466.85828	8865
467.11676	8708
467.37524	8794
467.63373	8998
467.89221	8988
468.1507	9311
468.40918	9263
468.66763	9390
468.92612	9311
469.18457	9547
469.44305	9673
469.70151	9689
469.95999	9656
470.21844	9705
470.4769	9961
470.73535	10061
470.9938	10065
471.25226	10153
471.51071	10416
471.76917	10100
472.02759	10302
472.28604	10553
472.54449	10650
472.80292	10790
473.06137	10846
473.31979	10746
473.57822	10921
473.83664	11013
474.09506	10991
474.35352	11063
474.61191	11079
474.87033	11344
475.12875	11628
475.38718	11489
475.6456	11569
475.90399	11737
476.16241	11634
476.42081	11809
476.6792	11954
476.93762	11849
477.19601	11897
477.45441	12461
477.7128	12147
477.97119	12117
478.22958	12254
478.48798	12259
478.74637	12387
479.00473	12540
479.26312	12456
479.52148	12552
479.77988	12418
480.03824	12494
480.2966	12588
480.55496	12720
480.81335	12596
481.07172	12675
481.33005	12586
481.58841	12849
481.84677	12878
482.10513	12919
482.36346	12702
482.62183	12752
482.88016	12875
483.13852	12943
483.39685	13127
483.65518	12729
483.91351	12952
484.17184	13248
484.43018	12896
484.68851	13205
484.94684	13121
485.20517	13137
485.46347	12984
485.7218	13038
485.9801	13115
486.23843	12922
486.49673	13168
486.75504	13324
487.01334	13397
487.27164	13265
487.52994	13272
487.78824	13349
488.04654	13398
488.30484	13327
488.56311	13232
488.82141	13393
489.07968	13343
489.33798	13264
489.59625	13286
489.85452	13316
490.11279	13197
490.37106	13484
490.62933	13168
490.8876	13429
491.14587	13387
491.40411	13447
491.66238	13334
491.92065	13490
492.17889	13428
492.43713	13336
492.69537	13448
492.95364	13329
493.21188	13488
493.47012	13503
493.72833	13565
493.98657	13531
494.24481	13487
494.50305	13618
494.76126	13738
495.0195	13492
495.27771	13379
495.53592	13728
495.79413	13458
496.05234	13708
496.31055	13738
496.56876	13465
496.82697	13513
497.08517	13632
497.34335	13700
497.60156	13662
497.85974	13672
498.11795	13900
498.37613	13839
498.63431	13902
498.89249	13825
499.15067	13753
499.40884	13582
499.66702	13636
499.92517	13942
500.18335	13808
500.44153	13596
500.69968	13757
500.95782	14034
501.216	13726
501.47415	13814
501.7323	13745
501.99045	13645
502.24857	13617
502.50671	13691
502.76486	13855
503.02298	13778
503.28113	13772
503.53925	13796
503.79739	13549
504.05551	13465
504.31363	13755
504.57175	13821
