Date and Time:                Wed Apr 17 12:24:43.220 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	8702
448.24188	8472
448.50052	8713
448.75912	8938
449.01776	8979
449.2764	8979
449.535	9131
449.79364	9004
450.05225	9178
450.31085	9010
450.56949	9309
450.82809	9040
451.0867	9036
451.34531	8939
451.60391	8707
451.86252	8499
452.12112	8408
452.37973	8194
452.63834	8073
452.89691	8063
453.15552	7984
453.41412	7818
453.6727	7609
453.9313	7564
454.18988	7433
454.44846	7415
454.70706	7362
454.96564	7171
455.22421	7096
455.48279	7069
455.74136	7122
455.99994	6991
456.25851	6897
456.51709	6931
456.77567	6943
457.03424	6898
457.29279	6931
457.55136	6716
457.80991	6795
458.06848	6609
458.32703	6789
458.5856	6467
458.84415	6551
459.10269	6757
459.36124	6594
459.61978	6777
459.87833	6696
460.13687	6674
460.39542	6637
460.65396	6662
460.91251	6631
461.17102	6520
461.42957	6726
461.68811	6694
461.94662	6916
462.20514	6729
462.46368	6767
462.7222	6789
462.98071	6979
463.23923	6843
463.49777	6884
463.75629	6996
464.01477	7194
464.27328	7084
464.5318	6954
464.79031	7135
465.0488	7111
465.30731	7316
465.56583	7265
465.82431	7047
466.08279	7500
466.34131	7390
466.59979	7262
466.85828	7585
467.11676	7688
467.37524	7820
467.63373	7736
467.89221	7911
468.1507	7614
468.40918	8117
468.66763	8098
468.92612	8060
469.18457	8092
469.44305	8049
469.70151	8343
469.95999	8459
470.21844	8262
470.4769	8551
470.73535	8594
470.9938	8629
471.25226	8725
471.51071	8730
471.76917	8878
472.02759	8941
472.28604	9176
472.54449	8949
472.80292	9124
473.06137	9151
473.31979	9274
473.57822	9379
473.83664	9266
474.09506	9515
474.35352	9668
474.61191	9511
474.87033	9527
475.12875	9883
475.38718	9601
475.6456	9683
475.90399	9800
476.16241	9840
476.42081	9854
476.6792	9879
476.93762	10245
477.19601	10026
477.45441	10318
477.7128	10125
477.97119	10358
478.22958	10295
478.48798	10254
478.74637	10355
479.00473	10395
479.26312	10405
479.52148	10328
479.77988	10394
480.03824	10827
480.2966	10581
480.55496	10541
480.81335	10736
481.07172	10652
481.33005	10757
481.58841	10625
481.84677	10753
482.10513	10833
482.36346	10719
482.62183	11038
482.88016	10881
483.13852	11093
483.39685	10971
483.65518	11000
483.91351	10925
484.17184	10963
484.43018	11058
484.68851	10989
484.94684	10760
485.20517	11045
485.46347	11012
485.7218	11095
485.9801	11060
486.23843	11022
486.49673	11165
486.75504	11094
487.01334	10994
487.27164	10998
487.52994	11114
487.78824	11174
488.04654	11309
488.30484	10877
488.56311	11014
488.82141	10881
489.07968	11261
489.33798	11178
489.59625	11127
489.85452	11259
490.11279	11065
490.37106	11365
490.62933	10937
490.8876	11147
491.14587	11227
491.40411	11494
491.66238	11333
491.92065	11393
492.17889	11124
492.43713	11398
492.69537	11407
492.95364	11184
493.21188	11076
493.47012	11319
493.72833	11318
493.98657	11266
494.24481	11214
494.50305	11246
494.76126	11267
495.0195	11308
495.27771	11339
495.53592	11228
495.79413	11061
496.05234	11343
496.31055	11576
496.56876	11343
496.82697	11440
497.08517	11362
497.34335	11257
497.60156	11336
497.85974	11326
498.11795	11444
498.37613	11258
498.63431	11283
498.89249	11436
499.15067	11191
499.40884	11160
499.66702	11344
499.92517	11221
500.18335	11569
500.44153	11416
500.69968	11327
500.95782	11420
501.216	11386
501.47415	11332
501.7323	11209
501.99045	11350
502.24857	11314
502.50671	11451
502.76486	11297
503.02298	11175
503.28113	11378
503.53925	11206
503.79739	11306
504.05551	11308
504.31363	11269
504.57175	11322
