Date and Time:                Wed Apr 17 12:23:01.990 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	8833
448.24188	8888
448.50052	8799
448.75912	8960
449.01776	9019
449.2764	9234
449.535	9217
449.79364	9135
450.05225	9444
450.31085	9323
450.56949	9157
450.82809	9155
451.0867	9113
451.34531	8978
451.60391	8904
451.86252	8647
452.12112	8476
452.37973	8506
452.63834	8245
452.89691	8197
453.15552	7893
453.41412	7889
453.6727	7812
453.9313	7700
454.18988	7617
454.44846	7451
454.70706	7353
454.96564	7480
455.22421	7244
455.48279	7311
455.74136	7178
455.99994	7145
456.25851	7061
456.51709	6995
456.77567	6920
457.03424	7010
457.29279	7019
457.55136	6892
457.80991	6972
458.06848	6988
458.32703	6775
458.5856	6869
458.84415	6663
459.10269	6847
459.36124	6727
459.61978	6790
459.87833	6737
460.13687	6922
460.39542	6823
460.65396	6814
460.91251	6800
461.17102	6952
461.42957	6870
461.68811	6752
461.94662	7065
462.20514	6927
462.46368	7213
462.7222	7075
462.98071	7061
463.23923	7191
463.49777	7097
463.75629	7121
464.01477	7188
464.27328	7221
464.5318	7437
464.79031	7426
465.0488	7515
465.30731	7582
465.56583	7500
465.82431	7626
466.08279	7671
466.34131	7569
466.59979	7708
466.85828	7696
467.11676	7991
467.37524	7902
467.63373	8130
467.89221	8015
468.1507	8321
468.40918	8276
468.66763	8522
468.92612	8259
469.18457	8514
469.44305	8613
469.70151	8544
469.95999	8765
470.21844	8852
470.4769	8950
470.73535	8972
470.9938	9108
471.25226	9120
471.51071	9025
471.76917	9288
472.02759	9391
472.28604	9365
472.54449	9399
472.80292	9366
473.06137	9539
473.31979	9591
473.57822	9619
473.83664	9793
474.09506	9877
474.35352	9742
474.61191	9963
474.87033	9956
475.12875	10108
475.38718	10278
475.6456	10455
475.90399	10135
476.16241	10390
476.42081	10448
476.6792	10420
476.93762	10601
477.19601	10498
477.45441	10716
477.7128	10656
477.97119	10795
478.22958	10764
478.48798	10908
478.74637	10876
479.00473	10893
479.26312	11014
479.52148	11123
479.77988	10969
480.03824	10858
480.2966	11239
480.55496	11263
480.81335	11326
481.07172	10893
481.33005	11127
481.58841	11374
481.84677	11316
482.10513	11280
482.36346	11180
482.62183	11351
482.88016	11501
483.13852	11347
483.39685	11308
483.65518	11565
483.91351	11607
484.17184	11327
484.43018	11567
484.68851	11631
484.94684	11490
485.20517	11610
485.46347	11475
485.7218	11529
485.9801	11601
486.23843	11795
486.49673	11525
486.75504	11589
487.01334	11315
487.27164	11714
487.52994	11439
487.78824	11441
488.04654	11525
488.30484	11574
488.56311	11545
488.82141	11731
489.07968	11704
489.33798	11630
489.59625	11703
489.85452	11800
490.11279	11618
490.37106	11808
490.62933	11578
490.8876	11870
491.14587	11964
491.40411	11798
491.66238	11751
491.92065	11791
492.17889	11775
492.43713	11867
492.69537	11851
492.95364	11611
493.21188	11822
493.47012	11708
493.72833	11853
493.98657	11803
494.24481	11800
494.50305	11923
494.76126	11784
495.0195	11966
495.27771	11819
495.53592	11685
495.79413	11852
496.05234	11705
496.31055	11845
496.56876	11817
496.82697	11817
497.08517	11807
497.34335	11897
497.60156	11828
497.85974	11680
498.11795	12022
498.37613	11943
498.63431	12008
498.89249	12053
499.15067	11642
499.40884	11968
499.66702	11878
499.92517	11732
500.18335	11874
500.44153	12217
500.69968	11983
500.95782	11899
501.216	11919
501.47415	12078
501.7323	11986
501.99045	12053
502.24857	11806
502.50671	11834
502.76486	11960
503.02298	11876
503.28113	11982
503.53925	11862
503.79739	12022
504.05551	12161
504.31363	11842
504.57175	11997
