Date and Time:                Wed Apr 17 12:24:06.378 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	8524
448.24188	8500
448.50052	8749
448.75912	8921
449.01776	8742
449.2764	8797
449.535	9016
449.79364	9093
450.05225	9143
450.31085	9215
450.56949	9313
450.82809	9281
451.0867	8913
451.34531	8967
451.60391	8669
451.86252	8446
452.12112	8340
452.37973	8141
452.63834	8200
452.89691	7894
453.15552	7892
453.41412	7863
453.6727	7775
453.9313	7666
454.18988	7231
454.44846	7417
454.70706	7382
454.96564	7283
455.22421	7192
455.48279	7152
455.74136	6985
455.99994	7038
456.25851	7160
456.51709	7020
456.77567	6926
457.03424	6882
457.29279	6859
457.55136	6969
457.80991	6879
458.06848	6794
458.32703	6713
458.5856	6779
458.84415	6797
459.10269	6758
459.36124	6673
459.61978	6705
459.87833	6626
460.13687	6709
460.39542	6701
460.65396	6564
460.91251	6545
461.17102	6542
461.42957	6781
461.68811	6804
461.94662	6711
462.20514	6740
462.46368	6879
462.7222	6747
462.98071	6887
463.23923	7029
463.49777	6825
463.75629	7037
464.01477	7145
464.27328	6993
464.5318	7230
464.79031	7292
465.0488	7255
465.30731	7290
465.56583	7496
465.82431	7458
466.08279	7491
466.34131	7566
466.59979	7511
466.85828	7739
467.11676	7791
467.37524	7648
467.63373	7969
467.89221	7945
468.1507	7818
468.40918	7986
468.66763	7981
468.92612	7991
469.18457	8441
469.44305	8380
469.70151	8431
469.95999	8484
470.21844	8583
470.4769	8697
470.73535	8759
470.9938	8702
471.25226	8859
471.51071	8903
471.76917	8902
472.02759	9123
472.28604	9073
472.54449	8946
472.80292	9437
473.06137	9304
473.31979	9436
473.57822	9412
473.83664	9369
474.09506	9474
474.35352	9532
474.61191	9670
474.87033	9940
475.12875	9740
475.38718	10035
475.6456	9833
475.90399	10035
476.16241	10013
476.42081	10133
476.6792	10136
476.93762	10303
477.19601	10447
477.45441	10643
477.7128	10482
477.97119	10508
478.22958	10536
478.48798	10463
478.74637	10586
479.00473	10692
479.26312	10733
479.52148	10821
479.77988	10600
480.03824	10524
480.2966	10738
480.55496	10786
480.81335	10972
481.07172	10942
481.33005	10950
481.58841	10934
481.84677	11032
482.10513	11040
482.36346	11082
482.62183	11111
482.88016	11007
483.13852	11196
483.39685	11010
483.65518	11055
483.91351	11074
484.17184	11277
484.43018	11155
484.68851	11186
484.94684	10844
485.20517	11271
485.46347	11280
485.7218	11374
485.9801	11350
486.23843	11349
486.49673	11505
486.75504	11263
487.01334	11078
487.27164	11222
487.52994	11290
487.78824	11133
488.04654	11175
488.30484	11277
488.56311	11198
488.82141	11399
489.07968	11386
489.33798	11280
489.59625	11336
489.85452	11431
490.11279	11442
490.37106	11426
490.62933	11242
490.8876	11314
491.14587	11282
491.40411	11381
491.66238	11438
491.92065	11245
492.17889	11278
492.43713	11355
492.69537	11451
492.95364	11273
493.21188	11455
493.47012	11463
493.72833	11304
493.98657	11333
494.24481	11462
494.50305	11213
494.76126	11496
495.0195	11323
495.27771	11477
495.53592	11339
495.79413	11329
496.05234	11456
496.31055	11391
496.56876	11393
496.82697	11748
497.08517	11496
497.34335	11449
497.60156	11630
497.85974	11448
498.11795	11529
498.37613	11473
498.63431	11437
498.89249	11431
499.15067	11556
499.40884	11403
499.66702	11540
499.92517	11532
500.18335	11549
500.44153	11567
500.69968	11619
500.95782	11498
501.216	11551
501.47415	11527
501.7323	11515
501.99045	11564
502.24857	11507
502.50671	11339
502.76486	11564
503.02298	11471
503.28113	11489
503.53925	11400
503.79739	11739
504.05551	11460
504.31363	11542
504.57175	11479
