Date and Time:                Wed Apr 17 12:24:15.571 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	8654
448.24188	8715
448.50052	8746
448.75912	8835
449.01776	8979
449.2764	9108
449.535	8918
449.79364	9105
450.05225	9171
450.31085	9040
450.56949	8995
450.82809	8899
451.0867	8854
451.34531	8848
451.60391	8684
451.86252	8529
452.12112	8333
452.37973	8305
452.63834	8138
452.89691	8056
453.15552	7848
453.41412	7824
453.6727	7850
453.9313	7673
454.18988	7597
454.44846	7411
454.70706	7452
454.96564	7264
455.22421	7340
455.48279	7019
455.74136	7044
455.99994	7056
456.25851	7034
456.51709	7038
456.77567	6962
457.03424	6832
457.29279	6777
457.55136	6636
457.80991	6796
458.06848	6560
458.32703	6804
458.5856	6669
458.84415	6605
459.10269	6561
459.36124	6642
459.61978	6693
459.87833	6658
460.13687	6763
460.39542	6616
460.65396	6665
460.91251	6677
461.17102	6631
461.42957	6837
461.68811	6744
461.94662	6820
462.20514	6815
462.46368	6863
462.7222	6883
462.98071	6915
463.23923	6956
463.49777	6789
463.75629	7031
464.01477	6883
464.27328	7008
464.5318	7073
464.79031	7215
465.0488	7233
465.30731	7398
465.56583	7318
465.82431	7460
466.08279	7369
466.34131	7390
466.59979	7510
466.85828	7788
467.11676	7775
467.37524	7836
467.63373	7764
467.89221	8072
468.1507	8046
468.40918	7833
468.66763	8092
468.92612	7934
469.18457	8142
469.44305	8266
469.70151	8297
469.95999	8515
470.21844	8510
470.4769	8653
470.73535	8691
470.9938	8585
471.25226	8653
471.51071	8936
471.76917	8817
472.02759	8823
472.28604	9055
472.54449	9088
472.80292	9356
473.06137	9046
473.31979	9328
473.57822	9485
473.83664	9325
474.09506	9342
474.35352	9563
474.61191	9600
474.87033	9721
475.12875	9790
475.38718	10093
475.6456	9876
475.90399	9968
476.16241	9856
476.42081	10019
476.6792	10131
476.93762	10207
477.19601	10185
477.45441	10332
477.7128	10267
477.97119	10403
478.22958	10490
478.48798	10502
478.74637	10531
479.00473	10507
479.26312	10552
479.52148	10432
479.77988	10603
480.03824	10792
480.2966	10629
480.55496	10642
480.81335	10789
481.07172	10891
481.33005	10742
481.58841	10913
481.84677	10798
482.10513	10779
482.36346	10863
482.62183	11011
482.88016	11131
483.13852	10969
483.39685	10874
483.65518	10823
483.91351	11153
484.17184	11091
484.43018	11038
484.68851	11159
484.94684	11023
485.20517	10909
485.46347	11317
485.7218	11103
485.9801	10834
486.23843	10906
486.49673	11201
486.75504	11111
487.01334	11193
487.27164	11401
487.52994	11420
487.78824	11386
488.04654	11177
488.30484	11183
488.56311	11187
488.82141	11180
489.07968	11287
489.33798	11233
489.59625	11274
489.85452	11511
490.11279	11243
490.37106	11110
490.62933	11217
490.8876	11327
491.14587	11282
491.40411	11153
491.66238	11294
491.92065	11107
492.17889	11303
492.43713	11349
492.69537	11344
492.95364	11283
493.21188	11423
493.47012	11338
493.72833	11339
493.98657	11221
494.24481	11246
494.50305	11319
494.76126	11166
495.0195	11253
495.27771	11112
495.53592	11347
495.79413	11447
496.05234	11423
496.31055	11310
496.56876	11237
496.82697	11676
497.08517	11353
497.34335	11558
497.60156	11429
497.85974	11355
498.11795	11480
498.37613	11209
498.63431	11410
498.89249	11483
499.15067	11524
499.40884	11388
499.66702	11431
499.92517	11495
500.18335	11559
500.44153	11636
500.69968	11459
500.95782	11354
501.216	11418
501.47415	11562
501.7323	11494
501.99045	11475
502.24857	11278
502.50671	11387
502.76486	11479
503.02298	11398
503.28113	11409
503.53925	11475
503.79739	11364
504.05551	11336
504.31363	11724
504.57175	11267
