Date and Time:                Thu Apr 18 12:18:13.637 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	4734
448.24188	4762
448.50052	4722
448.75912	4927
449.01776	4875
449.2764	5047
449.535	4923
449.79364	5083
450.05225	4928
450.31085	4985
450.56949	4921
450.82809	4915
451.0867	4914
451.34531	4704
451.60391	4661
451.86252	4636
452.12112	4580
452.37973	4596
452.63834	4499
452.89691	4452
453.15552	4363
453.41412	4392
453.6727	4441
453.9313	4099
454.18988	4130
454.44846	4192
454.70706	4165
454.96564	3937
455.22421	4090
455.48279	3962
455.74136	3831
455.99994	3981
456.25851	3876
456.51709	3874
456.77567	3972
457.03424	3746
457.29279	3794
457.55136	3885
457.80991	3775
458.06848	3818
458.32703	3895
458.5856	3794
458.84415	3803
459.10269	3774
459.36124	3818
459.61978	3807
459.87833	3954
460.13687	3701
460.39542	3791
460.65396	3892
460.91251	3767
461.17102	3819
461.42957	3885
461.68811	3822
461.94662	3908
462.20514	3852
462.46368	4096
462.7222	3988
462.98071	4009
463.23923	3874
463.49777	4047
463.75629	3946
464.01477	4101
464.27328	4156
464.5318	4045
464.79031	4169
465.0488	4170
465.30731	4210
465.56583	4205
465.82431	4272
466.08279	4325
466.34131	4148
466.59979	4289
466.85828	4454
467.11676	4429
467.37524	4486
467.63373	4404
467.89221	4493
468.1507	4590
468.40918	4681
468.66763	4539
468.92612	4625
469.18457	4617
469.44305	4790
469.70151	4730
469.95999	4944
470.21844	4864
470.4769	5024
470.73535	4968
470.9938	4885
471.25226	4954
471.51071	5009
471.76917	5046
472.02759	5143
472.28604	5175
472.54449	5087
472.80292	5210
473.06137	5298
473.31979	5315
473.57822	5259
473.83664	5381
474.09506	5470
474.35352	5479
474.61191	5546
474.87033	5446
475.12875	5529
475.38718	5698
475.6456	5821
475.90399	5857
476.16241	5564
476.42081	5671
476.6792	5793
476.93762	5693
477.19601	5858
477.45441	5936
477.7128	5943
477.97119	5880
478.22958	5795
478.48798	5886
478.74637	5933
479.00473	5916
479.26312	5890
479.52148	5981
479.77988	6170
480.03824	6031
480.2966	5852
480.55496	6044
480.81335	5945
481.07172	6196
481.33005	5960
481.58841	5932
481.84677	6066
482.10513	6117
482.36346	6189
482.62183	6175
482.88016	6226
483.13852	6295
483.39685	6224
483.65518	6153
483.91351	6213
484.17184	6366
484.43018	6156
484.68851	6195
484.94684	6133
485.20517	6264
485.46347	6201
485.7218	6216
485.9801	6342
486.23843	6342
486.49673	6359
486.75504	6267
487.01334	6362
487.27164	6375
487.52994	6197
487.78824	6276
488.04654	6251
488.30484	6183
488.56311	6290
488.82141	6211
489.07968	6349
489.33798	6275
489.59625	6049
489.85452	6366
490.11279	6324
490.37106	6280
490.62933	6151
490.8876	6198
491.14587	6243
491.40411	6353
491.66238	6250
491.92065	6321
492.17889	6272
492.43713	6262
492.69537	6091
492.95364	6309
493.21188	6128
493.47012	6374
493.72833	6245
493.98657	6311
494.24481	6125
494.50305	6219
494.76126	6170
495.0195	6256
495.27771	6134
495.53592	6280
495.79413	6146
496.05234	6300
496.31055	6260
496.56876	6253
496.82697	6155
497.08517	6231
497.34335	6241
497.60156	6427
497.85974	6258
498.11795	6295
498.37613	6066
498.63431	6322
498.89249	6287
499.15067	6323
499.40884	6250
499.66702	6235
499.92517	6394
500.18335	6039
500.44153	6221
500.69968	6157
500.95782	6245
501.216	6052
501.47415	6191
501.7323	6157
501.99045	6214
502.24857	6214
502.50671	6082
502.76486	6298
503.02298	6098
503.28113	6145
503.53925	6312
503.79739	6054
504.05551	6246
504.31363	6256
504.57175	6220
