Date and Time:                Tue Apr 16 14:35:35.520 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	9843
448.24188	9793
448.50052	9961
448.75912	10164
449.01776	10026
449.2764	10077
449.535	10424
449.79364	10438
450.05225	10249
450.31085	10595
450.56949	10427
450.82809	10227
451.0867	10158
451.34531	10055
451.60391	9927
451.86252	9692
452.12112	9733
452.37973	9408
452.63834	9387
452.89691	9362
453.15552	9214
453.41412	9032
453.6727	8851
453.9313	8870
454.18988	8741
454.44846	8773
454.70706	8745
454.96564	8737
455.22421	8379
455.48279	8533
455.74136	8509
455.99994	8314
456.25851	8290
456.51709	8305
456.77567	8477
457.03424	8331
457.29279	8373
457.55136	8281
457.80991	8462
458.06848	8229
458.32703	8303
458.5856	8166
458.84415	8194
459.10269	8204
459.36124	8332
459.61978	8349
459.87833	8267
460.13687	8389
460.39542	8334
460.65396	8251
460.91251	8376
461.17102	8361
461.42957	8525
461.68811	8655
461.94662	8666
462.20514	8550
462.46368	8404
462.7222	8638
462.98071	8583
463.23923	8783
463.49777	8693
463.75629	8935
464.01477	9086
464.27328	8982
464.5318	8937
464.79031	9125
465.0488	9272
465.30731	9448
465.56583	9335
465.82431	9390
466.08279	9411
466.34131	9495
466.59979	9528
466.85828	9619
467.11676	9909
467.37524	9877
467.63373	9905
467.89221	10151
468.1507	10305
468.40918	10412
468.66763	10147
468.92612	10551
469.18457	10536
469.44305	10534
469.70151	10611
469.95999	10763
470.21844	10907
470.4769	11010
470.73535	11114
470.9938	11093
471.25226	11280
471.51071	11409
471.76917	11641
472.02759	11664
472.28604	11813
472.54449	11787
472.80292	12147
473.06137	11992
473.31979	12022
473.57822	12095
473.83664	12263
474.09506	12399
474.35352	12424
474.61191	12665
474.87033	12759
475.12875	12878
475.38718	12893
475.6456	13044
475.90399	12978
476.16241	13160
476.42081	13089
476.6792	13524
476.93762	12887
477.19601	13396
477.45441	13370
477.7128	13440
477.97119	13678
478.22958	13671
478.48798	13759
478.74637	13631
479.00473	13824
479.26312	13753
479.52148	13677
479.77988	13959
480.03824	14051
480.2966	14313
480.55496	14339
480.81335	14098
481.07172	14030
481.33005	14378
481.58841	14232
481.84677	14162
482.10513	14409
482.36346	14461
482.62183	14335
482.88016	14273
483.13852	14166
483.39685	14322
483.65518	14550
483.91351	14260
484.17184	14459
484.43018	14524
484.68851	14460
484.94684	14476
485.20517	14485
485.46347	14812
485.7218	14804
485.9801	14670
486.23843	14616
486.49673	14553
486.75504	14624
487.01334	14891
487.27164	14624
487.52994	14875
487.78824	14814
488.04654	14939
488.30484	14636
488.56311	14705
488.82141	14640
489.07968	14629
489.33798	14975
489.59625	14784
489.85452	14920
490.11279	14959
490.37106	14860
490.62933	15250
490.8876	14858
491.14587	14737
491.40411	14754
491.66238	14802
491.92065	15093
492.17889	15095
492.43713	15268
492.69537	15086
492.95364	14865
493.21188	14804
493.47012	15033
493.72833	15088
493.98657	14852
494.24481	14901
494.50305	15108
494.76126	15071
495.0195	14595
495.27771	15150
495.53592	14920
495.79413	14819
496.05234	14824
496.31055	14945
496.56876	14954
496.82697	14939
497.08517	15052
497.34335	15308
497.60156	14915
497.85974	15279
498.11795	14911
498.37613	14897
498.63431	15330
498.89249	15074
499.15067	15133
499.40884	15202
499.66702	14985
499.92517	15213
500.18335	15208
500.44153	15143
500.69968	14897
500.95782	15196
501.216	15004
501.47415	15191
501.7323	15046
501.99045	15288
502.24857	15207
502.50671	15138
502.76486	15069
503.02298	15083
503.28113	15000
503.53925	15185
503.79739	15052
504.05551	15163
504.31363	15019
504.57175	15105
