Date and Time:                Wed May 15 14:18:40.304 2024
477.93494	51713
478.19339	52388
478.45187	52818
478.71033	52770
478.96878	52852
479.22723	52559
479.48569	52902
479.74414	52741
480.00259	52546
480.26102	52950
480.51947	52937
480.77789	53312
481.03635	53415
481.29477	53124
481.55319	53222
481.81161	53482
482.07004	53480
482.32846	52931
482.58688	53506
482.84528	53488
483.1037	53494
483.36209	53014
483.62051	52991
483.87891	53004
484.1373	52606
484.39569	53435
484.65408	52808
484.91248	52946
485.17087	52729
485.42923	52997
485.68762	52801
485.94598	52915
486.20438	52322
486.46274	52469
486.7211	52696
486.97946	52077
487.23782	52447
487.49619	52083
487.75455	51655
488.01291	51779
488.27124	51334
488.5296	51771
488.78793	51380
489.04626	51342
489.3046	51153
489.56293	50875
489.82126	50221
490.07959	50209
490.33792	50254
490.59622	50371
490.85455	49142
491.11285	49287
491.37119	49007
491.62949	49218
491.88779	48974
492.14609	48236
492.40439	47879
492.66269	47617
492.92096	48119
493.17926	48232
493.43756	47561
493.69583	47846
493.9541	47706
494.21237	47659
494.47064	47658
494.72891	47471
494.98718	46919
495.24545	47207
495.50372	47382
495.76196	46821
496.0202	46835
496.27847	47161
496.53671	47010
496.79495	47170
497.05319	47165
497.31143	46642
497.56967	46670
497.82788	47137
498.08612	46716
498.34433	46736
498.60257	46760
498.86078	46899
499.11899	46594
499.3772	46776
499.63541	46663
499.89362	46688
500.15179	46865
500.41	46670
500.66818	46146
500.92639	46343
501.18457	45979
501.44275	46744
501.70093	46480
501.95911	46542
502.21729	45999
502.47546	46476
502.73361	46182
502.99179	46126
503.24994	45876
503.50809	45939
503.76624	45670
504.02438	46255
504.28253	46056
504.54068	45914
504.79883	45843
505.05695	45422
505.31509	45141
505.57321	45678
505.83133	45703
506.08945	45517
506.34756	45749
506.60568	45664
506.8638	45327
507.12192	45205
507.38	45325
507.63812	45702
507.89621	45302
508.1543	45706
508.41238	45331
508.67047	45468
508.92856	45419
509.18665	45203
509.4447	44944
509.70279	45146
509.96085	45101
510.2189	45415
510.47699	45355
510.73505	45209
510.9931	45353
511.25113	45009
511.50919	45362
511.76724	45646
512.02527	45227
512.28333	44984
512.54132	44686
512.79938	45036
513.05737	44816
513.31543	44997
513.57343	45469
513.83142	45314
514.08948	45013
514.34747	44858
514.60547	44440
514.86346	44865
515.12146	44871
515.37946	44431
515.63745	44901
515.89545	44662
516.15338	44745
516.41138	44617
516.66937	44295
516.92731	44664
517.1853	44622
517.44324	44670
517.70123	44683
517.95917	44310
518.2171	44245
518.4751	43744
518.73303	44207
518.99097	44109
519.2489	43618
519.50684	43897
519.76477	44140
520.02271	43344
520.28058	43446
520.53851	43530
520.79645	43506
521.05432	43139
521.31226	43526
521.57013	43514
521.82806	43121
522.08594	42906
522.34381	42799
522.60175	43053
522.85962	42837
523.11749	43089
523.37537	42823
523.63324	42781
523.89111	42590
524.14899	43061
524.40686	43238
524.66467	42062
524.92255	42811
525.18036	42367
525.43823	42475
525.69604	42486
525.95392	41833
526.21173	42037
526.4696	42426
526.72742	41602
526.98523	41987
527.24304	41737
527.50085	41667
527.75867	41681
528.01648	41612
528.27429	41346
528.53204	41629
528.78986	41013
529.04767	41104
529.30542	41305
529.56323	41108
529.82098	41120
530.0788	41206
530.33655	40950
530.5943	41089
530.85205	40734
531.10986	40814
531.36761	40496
531.62537	40082
531.88312	40782
532.14081	40689
532.39856	40182
532.65631	40320
532.91406	39981
533.17175	40110
533.4295	39869
533.68719	39824
533.94495	40028
534.20264	39543
534.46033	39825
534.71802	39877
534.97571	39669
535.2334	39206
535.49109	39641
535.74878	39085
536.00647	38615
536.26416	38953
536.52185	39091
536.77948	38737
537.03717	38393
537.29486	38474
537.55249	38641
537.81012	38407
538.06781	38259
538.32544	38253
538.58307	38178
538.8407	37965
539.09833	37695
539.35596	37614
539.61359	37394
539.87122	37386
540.12885	37746
540.38647	37079
540.64404	36802
540.90167	36934
541.15924	36627
541.41687	36527
541.67444	36832
541.93201	36652
542.18964	36394
542.4472	36030
542.70477	36024
542.96234	35949
543.21991	36065
543.47748	35777
543.73499	35485
543.99255	35623
544.25012	35459
544.50763	35173
544.7652	35365
545.02271	35497
545.28027	34882
545.53778	34828
545.79529	34793
546.05286	35072
546.31036	34882
546.56787	34435
546.82538	34752
547.08289	34308
547.34033	34264
547.59784	34192
547.85535	34036
548.11279	34171
548.3703	33814
548.62775	34039
548.88525	33666
549.1427	33479
549.40015	33242
549.65765	33365
549.9151	33197
550.17255	33264
550.42999	33313
550.68744	32917
550.94482	33017
551.20227	32449
551.45972	32416
551.7171	32790
551.97455	32271
552.23193	31974
552.48938	32221
552.74677	31962
553.00415	32221
553.2616	32058
553.51898	31828
553.77637	31600
554.03375	31276
554.29114	31368
554.54846	31527
554.80585	31421
555.06323	31512
555.32056	30816
555.57794	30439
555.83527	30694
556.09265	30937
556.34998	30453
556.6073	30771
556.86462	30563
557.12195	30324
557.37927	30261
557.6366	30076
557.89392	29972
558.15125	30048
558.40857	30045
558.66583	30186
558.92316	29627
559.18042	29836
559.43774	29614
559.69501	29400
559.95227	29722
560.20953	29724
560.4668	29631
560.72406	29202
560.98132	29045
561.23859	28722
561.49585	28948
561.75311	28996
562.01031	28482
562.26758	28730
562.52478	28579
562.78204	28649
563.03925	28659
563.29651	28049
563.55371	28339
563.81091	28289
564.06812	28154
564.32532	27801
564.58252	27699
564.83966	27865
565.09686	27785
565.35406	27653
565.61121	27620
565.86841	27556
566.12555	27555
566.38275	27149
566.63989	27050
566.89703	27285
567.15417	27107
567.41132	26870
567.66846	26987
567.9256	26673
568.18274	26771
568.43988	26631
568.69696	26938
568.9541	26354
569.21118	26294
569.46832	26581
569.7254	26554
569.98248	26363
570.23956	26680
570.4967	26091
570.75378	25802
571.01086	25840
571.26788	25664
571.52496	25784
571.78204	25742
572.03906	25312
572.29614	25625
572.55316	25479
572.81024	25715
573.06726	25160
573.32428	25451
573.58136	25097
573.83838	24956
574.0954	25158
574.35236	25085
574.60938	24764
574.86639	25159
575.12341	24929
575.38037	24733
575.63739	24943
575.89435	24885
576.15137	24818
576.40833	24993
576.66528	24785
576.92224	24680
577.1792	24822
577.43616	24858
577.69312	24448
577.95007	24618
578.20697	24584
578.46393	24230
578.72089	24344
578.97778	24629
579.23468	24371
579.49164	24147
579.74854	24246
580.00543	24490
580.26233	24109
580.51923	24151
580.77612	23787
581.03302	23694
581.28986	23969
581.54675	23837
581.80359	23624
582.06049	23647
582.31732	23884
582.57422	23774
582.83105	23452
583.08789	23443
583.34473	23588
583.60156	23497
583.8584	23422
584.11523	23367
584.37201	23502
584.62885	23223
584.88568	23056
585.14246	22987
585.39923	23092
585.65607	22848
585.91284	23152
586.16962	23194
586.42639	22975
586.68317	22785
586.93994	22776
587.19672	22666
587.45343	22563
587.71021	22611
587.96698	22641
588.22369	22827
588.48041	22831
588.73718	22778
588.9939	22730
589.25061	22504
589.50732	22427
589.76404	22755
590.02075	22404
590.27747	22819
590.53412	22454
590.79083	22613
591.04755	22479
591.3042	22657
591.56085	22591
591.81757	22288
592.07422	22517
592.33087	22624
592.58752	22698
592.84418	22940
593.10083	22884
593.35742	22577
593.61407	22987
593.87073	22637
594.12732	23179
594.38391	22870
594.64056	22783
594.89716	23091
595.15375	23119
595.41034	23103
595.66693	23123
595.92352	23027
596.18011	22810
596.43671	23081
596.69324	23102
596.94983	23069
597.20636	22884
597.46289	22823
597.71948	22691
597.97601	23062
598.23254	22940
598.48907	23082
598.74561	22660
599.00214	22897
599.25861	22764
599.51514	22502
599.77167	22542
600.02814	22420
600.28461	22686
600.54114	22289
600.79761	22473
601.05408	22717
601.31055	22497
601.56702	22137
601.82349	22061
602.07996	21652
602.33636	21963
602.59283	21772
602.84924	21679
603.10571	21611
603.36212	21980
603.61853	21634
603.87494	21615
604.13135	21642
604.38776	21169
604.64417	21140
604.90057	21071
605.15698	21133
605.41333	20895
605.66974	20966
605.92609	20679
606.1825	20208
606.43884	20252
606.69519	20484
606.95154	19789
607.20789	19984
607.46423	19874
607.72058	19722
607.97687	19494
608.23322	19422
608.4895	19259
608.74585	19048
609.00214	18860
609.25842	18743
609.51471	18952
609.771	18423
610.02728	18571
610.28357	18457
610.53986	18483
610.79614	18337
611.05237	18219
611.30865	18224
611.56488	18223
611.82111	18282
612.07739	17875
612.33362	17967
612.58984	17863
612.84607	17733
613.10223	17572
613.35846	17627
613.61469	17809
613.87085	17493
614.12708	17589
614.38324	17359
614.63947	17701
614.89563	17198
615.15179	17399
615.40796	17396
615.66412	16786
615.92023	17075
616.17639	16944
616.43256	16982
616.68866	17008
616.94482	16681
617.20093	16716
617.45703	16980
617.71313	16662
617.9693	16820
618.22534	16780
618.48145	16442
618.73755	16478
618.99365	16359
619.24969	16552
619.5058	16450
619.76184	16393
620.01788	16305
620.27399	16225
620.53003	16347
620.78607	16081
621.04211	16038
621.2981	15986
621.55414	16179
621.81018	15851
622.06616	16144
622.3222	15572
622.57819	15825
622.83417	15922
623.09015	15545
623.34613	15570
623.60211	15233
623.85809	15727
624.11407	15529
624.37006	15317
624.62598	15466
624.88196	15330
625.13788	15382
625.3938	15509
625.64972	15448
625.9057	15324
626.16162	15664
626.41748	15579
626.6734	15795
626.92932	15792
627.18518	15936
627.4411	16012
627.69696	16197
627.95288	16024
628.20874	16037
628.4646	16180
628.72046	16389
628.97632	16562
629.23218	16319
629.48798	16725
629.74384	16459
629.99963	16555
630.25549	16528
630.51129	16473
630.76709	16690
631.02289	16300
631.27869	16412
631.53448	16430
631.79028	16327
632.04608	16154
632.30182	16124
632.55762	16199
632.81335	16436
633.06915	16190
633.32489	16218
633.58063	16368
633.83636	15991
634.0921	16085
634.34784	16196
634.60352	16070
634.85925	16049
635.11493	16055
635.37067	15818
635.62634	15697
635.88202	16094
636.1377	15603
636.39337	15542
636.64905	15808
636.90472	15435
637.1604	15756
637.41602	15317
637.67169	15632
637.92731	15290
638.18298	15229
638.4386	15100
638.69421	15153
638.94983	15047
639.20544	14979
639.46106	15023
639.71661	14701
639.97223	14808
640.22778	14786
640.4834	14747
640.73895	14250
640.99451	14236
641.25006	14263
641.50562	14038
641.76117	13793
642.01672	13698
642.27222	13481
642.52777	13254
642.78326	13356
643.03882	12962
643.29431	12995
643.5498	12991
643.8053	12842
644.06079	12568
644.31628	12495
644.57178	12556
644.82721	12321
645.0827	12161
645.33813	12430
645.59357	12275
645.84906	12185
646.10449	12286
646.35992	12075
646.61536	12080
646.87073	12216
647.12616	12272
647.38159	12018
647.63696	11891
647.8924	12054
648.14777	12024
648.40314	11842
648.65851	11783
648.91388	12063
649.16925	11649
649.42462	11656
649.67993	11654
649.9353	11654
650.19061	11568
650.44592	11584
650.70129	11634
650.9566	11329
651.21191	11312
651.46722	11431
651.72247	11432
651.97778	11072
652.23309	11205
652.48834	11244
652.74365	11189
652.9989	11355
653.25415	11235
653.5094	10937
653.76465	11262
654.0199	11097
654.27509	10983
654.53033	10799
654.78558	10875
655.04077	10690
655.29596	10708
655.55115	10848
655.80634	10601
656.06152	10510
656.31671	10519
656.5719	10421
656.82709	10449
657.08221	10513
657.3374	10292
657.59253	10352
657.84766	10340
658.10278	10258
658.35791	10264
658.61304	10238
658.86816	10099
659.12329	10194
659.37836	10145
659.63348	9875
659.88855	9978
660.14362	9821
660.39868	10412
660.65375	9969
660.90881	10020
661.16388	10117
661.41895	9766
661.67395	9932
661.92902	9888
662.18402	9829
662.43903	9737
662.69403	9628
662.94904	9647
663.20404	9701
663.45905	9509
663.71405	9732
663.96899	9522
664.224	9441
664.47894	9620
664.73395	9370
664.98889	9442
665.24384	9136
665.49878	9320
665.75366	9319
666.00861	9318
666.26355	9219
666.51843	9495
666.77338	9350
667.02826	9232
667.28314	9176
667.53802	9068
667.79291	9153
668.04779	9044
668.30261	9136
668.5575	8978
668.81232	9079
669.0672	8945
669.32202	9019
669.57684	8811
669.83167	8952
670.08649	8814
670.34131	8711
670.59613	8867
670.85089	8800
671.10571	8690
671.36047	8744
671.61523	8845
671.87	8651
672.12476	8591
672.37952	8696
672.63428	8485
672.88904	8614
673.14374	8413
673.3985	8282
673.6532	8344
673.9079	8582
674.1626	8443
674.4173	8393
674.672	8446
674.9267	8401
675.1814	8324
675.43604	8259
675.69073	8384
675.94537	8282
676.20001	8334
676.45465	8275
676.70929	8093
676.96393	8147
677.21857	8038
677.47314	8114
677.72778	8138
677.98236	7993
678.23694	8126
678.49158	7926
678.74615	8004
679.00067	8224
679.25525	8022
679.50983	7977
679.7644	7879
680.01892	7913
680.27344	8025
680.52802	7752
680.78253	7988
681.03705	7775
681.29156	7861
681.54602	7661
681.80054	7848
682.05499	7792
682.30951	7675
682.56396	7842
682.81842	7814
683.07288	7725
683.32733	7936
683.58179	7539
683.83624	7653
684.0907	7614
684.34509	7591
684.59949	7615
684.85394	7537
685.10834	7676
685.36273	7602
685.61713	7370
685.87146	7482
686.12585	7491
686.38025	7670
686.63458	7423
686.88892	7382
687.14325	7414
687.39764	7294
687.65192	7262
687.90625	7278
688.16058	7295
688.41492	7349
688.66919	7281
688.92346	7253
689.1778	7159
689.43207	7341
689.68634	7319
689.94061	7183
690.19482	7378
690.4491	7325
690.70331	7187
690.95758	7007
691.21179	7121
691.466	7138
691.72021	7077
691.97443	7165
692.22864	6993
692.48285	6999
692.737	6889
692.99121	6952
693.24536	7009
693.49951	7038
693.75366	6939
694.00781	6942
694.26196	6974
694.51611	6853
694.7702	6815
695.02435	6907
695.27844	7013
695.53253	6811
695.78668	6872
696.04077	6696
696.2948	6699
696.54889	6727
696.80298	6633
697.05701	6839
697.3111	6670
697.56512	6709
697.81915	6647
698.07318	6732
698.32721	6666
698.58124	6542
698.83521	6551
699.08923	6594
699.3432	6566
699.59723	6455
699.8512	6580
700.10516	6401
700.35913	6342
700.61304	6549
700.867	6297
701.12097	6608
701.37488	6420
701.62878	6522
701.88275	6369
702.13666	6611
702.3905	6359
702.64441	6375
702.89832	6410
703.15222	6224
703.40607	6527
703.65991	6211
703.91376	6373
704.1676	6265
704.42145	6394
704.67529	6280
704.92914	6267
705.18292	6398
705.43677	6289
705.69055	6247
705.94434	6313
706.19812	6364
706.4519	6329
706.70569	6134
706.95947	6274
707.2132	6249
707.46698	5992
707.7207	6275
707.97443	6267
708.22815	6112
708.48187	6047
708.7356	6294
708.98932	6168
709.24298	5971
709.4967	6053
709.75037	5963
710.00403	6108
710.25769	6026
710.51135	5951
710.76501	6010
711.01868	5995
711.27228	6020
711.52594	5937
711.77954	5849
712.03314	5947
712.28674	5967
712.54034	5841
712.79395	5904
713.04755	5857
713.30109	5833
713.55469	5752
713.80823	5989
714.06177	6010
714.31531	5843
714.56885	5927
714.82239	5650
715.07587	5668
715.32941	5562
715.58289	5719
715.83643	5869
716.0899	5781
716.34338	5778
716.59686	5664
716.85028	5796
717.10376	5687
717.35718	5732
717.61066	5753
717.86407	5604
718.11749	5675
718.37091	5673
718.62433	5656
718.87775	5664
719.1311	5479
719.38452	5562
719.63788	5450
719.89124	5416
720.14459	5561
720.39795	5499
720.65131	5618
720.90466	5606
721.15796	5352
721.41132	5530
721.66461	5652
721.91791	5381
722.1712	5469
722.4245	5472
722.6778	5325
722.93103	5317
723.18433	5374
723.43756	5528
723.6908	5228
723.94409	5434
724.19733	5383
724.4505	5355
724.70374	5394
724.95697	5348
725.21014	5506
725.46338	5425
725.71655	5382
725.96973	5272
726.2229	5306
726.47607	5224
726.72919	5440
726.98236	5401
727.23547	5250
727.48859	5320
727.74176	5239
727.99487	5357
728.24792	5335
728.50104	5260
728.75415	5256
729.0072	5214
729.26031	5129
729.51337	5424
729.76642	5227
730.01947	5107
730.27252	5127
730.52551	5075
730.77856	4985
731.03156	5096
731.28461	5120
731.5376	5127
731.79059	4993
732.04358	4982
732.29651	5096
732.5495	4966
732.80243	4859
733.05542	5132
733.30835	4863
733.56128	4985
733.81421	5047
734.06714	4964
734.32001	4875
734.57294	4820
734.82581	4902
735.07874	4920
735.3316	4785
735.58447	4776
735.83734	4829
736.09015	4916
736.34302	4865
736.59583	4744
736.84869	4839
737.1015	4742
737.35431	4791
737.60712	4795
737.85992	4837
738.11267	4793
738.36548	4680
738.61823	4757
738.87103	4669
739.12378	4740
739.37653	4780
739.62921	4661
739.88196	4729
740.1347	4675
740.38739	4865
740.64008	4490
740.89282	4639
741.14551	4604
741.39813	4560
741.65082	4542
741.9035	4545
742.15613	4552
742.40881	4537
742.66144	4669
742.91406	4632
743.16669	4521
743.41925	4420
743.67188	4445
743.9245	4611
744.17706	4518
744.42963	4431
744.68219	4496
744.93475	4530
745.18732	4521
745.43988	4384
745.69238	4479
745.94495	4432
746.19745	4456
746.44995	4443
746.70245	4364
746.95496	4505
747.20746	4394
747.4599	4367
747.7124	4381
747.96484	4289
748.21729	4321
748.46973	4454
748.72217	4363
748.97461	4304
749.22699	4297
749.47943	4257
749.73181	4327
749.98419	4242
750.23657	4276
750.48895	4318
750.74133	4282
750.99365	4378
751.24603	4264
751.49835	4354
751.75067	4269
752.00299	4353
752.25531	4286
752.50763	4200
752.75995	4255
753.01221	4177
753.26453	4322
753.51678	4225
753.76904	4243
754.0213	4152
754.2735	4167
754.52576	4233
754.77802	4186
755.03021	4172
755.28241	4227
755.53461	4160
755.7868	4169
756.039	4037
756.2912	4159
756.54333	4272
756.79547	4279
757.04767	4186
757.2998	4217
757.55194	4103
757.80408	4122
758.05615	4233
758.30829	4143
758.56036	4072
758.81244	4304
759.06451	4098
759.31659	3994
759.56866	4171
759.82074	4137
760.07275	4035
760.32483	4191
760.57684	4180
760.82886	4119
761.08087	4132
761.33289	4022
761.58484	4050
761.83685	4084
762.08881	4011
762.34076	4029
762.59271	4129
762.84467	4127
763.09662	4040
763.34857	4088
763.60046	3998
763.85242	4012
764.10431	4016
764.3562	4055
764.60809	4094
764.85999	4016
765.11182	3988
765.36371	4082
765.61554	3911
765.86737	4001
766.1192	3975
766.37103	3981
766.62286	3995
766.87463	3896
767.12646	4018
767.37823	3993
767.63	4007
767.88177	3944
768.13354	3990
768.38531	3961
768.63708	4024
768.88879	3889
769.1405	3919
769.39221	3989
769.64392	3909
769.89563	4029
770.14734	4079
770.39905	3870
770.6507	3945
770.90234	3981
771.15399	3969
771.40564	3871
771.65729	3813
771.90894	3912
772.16052	3911
772.41217	3899
772.66376	3864
772.91534	3913
773.16693	3889
773.41852	3917
773.67004	3778
773.92163	3827
774.17316	3882
774.42468	3908
774.67627	3850
774.92773	3905
775.17926	3893
775.43079	3857
775.68225	3948
775.93378	3792
776.18524	3786
776.43671	3804
776.68817	3839
776.93958	3728
777.19104	3789
777.44244	3851
777.69391	3934
777.94531	3793
778.19672	3750
778.44806	3718
778.69946	3854
778.95087	3892
779.20221	3750
779.45355	3776
779.7049	3733
779.95624	3768
780.20758	3765
780.45892	3669
780.71021	3626
780.96149	3742
781.21277	3783
781.46405	3626
781.71533	3742
781.96661	3744
782.2179	3741
782.46912	3841
782.72034	3738
782.97156	3643
783.22278	3663
783.474	3634
783.72522	3753
783.97638	3683
784.2276	3659
784.47876	3613
784.72992	3622
784.98108	3754
785.23218	3707
785.48334	3789
785.7345	3787
785.9856	3765
786.23669	3669
786.48779	3650
786.73889	3477
786.98993	3765
787.24103	3787
787.49207	3764
787.74316	3771
787.9942	3764
788.24518	3909
788.49622	3758
788.74725	3728
788.99823	3809
789.24927	3814
789.50024	4031
789.75122	4021
790.0022	4044
790.25311	4069
790.50409	3980
790.755	3982
791.00592	4069
791.25684	4116
791.50775	4158
791.75867	4315
792.00958	4289
792.26044	4427
792.51129	4551
792.76221	4489
793.01306	4674
793.26385	4749
793.51471	4669
793.76556	4806
794.01636	4854
794.26715	4971
794.51794	5103
794.76874	5201
795.01953	5204
795.27032	5249
795.52106	5511
795.77179	5698
796.02252	5576
796.27325	5690
796.52399	5685
796.77472	5637
797.02539	5867
797.27612	5749
797.52679	6012
797.77747	5917
798.02814	6041
798.27875	5925
798.52942	6165
798.78003	6241
799.0307	6199
799.28131	6296
799.53192	6190
799.78253	6183
800.03308	6015
800.28369	6138
800.53424	6147
800.78479	6205
801.03534	6221
801.28589	6032
801.53644	6192
801.78693	6116
802.03741	6084
802.28796	6183
802.53845	6144
802.78894	6140
803.03937	6025
803.28986	6149
803.54028	6025
803.79077	6195
804.0412	6157
804.29163	6124
804.54199	5988
804.79242	5953
805.04279	6107
805.29321	6003
805.54358	5929
805.79395	5844
806.04431	5932
806.29462	5916
806.54498	5878
806.79529	5770
807.04559	5803
807.2959	5740
807.5462	5734
807.79651	5758
808.04681	5641
808.29706	5657
808.5473	5660
808.79755	5587
809.04779	5431
809.29803	5475
809.54828	5386
809.79846	5329
810.04865	5327
810.29883	5371
810.54901	5148
810.79919	5125
811.04938	5088
811.2995	5019
811.54962	4980
811.7998	5028
812.04993	4960
812.29999	4903
812.55011	4830
812.80023	4741
813.05029	4684
813.30035	4761
813.55042	4823
813.80048	4743
814.05054	4616
814.30054	4597
814.55054	4626
814.8006	4513
815.0506	4522
815.3006	4490
815.55054	4468
815.80054	4337
816.05048	4452
816.30042	4508
816.55042	4358
816.80029	4216
817.05023	4357
817.30017	4364
817.55005	4266
817.79993	4292
818.0498	4219
818.29968	4161
818.54956	4232
818.79944	4300
819.04926	4154
819.29907	4046
819.54895	4097
819.79877	3990
820.04852	4071
820.29834	4026
820.5481	3949
820.79791	3953
821.04767	3990
821.29742	3992
821.54712	3985
821.79688	3951
822.04663	3966
822.29633	3926
822.54602	3945
822.79572	3998
823.04541	4068
823.29504	3883
823.54474	3852
823.79437	3883
824.04401	3793
824.29364	3883
824.54327	3885
824.79291	3884
825.04248	3802
825.29211	3751
825.54169	3793
825.79126	3839
826.04077	3803
