Date and Time:                Tue Apr 16 15:49:49.746 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	12855
448.24188	13026
448.50052	12939
448.75912	13100
449.01776	13380
449.2764	13336
449.535	13438
449.79364	13546
450.05225	13525
450.31085	13395
450.56949	13476
450.82809	12980
451.0867	12885
451.34531	12462
451.60391	12546
451.86252	12133
452.12112	11661
452.37973	11333
452.63834	11259
452.89691	10717
453.15552	10849
453.41412	10492
453.6727	10152
453.9313	10099
454.18988	9864
454.44846	9484
454.70706	9405
454.96564	9162
455.22421	8942
455.48279	8969
455.74136	8686
455.99994	8301
456.25851	8210
456.51709	8139
456.77567	8002
457.03424	7804
457.29279	7689
457.55136	7701
457.80991	7420
458.06848	7451
458.32703	7489
458.5856	7259
458.84415	6964
459.10269	7041
459.36124	6949
459.61978	6776
459.87833	6697
460.13687	6723
460.39542	6739
460.65396	6402
460.91251	6598
461.17102	6523
461.42957	6291
461.68811	6343
461.94662	6297
462.20514	6182
462.46368	6179
462.7222	6262
462.98071	6060
463.23923	6081
463.49777	6058
463.75629	5834
464.01477	6035
464.27328	5995
464.5318	5870
464.79031	5866
465.0488	5917
465.30731	5946
465.56583	5972
465.82431	5807
466.08279	5651
466.34131	5788
466.59979	5791
466.85828	5851
467.11676	5768
467.37524	5676
467.63373	5840
467.89221	5972
468.1507	5886
468.40918	5718
468.66763	5820
468.92612	5924
469.18457	5828
469.44305	5964
469.70151	6021
469.95999	5863
470.21844	5872
470.4769	5895
470.73535	6044
470.9938	6061
471.25226	6155
471.51071	6143
471.76917	6036
472.02759	6145
472.28604	6045
472.54449	6034
472.80292	6074
473.06137	6166
473.31979	6051
473.57822	6129
473.83664	6276
474.09506	6232
474.35352	6206
474.61191	6101
474.87033	6153
475.12875	6165
475.38718	6223
475.6456	6275
475.90399	6271
476.16241	6409
476.42081	6190
476.6792	6071
476.93762	6437
477.19601	6246
477.45441	6545
477.7128	6391
477.97119	6295
478.22958	6485
478.48798	6345
478.74637	6297
479.00473	6370
479.26312	6505
479.52148	6487
479.77988	6514
480.03824	6416
480.2966	6281
480.55496	6535
480.81335	6537
481.07172	6363
481.33005	6538
481.58841	6518
481.84677	6618
482.10513	6538
482.36346	6637
482.62183	6522
482.88016	6322
483.13852	6429
483.39685	6449
483.65518	6485
483.91351	6545
484.17184	6478
484.43018	6366
484.68851	6445
484.94684	6515
485.20517	6300
485.46347	6334
485.7218	6423
485.9801	6486
486.23843	6434
486.49673	6635
486.75504	6539
487.01334	6513
487.27164	6575
487.52994	6565
487.78824	6403
488.04654	6435
488.30484	6683
488.56311	6662
488.82141	6516
489.07968	6543
489.33798	6572
489.59625	6667
489.85452	6817
490.11279	6747
490.37106	6850
490.62933	6871
490.8876	6901
491.14587	6938
491.40411	7166
491.66238	7170
491.92065	7317
492.17889	7297
492.43713	7685
492.69537	7759
492.95364	7916
493.21188	8190
493.47012	8494
493.72833	8383
493.98657	8720
494.24481	9034
494.50305	9615
494.76126	9951
495.0195	10182
495.27771	10751
495.53592	11121
495.79413	11753
496.05234	12166
496.31055	12554
496.56876	13207
496.82697	13689
497.08517	14322
497.34335	14987
497.60156	15748
497.85974	16106
498.11795	17266
498.37613	17551
498.63431	17712
498.89249	18774
499.15067	19636
499.40884	20084
499.66702	20748
499.92517	21365
500.18335	21943
500.44153	22589
500.69968	23863
500.95782	24104
501.216	25020
501.47415	25574
501.7323	26681
501.99045	27197
502.24857	27731
502.50671	28597
502.76486	29088
503.02298	29876
503.28113	30333
503.53925	31448
503.79739	31801
504.05551	31944
504.31363	32905
504.57175	33220
