Date and Time:                Tue Apr 16 15:51:18.531 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	12452
448.24188	12659
448.50052	12943
448.75912	12993
449.01776	12998
449.2764	13120
449.535	13394
449.79364	13257
450.05225	13280
450.31085	13248
450.56949	13142
450.82809	12810
451.0867	12519
451.34531	12349
451.60391	12068
451.86252	11893
452.12112	11457
452.37973	11246
452.63834	11032
452.89691	10724
453.15552	10384
453.41412	10228
453.6727	10139
453.9313	9748
454.18988	9566
454.44846	9415
454.70706	9132
454.96564	8917
455.22421	8717
455.48279	8329
455.74136	8321
455.99994	8028
456.25851	8121
456.51709	7668
456.77567	7690
457.03424	7725
457.29279	7400
457.55136	7366
457.80991	7254
458.06848	7175
458.32703	6854
458.5856	6928
458.84415	6830
459.10269	6763
459.36124	6811
459.61978	6554
459.87833	6615
460.13687	6430
460.39542	6324
460.65396	6397
460.91251	6348
461.17102	6107
461.42957	6018
461.68811	6095
461.94662	5992
462.20514	6147
462.46368	5959
462.7222	5950
462.98071	5759
463.23923	5881
463.49777	5766
463.75629	5813
464.01477	5831
464.27328	5692
464.5318	5772
464.79031	5815
465.0488	5577
465.30731	5567
465.56583	5623
465.82431	5619
466.08279	5486
466.34131	5506
466.59979	5564
466.85828	5507
467.11676	5600
467.37524	5558
467.63373	5624
467.89221	5480
468.1507	5483
468.40918	5550
468.66763	5588
468.92612	5574
469.18457	5581
469.44305	5594
469.70151	5651
469.95999	5572
470.21844	5640
470.4769	5633
470.73535	5835
470.9938	5620
471.25226	5751
471.51071	5750
471.76917	5715
472.02759	5820
472.28604	5840
472.54449	5711
472.80292	5844
473.06137	5879
473.31979	5723
473.57822	5770
473.83664	5870
474.09506	5787
474.35352	5894
474.61191	6011
474.87033	6018
475.12875	5991
475.38718	5941
475.6456	5947
475.90399	5840
476.16241	5790
476.42081	5888
476.6792	5995
476.93762	5846
477.19601	5916
477.45441	6086
477.7128	5951
477.97119	5988
478.22958	6082
478.48798	6032
478.74637	6011
479.00473	6057
479.26312	5942
479.52148	5959
479.77988	6019
480.03824	6060
480.2966	6119
480.55496	6186
480.81335	6040
481.07172	6106
481.33005	6066
481.58841	6171
481.84677	5916
482.10513	6027
482.36346	6179
482.62183	6255
482.88016	5963
483.13852	6087
483.39685	6039
483.65518	6082
483.91351	6020
484.17184	6028
484.43018	5984
484.68851	6032
484.94684	6002
485.20517	5985
485.46347	6083
485.7218	6027
485.9801	6068
486.23843	6229
486.49673	5977
486.75504	6004
487.01334	6098
487.27164	6090
487.52994	6079
487.78824	6023
488.04654	6158
488.30484	6127
488.56311	6171
488.82141	6310
489.07968	6254
489.33798	6102
489.59625	6142
489.85452	6311
490.11279	6377
490.37106	6475
490.62933	6555
490.8876	6604
491.14587	6498
491.40411	6597
491.66238	6754
491.92065	6942
492.17889	6998
492.43713	7220
492.69537	7265
492.95364	7559
493.21188	7522
493.47012	7756
493.72833	8221
493.98657	8426
494.24481	8776
494.50305	9074
494.76126	9557
495.0195	9883
495.27771	10242
495.53592	10830
495.79413	11176
496.05234	11843
496.31055	12297
496.56876	12834
496.82697	13416
497.08517	14107
497.34335	14592
497.60156	15209
497.85974	15806
498.11795	16455
498.37613	17179
498.63431	17584
498.89249	18442
499.15067	19095
499.40884	19739
499.66702	20366
499.92517	21021
500.18335	21795
500.44153	22652
500.69968	23054
500.95782	23942
501.216	24322
501.47415	25317
501.7323	25637
501.99045	26840
502.24857	27473
502.50671	28309
502.76486	28923
503.02298	29626
503.28113	29903
503.53925	30766
503.79739	31277
504.05551	32184
504.31363	32249
504.57175	32608
