Date and Time:                Tue Apr 16 15:48:47.488 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	12983
448.24188	13069
448.50052	13047
448.75912	13229
449.01776	13390
449.2764	13560
449.535	13707
449.79364	13757
450.05225	13659
450.31085	13795
450.56949	13266
450.82809	13622
451.0867	13408
451.34531	13128
451.60391	12910
451.86252	12408
452.12112	11912
452.37973	11932
452.63834	11745
452.89691	11211
453.15552	10864
453.41412	10901
453.6727	10452
453.9313	10405
454.18988	10149
454.44846	9766
454.70706	9680
454.96564	9403
455.22421	9219
455.48279	9032
455.74136	8838
455.99994	8741
456.25851	8744
456.51709	8439
456.77567	8172
457.03424	8149
457.29279	8049
457.55136	7954
457.80991	7825
458.06848	7612
458.32703	7472
458.5856	7388
458.84415	7438
459.10269	7166
459.36124	7219
459.61978	7124
459.87833	7213
460.13687	7207
460.39542	6862
460.65396	6894
460.91251	6756
461.17102	6734
461.42957	6674
461.68811	6654
461.94662	6645
462.20514	6667
462.46368	6657
462.7222	6523
462.98071	6442
463.23923	6436
463.49777	6394
463.75629	6062
464.01477	6287
464.27328	6213
464.5318	6496
464.79031	6171
465.0488	6298
465.30731	6227
465.56583	6326
465.82431	6156
466.08279	6240
466.34131	6368
466.59979	6238
466.85828	6232
467.11676	6235
467.37524	6219
467.63373	6297
467.89221	6292
468.1507	6310
468.40918	6258
468.66763	6215
468.92612	6393
469.18457	6484
469.44305	6453
469.70151	6535
469.95999	6357
470.21844	6639
470.4769	6411
470.73535	6517
470.9938	6605
471.25226	6508
471.51071	6464
471.76917	6569
472.02759	6653
472.28604	6489
472.54449	6597
472.80292	6674
473.06137	6886
473.31979	6705
473.57822	6728
473.83664	6670
474.09506	6816
474.35352	6874
474.61191	6913
474.87033	6679
475.12875	6772
475.38718	6767
475.6456	6794
475.90399	6842
476.16241	6792
476.42081	6749
476.6792	6898
476.93762	6770
477.19601	6938
477.45441	6943
477.7128	6870
477.97119	6980
478.22958	6919
478.48798	6958
478.74637	6964
479.00473	7111
479.26312	7023
479.52148	7034
479.77988	7119
480.03824	7069
480.2966	7065
480.55496	7058
480.81335	7121
481.07172	7060
481.33005	7126
481.58841	7145
481.84677	7085
482.10513	7154
482.36346	7087
482.62183	7153
482.88016	6960
483.13852	7245
483.39685	7069
483.65518	7098
483.91351	7036
484.17184	7081
484.43018	7117
484.68851	7278
484.94684	7216
485.20517	7253
485.46347	7127
485.7218	7169
485.9801	7107
486.23843	6972
486.49673	7169
486.75504	7193
487.01334	7195
487.27164	7003
487.52994	7018
487.78824	7159
488.04654	7091
488.30484	7207
488.56311	7096
488.82141	7371
489.07968	7104
489.33798	7162
489.59625	7415
489.85452	7354
490.11279	7522
490.37106	7428
490.62933	7555
490.8876	7612
491.14587	7556
491.40411	7802
491.66238	7850
491.92065	7938
492.17889	8076
492.43713	8193
492.69537	8225
492.95364	8509
493.21188	8734
493.47012	8893
493.72833	9298
493.98657	9386
494.24481	9923
494.50305	10229
494.76126	10337
495.0195	10690
495.27771	11268
495.53592	11855
495.79413	12196
496.05234	12850
496.31055	13017
496.56876	13963
496.82697	14363
497.08517	15123
497.34335	15741
497.60156	16291
497.85974	16882
498.11795	17522
498.37613	18169
498.63431	18912
498.89249	19197
499.15067	20165
499.40884	20729
499.66702	21364
499.92517	21972
500.18335	22739
500.44153	23492
500.69968	24042
500.95782	24903
501.216	25627
501.47415	26367
501.7323	26838
501.99045	27576
502.24857	28391
502.50671	29454
502.76486	29887
503.02298	30631
503.28113	31316
503.53925	31768
503.79739	32046
504.05551	33146
504.31363	33553
504.57175	33970
