Date and Time:                Tue Apr 16 15:49:31.903 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	12714
448.24188	12878
448.50052	13079
448.75912	13317
449.01776	13483
449.2764	13440
449.535	13405
449.79364	13343
450.05225	13449
450.31085	13437
450.56949	13521
450.82809	13150
451.0867	12980
451.34531	12681
451.60391	12477
451.86252	11974
452.12112	11674
452.37973	11478
452.63834	11514
452.89691	10892
453.15552	10681
453.41412	10670
453.6727	10315
453.9313	10111
454.18988	9658
454.44846	9499
454.70706	9530
454.96564	9017
455.22421	9136
455.48279	8855
455.74136	8508
455.99994	8429
456.25851	8415
456.51709	8242
456.77567	8026
457.03424	7900
457.29279	7758
457.55136	7556
457.80991	7495
458.06848	7425
458.32703	7247
458.5856	7102
458.84415	7222
459.10269	7053
459.36124	6886
459.61978	6723
459.87833	6880
460.13687	6869
460.39542	6826
460.65396	6622
460.91251	6622
461.17102	6553
461.42957	6462
461.68811	6433
461.94662	6183
462.20514	6345
462.46368	6212
462.7222	6222
462.98071	6064
463.23923	6238
463.49777	6048
463.75629	6073
464.01477	5831
464.27328	6200
464.5318	5972
464.79031	5914
465.0488	6013
465.30731	5784
465.56583	5847
465.82431	5920
466.08279	5866
466.34131	5859
466.59979	5893
466.85828	5863
467.11676	5713
467.37524	5904
467.63373	5972
467.89221	5859
468.1507	5888
468.40918	5854
468.66763	5902
468.92612	5950
469.18457	6068
469.44305	5987
469.70151	6051
469.95999	6081
470.21844	6003
470.4769	6044
470.73535	6133
470.9938	6151
471.25226	6110
471.51071	6132
471.76917	6218
472.02759	6092
472.28604	6218
472.54449	6165
472.80292	6235
473.06137	6258
473.31979	6211
473.57822	6111
473.83664	6155
474.09506	6203
474.35352	6215
474.61191	6360
474.87033	6250
475.12875	6430
475.38718	6437
475.6456	6394
475.90399	6169
476.16241	6333
476.42081	6348
476.6792	6424
476.93762	6323
477.19601	6374
477.45441	6456
477.7128	6513
477.97119	6391
478.22958	6496
478.48798	6562
478.74637	6409
479.00473	6635
479.26312	6615
479.52148	6493
479.77988	6635
480.03824	6481
480.2966	6453
480.55496	6490
480.81335	6425
481.07172	6590
481.33005	6568
481.58841	6459
481.84677	6623
482.10513	6539
482.36346	6652
482.62183	6521
482.88016	6448
483.13852	6387
483.39685	6465
483.65518	6597
483.91351	6409
484.17184	6539
484.43018	6618
484.68851	6496
484.94684	6605
485.20517	6489
485.46347	6670
485.7218	6663
485.9801	6757
486.23843	6601
486.49673	6697
486.75504	6676
487.01334	6610
487.27164	6524
487.52994	6634
487.78824	6703
488.04654	6702
488.30484	6730
488.56311	6529
488.82141	6564
489.07968	6789
489.33798	6769
489.59625	6798
489.85452	6682
490.11279	6812
490.37106	6905
490.62933	7068
490.8876	7057
491.14587	7169
491.40411	7353
491.66238	7356
491.92065	7348
492.17889	7501
492.43713	7770
492.69537	7774
492.95364	7971
493.21188	8077
493.47012	8276
493.72833	8624
493.98657	9074
494.24481	9137
494.50305	9615
494.76126	9994
495.0195	10394
495.27771	10883
495.53592	11231
495.79413	11757
496.05234	12270
496.31055	12836
496.56876	13394
496.82697	13861
497.08517	14299
497.34335	15506
497.60156	15839
497.85974	16543
498.11795	16865
498.37613	17717
498.63431	18285
498.89249	18773
499.15067	19280
499.40884	20217
499.66702	20970
499.92517	21606
500.18335	22608
500.44153	22981
500.69968	23782
500.95782	24440
501.216	24925
501.47415	25406
501.7323	26414
501.99045	27010
502.24857	28044
502.50671	28736
502.76486	29182
503.02298	29796
503.28113	30937
503.53925	31287
503.79739	31746
504.05551	32074
504.31363	33034
504.57175	33540
