Date and Time:                Thu Apr 18 12:36:23.120 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	6432
448.24188	6779
448.50052	6674
448.75912	6545
449.01776	6707
449.2764	6779
449.535	6875
449.79364	6847
450.05225	6782
450.31085	6803
450.56949	6675
450.82809	6729
451.0867	6536
451.34531	6574
451.60391	6362
451.86252	6202
452.12112	6235
452.37973	6021
452.63834	5996
452.89691	5894
453.15552	5904
453.41412	5815
453.6727	5707
453.9313	5707
454.18988	5722
454.44846	5433
454.70706	5436
454.96564	5401
455.22421	5377
455.48279	5292
455.74136	5199
455.99994	5258
456.25851	5238
456.51709	4975
456.77567	5268
457.03424	5062
457.29279	5172
457.55136	5202
457.80991	5095
458.06848	5079
458.32703	4896
458.5856	5038
458.84415	5002
459.10269	5041
459.36124	5016
459.61978	4933
459.87833	5037
460.13687	5065
460.39542	5148
460.65396	5036
460.91251	5087
461.17102	5143
461.42957	5103
461.68811	5160
461.94662	5250
462.20514	5069
462.46368	5147
462.7222	5180
462.98071	5306
463.23923	5214
463.49777	5274
463.75629	5346
464.01477	5234
464.27328	5381
464.5318	5433
464.79031	5406
465.0488	5401
465.30731	5601
465.56583	5425
465.82431	5639
466.08279	5619
466.34131	5684
466.59979	5753
466.85828	5864
467.11676	5829
467.37524	5859
467.63373	6031
467.89221	5858
468.1507	6134
468.40918	5945
468.66763	6145
468.92612	6158
469.18457	6172
469.44305	6068
469.70151	6248
469.95999	6426
470.21844	6431
470.4769	6580
470.73535	6591
470.9938	6592
471.25226	6753
471.51071	6764
471.76917	6745
472.02759	6894
472.28604	6815
472.54449	7049
472.80292	6868
473.06137	7120
473.31979	7159
473.57822	7198
473.83664	7212
474.09506	7100
474.35352	7151
474.61191	7305
474.87033	7383
475.12875	7217
475.38718	7400
475.6456	7473
475.90399	7676
476.16241	7578
476.42081	7621
476.6792	7638
476.93762	7691
477.19601	7808
477.45441	7693
477.7128	7832
477.97119	7878
478.22958	7817
478.48798	7822
478.74637	8015
479.00473	7607
479.26312	7830
479.52148	7947
479.77988	7936
480.03824	8107
480.2966	7992
480.55496	8164
480.81335	7884
481.07172	8043
481.33005	7911
481.58841	8232
481.84677	8225
482.10513	8282
482.36346	8110
482.62183	8064
482.88016	8261
483.13852	8134
483.39685	8180
483.65518	8230
483.91351	8253
484.17184	8089
484.43018	8376
484.68851	8082
484.94684	8155
485.20517	8192
485.46347	8244
485.7218	8330
485.9801	8244
486.23843	8384
486.49673	8360
486.75504	8199
487.01334	8284
487.27164	8174
487.52994	8293
487.78824	8355
488.04654	8190
488.30484	8213
488.56311	8287
488.82141	8130
489.07968	8388
489.33798	8289
489.59625	8215
489.85452	8303
490.11279	8279
490.37106	8228
490.62933	8389
490.8876	8178
491.14587	8157
491.40411	8303
491.66238	8174
491.92065	8096
492.17889	8464
492.43713	8158
492.69537	8237
492.95364	8400
493.21188	8260
493.47012	8315
493.72833	8280
493.98657	8386
494.24481	8093
494.50305	8315
494.76126	8234
495.0195	8147
495.27771	8344
495.53592	8227
495.79413	8345
496.05234	8249
496.31055	8228
496.56876	8103
496.82697	8282
497.08517	8303
497.34335	8360
497.60156	8431
497.85974	8342
498.11795	8234
498.37613	8353
498.63431	8181
498.89249	8327
499.15067	8224
499.40884	8368
499.66702	8270
499.92517	8247
500.18335	8451
500.44153	8210
500.69968	8230
500.95782	8347
501.216	8350
501.47415	8251
501.7323	8381
501.99045	8313
502.24857	8064
502.50671	8126
502.76486	8114
503.02298	8141
503.28113	8296
503.53925	8333
503.79739	8222
504.05551	8395
504.31363	8083
504.57175	8165
