Date and Time:                Thu Apr 18 12:34:32.586 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	6530
448.24188	6662
448.50052	6713
448.75912	6783
449.01776	6727
449.2764	6741
449.535	6948
449.79364	7027
450.05225	6928
450.31085	6746
450.56949	6775
450.82809	6794
451.0867	6456
451.34531	6622
451.60391	6523
451.86252	6547
452.12112	6212
452.37973	6245
452.63834	6064
452.89691	5915
453.15552	5845
453.41412	5978
453.6727	5817
453.9313	5675
454.18988	5633
454.44846	5672
454.70706	5592
454.96564	5603
455.22421	5416
455.48279	5454
455.74136	5263
455.99994	5297
456.25851	5419
456.51709	5229
456.77567	5232
457.03424	5203
457.29279	5238
457.55136	5151
457.80991	5201
458.06848	5156
458.32703	5204
458.5856	5221
458.84415	5179
459.10269	5056
459.36124	5135
459.61978	4922
459.87833	5113
460.13687	5296
460.39542	5240
460.65396	5183
460.91251	5002
461.17102	5291
461.42957	5153
461.68811	5239
461.94662	5283
462.20514	5173
462.46368	5344
462.7222	5221
462.98071	5473
463.23923	5381
463.49777	5311
463.75629	5586
464.01477	5389
464.27328	5645
464.5318	5565
464.79031	5559
465.0488	5709
465.30731	5633
465.56583	5788
465.82431	5804
466.08279	5991
466.34131	5804
466.59979	5891
466.85828	5989
467.11676	6013
467.37524	6003
467.63373	5922
467.89221	6107
468.1507	6353
468.40918	6259
468.66763	6193
468.92612	6282
469.18457	6437
469.44305	6335
469.70151	6501
469.95999	6593
470.21844	6683
470.4769	6692
470.73535	6862
470.9938	6692
471.25226	6774
471.51071	7005
471.76917	6990
472.02759	6898
472.28604	7042
472.54449	7023
472.80292	7052
473.06137	7240
473.31979	7170
473.57822	7272
473.83664	7301
474.09506	7415
474.35352	7591
474.61191	7437
474.87033	7551
475.12875	7605
475.38718	7741
475.6456	7710
475.90399	7663
476.16241	7545
476.42081	7744
476.6792	7920
476.93762	7856
477.19601	8038
477.45441	7825
477.7128	7854
477.97119	7817
478.22958	7890
478.48798	8021
478.74637	8153
479.00473	8272
479.26312	8107
479.52148	8117
479.77988	8263
480.03824	8108
480.2966	8158
480.55496	8220
480.81335	8140
481.07172	8528
481.33005	8224
481.58841	8388
481.84677	8322
482.10513	8256
482.36346	8382
482.62183	8573
482.88016	8310
483.13852	8361
483.39685	8358
483.65518	8377
483.91351	8458
484.17184	8202
484.43018	8476
484.68851	8451
484.94684	8456
485.20517	8476
485.46347	8430
485.7218	8447
485.9801	8479
486.23843	8423
486.49673	8363
486.75504	8458
487.01334	8628
487.27164	8412
487.52994	8463
487.78824	8640
488.04654	8452
488.30484	8527
488.56311	8486
488.82141	8503
489.07968	8493
489.33798	8496
489.59625	8611
489.85452	8643
490.11279	8345
490.37106	8576
490.62933	8583
490.8876	8618
491.14587	8565
491.40411	8566
491.66238	8367
491.92065	8406
492.17889	8518
492.43713	8380
492.69537	8612
492.95364	8525
493.21188	8510
493.47012	8383
493.72833	8632
493.98657	8509
494.24481	8363
494.50305	8697
494.76126	8663
495.0195	8434
495.27771	8414
495.53592	8414
495.79413	8584
496.05234	8633
496.31055	8683
496.56876	8559
496.82697	8484
497.08517	8390
497.34335	8607
497.60156	8510
497.85974	8618
498.11795	8402
498.37613	8442
498.63431	8413
498.89249	8487
499.15067	8544
499.40884	8518
499.66702	8400
499.92517	8570
500.18335	8668
500.44153	8618
500.69968	8680
500.95782	8648
501.216	8557
501.47415	8553
501.7323	8440
501.99045	8479
502.24857	8623
502.50671	8569
502.76486	8583
503.02298	8352
503.28113	8502
503.53925	8496
503.79739	8572
504.05551	8346
504.31363	8440
504.57175	8358
