Date and Time:                Thu Apr 18 12:06:40.610 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	282
448.24188	289
448.50052	300
448.75912	308
449.01776	294
449.2764	296
449.535	277
449.79364	288
450.05225	299
450.31085	299
450.56949	306
450.82809	296
451.0867	300
451.34531	291
451.60391	296
451.86252	311
452.12112	302
452.37973	277
452.63834	305
452.89691	298
453.15552	308
453.41412	295
453.6727	292
453.9313	298
454.18988	285
454.44846	292
454.70706	302
454.96564	307
455.22421	290
455.48279	277
455.74136	305
455.99994	309
456.25851	286
456.51709	279
456.77567	284
457.03424	285
457.29279	288
457.55136	317
457.80991	309
458.06848	307
458.32703	292
458.5856	293
458.84415	294
459.10269	295
459.36124	285
459.61978	298
459.87833	301
460.13687	298
460.39542	308
460.65396	306
460.91251	291
461.17102	285
461.42957	305
461.68811	300
461.94662	288
462.20514	287
462.46368	299
462.7222	276
462.98071	284
463.23923	310
463.49777	299
463.75629	303
464.01477	291
464.27328	291
464.5318	288
464.79031	298
465.0488	302
465.30731	296
465.56583	304
465.82431	276
466.08279	313
466.34131	274
466.59979	311
466.85828	318
467.11676	294
467.37524	308
467.63373	303
467.89221	285
468.1507	303
468.40918	294
468.66763	301
468.92612	304
469.18457	288
469.44305	306
469.70151	310
469.95999	288
470.21844	299
470.4769	303
470.73535	312
470.9938	320
471.25226	293
471.51071	286
471.76917	305
472.02759	289
472.28604	281
472.54449	315
472.80292	284
473.06137	310
473.31979	291
473.57822	307
473.83664	296
474.09506	295
474.35352	286
474.61191	283
474.87033	286
475.12875	295
475.38718	308
475.6456	287
475.90399	306
476.16241	287
476.42081	299
476.6792	295
476.93762	291
477.19601	273
477.45441	286
477.7128	291
477.97119	293
478.22958	285
478.48798	308
478.74637	294
479.00473	311
479.26312	285
479.52148	309
479.77988	299
480.03824	293
480.2966	303
480.55496	295
480.81335	290
481.07172	303
481.33005	294
481.58841	309
481.84677	301
482.10513	288
482.36346	292
482.62183	307
482.88016	299
483.13852	310
483.39685	301
483.65518	298
483.91351	290
484.17184	298
484.43018	311
484.68851	265
484.94684	304
485.20517	289
485.46347	284
485.7218	309
485.9801	319
486.23843	291
486.49673	314
486.75504	296
487.01334	300
487.27164	287
487.52994	291
487.78824	284
488.04654	293
488.30484	291
488.56311	301
488.82141	307
489.07968	310
489.33798	301
489.59625	278
489.85452	309
490.11279	294
490.37106	285
490.62933	275
490.8876	288
491.14587	299
491.40411	288
491.66238	295
491.92065	309
492.17889	298
492.43713	287
492.69537	302
492.95364	308
493.21188	320
493.47012	298
493.72833	292
493.98657	304
494.24481	310
494.50305	307
494.76126	317
495.0195	315
495.27771	304
495.53592	298
495.79413	306
496.05234	294
496.31055	300
496.56876	317
496.82697	285
497.08517	293
497.34335	298
497.60156	295
497.85974	303
498.11795	318
498.37613	294
498.63431	288
498.89249	307
499.15067	324
499.40884	277
499.66702	311
499.92517	308
500.18335	298
500.44153	288
500.69968	292
500.95782	320
501.216	301
501.47415	288
501.7323	290
501.99045	285
502.24857	300
502.50671	311
502.76486	300
503.02298	303
503.28113	294
503.53925	293
503.79739	301
504.05551	308
504.31363	293
504.57175	314
504.82986	310
505.08798	303
505.34607	295
505.60419	299
505.86227	306
506.12039	299
506.37848	299
506.63657	288
506.89465	304
507.15277	300
507.41083	306
507.66891	301
507.927	320
508.18509	302
508.44315	307
508.70123	305
508.95929	290
509.21735	295
509.4754	304
509.73346	291
509.99152	313
510.24957	288
510.50763	271
510.76569	294
511.02371	277
511.28174	297
511.53979	298
511.79782	304
512.05585	322
512.3139	296
512.5719	299
