Date and Time:                Thu Apr 18 12:05:42.643 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	306
448.24188	324
448.50052	296
448.75912	277
449.01776	286
449.2764	301
449.535	287
449.79364	307
450.05225	302
450.31085	287
450.56949	311
450.82809	296
451.0867	293
451.34531	295
451.60391	300
451.86252	287
452.12112	292
452.37973	292
452.63834	280
452.89691	301
453.15552	285
453.41412	304
453.6727	299
453.9313	295
454.18988	311
454.44846	288
454.70706	290
454.96564	292
455.22421	288
455.48279	304
455.74136	284
455.99994	302
456.25851	283
456.51709	303
456.77567	296
457.03424	292
457.29279	306
457.55136	302
457.80991	295
458.06848	311
458.32703	286
458.5856	306
458.84415	322
459.10269	303
459.36124	297
459.61978	284
459.87833	287
460.13687	290
460.39542	289
460.65396	304
460.91251	296
461.17102	282
461.42957	301
461.68811	294
461.94662	311
462.20514	311
462.46368	298
462.7222	279
462.98071	300
463.23923	294
463.49777	309
463.75629	303
464.01477	291
464.27328	289
464.5318	294
464.79031	298
465.0488	304
465.30731	301
465.56583	302
465.82431	288
466.08279	291
466.34131	296
466.59979	293
466.85828	290
467.11676	297
467.37524	303
467.63373	298
467.89221	291
468.1507	301
468.40918	294
468.66763	277
468.92612	286
469.18457	309
469.44305	308
469.70151	304
469.95999	285
470.21844	299
470.4769	295
470.73535	286
470.9938	298
471.25226	314
471.51071	310
471.76917	318
472.02759	268
472.28604	290
472.54449	303
472.80292	309
473.06137	288
473.31979	292
473.57822	310
473.83664	304
474.09506	307
474.35352	296
474.61191	287
474.87033	302
475.12875	311
475.38718	310
475.6456	290
475.90399	294
476.16241	273
476.42081	301
476.6792	306
476.93762	304
477.19601	292
477.45441	317
477.7128	300
477.97119	302
478.22958	313
478.48798	298
478.74637	307
479.00473	306
479.26312	297
479.52148	305
479.77988	298
480.03824	289
480.2966	300
480.55496	294
480.81335	301
481.07172	307
481.33005	318
481.58841	309
481.84677	322
482.10513	305
482.36346	301
482.62183	299
482.88016	279
483.13852	295
483.39685	272
483.65518	302
483.91351	282
484.17184	292
484.43018	319
484.68851	294
484.94684	294
485.20517	283
485.46347	286
485.7218	303
485.9801	296
486.23843	280
486.49673	286
486.75504	296
487.01334	292
487.27164	307
487.52994	307
487.78824	307
488.04654	277
488.30484	302
488.56311	293
488.82141	332
489.07968	302
489.33798	309
489.59625	318
489.85452	277
490.11279	317
490.37106	298
490.62933	293
490.8876	324
491.14587	305
491.40411	301
491.66238	299
491.92065	286
492.17889	293
492.43713	290
492.69537	287
492.95364	299
493.21188	312
493.47012	299
493.72833	318
493.98657	264
494.24481	289
494.50305	294
494.76126	293
495.0195	288
495.27771	294
495.53592	291
495.79413	286
496.05234	319
496.31055	316
496.56876	283
496.82697	297
497.08517	291
497.34335	316
497.60156	296
497.85974	288
498.11795	289
498.37613	316
498.63431	291
498.89249	291
499.15067	310
499.40884	302
499.66702	286
499.92517	273
500.18335	323
500.44153	299
500.69968	288
500.95782	296
501.216	301
501.47415	305
501.7323	289
501.99045	315
502.24857	311
502.50671	288
502.76486	296
503.02298	303
503.28113	321
503.53925	291
503.79739	294
504.05551	274
504.31363	310
504.57175	288
504.82986	287
505.08798	282
505.34607	304
505.60419	299
505.86227	292
506.12039	307
506.37848	296
506.63657	330
506.89465	306
507.15277	284
507.41083	304
507.66891	309
507.927	283
508.18509	305
508.44315	304
508.70123	278
508.95929	293
509.21735	287
509.4754	297
509.73346	307
509.99152	275
510.24957	291
510.50763	303
510.76569	287
511.02371	309
511.28174	292
511.53979	293
511.79782	297
512.05585	291
512.3139	307
512.5719	293
