Date and Time:                Thu Apr 18 12:07:19.569 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	287
448.24188	284
448.50052	291
448.75912	291
449.01776	326
449.2764	305
449.535	299
449.79364	301
450.05225	307
450.31085	294
450.56949	297
450.82809	286
451.0867	317
451.34531	302
451.60391	283
451.86252	294
452.12112	307
452.37973	296
452.63834	300
452.89691	309
453.15552	313
453.41412	306
453.6727	287
453.9313	277
454.18988	318
454.44846	314
454.70706	294
454.96564	290
455.22421	303
455.48279	310
455.74136	311
455.99994	312
456.25851	291
456.51709	302
456.77567	287
457.03424	312
457.29279	302
457.55136	305
457.80991	291
458.06848	285
458.32703	299
458.5856	290
458.84415	308
459.10269	306
459.36124	309
459.61978	293
459.87833	287
460.13687	319
460.39542	315
460.65396	291
460.91251	294
461.17102	313
461.42957	303
461.68811	312
461.94662	300
462.20514	308
462.46368	284
462.7222	305
462.98071	292
463.23923	319
463.49777	293
463.75629	297
464.01477	294
464.27328	313
464.5318	303
464.79031	305
465.0488	300
465.30731	306
465.56583	301
465.82431	294
466.08279	306
466.34131	309
466.59979	285
466.85828	274
467.11676	311
467.37524	291
467.63373	292
467.89221	298
468.1507	279
468.40918	302
468.66763	297
468.92612	292
469.18457	292
469.44305	313
469.70151	288
469.95999	295
470.21844	306
470.4769	302
470.73535	313
470.9938	292
471.25226	305
471.51071	299
471.76917	313
472.02759	317
472.28604	299
472.54449	310
472.80292	268
473.06137	293
473.31979	298
473.57822	307
473.83664	283
474.09506	280
474.35352	282
474.61191	272
474.87033	298
475.12875	292
475.38718	296
475.6456	284
475.90399	305
476.16241	285
476.42081	288
476.6792	312
476.93762	309
477.19601	298
477.45441	304
477.7128	286
477.97119	294
478.22958	284
478.48798	300
478.74637	291
479.00473	301
479.26312	329
479.52148	297
479.77988	310
480.03824	279
480.2966	310
480.55496	299
480.81335	292
481.07172	298
481.33005	286
481.58841	290
481.84677	305
482.10513	324
482.36346	309
482.62183	305
482.88016	313
483.13852	301
483.39685	304
483.65518	305
483.91351	305
484.17184	307
484.43018	317
484.68851	318
484.94684	289
485.20517	292
485.46347	298
485.7218	309
485.9801	281
486.23843	293
486.49673	310
486.75504	290
487.01334	291
487.27164	301
487.52994	299
487.78824	307
488.04654	295
488.30484	316
488.56311	285
488.82141	287
489.07968	266
489.33798	294
489.59625	301
489.85452	287
490.11279	288
490.37106	306
490.62933	287
490.8876	292
491.14587	295
491.40411	304
491.66238	281
491.92065	294
492.17889	297
492.43713	307
492.69537	288
492.95364	294
493.21188	296
493.47012	294
493.72833	323
493.98657	317
494.24481	297
494.50305	304
494.76126	302
495.0195	313
495.27771	300
495.53592	304
495.79413	312
496.05234	288
496.31055	296
496.56876	311
496.82697	322
497.08517	296
497.34335	309
497.60156	309
497.85974	306
498.11795	293
498.37613	288
498.63431	302
498.89249	306
499.15067	290
499.40884	309
499.66702	291
499.92517	302
500.18335	295
500.44153	303
500.69968	319
500.95782	298
501.216	275
501.47415	273
501.7323	311
501.99045	278
502.24857	280
502.50671	283
502.76486	295
503.02298	301
503.28113	293
503.53925	293
503.79739	298
504.05551	323
504.31363	299
504.57175	301
504.82986	314
505.08798	298
505.34607	267
505.60419	252
505.86227	308
506.12039	321
506.37848	287
506.63657	298
506.89465	333
507.15277	310
507.41083	311
507.66891	295
507.927	294
508.18509	283
508.44315	309
508.70123	290
508.95929	295
509.21735	306
509.4754	283
509.73346	300
509.99152	317
510.24957	308
510.50763	314
510.76569	301
511.02371	279
511.28174	301
511.53979	307
511.79782	301
512.05585	303
512.3139	323
512.5719	301
