Date and Time:                Thu Apr 18 12:06:59.926 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	312
448.24188	321
448.50052	297
448.75912	301
449.01776	304
449.2764	276
449.535	303
449.79364	316
450.05225	297
450.31085	331
450.56949	308
450.82809	316
451.0867	285
451.34531	305
451.60391	296
451.86252	298
452.12112	294
452.37973	292
452.63834	297
452.89691	308
453.15552	295
453.41412	281
453.6727	320
453.9313	298
454.18988	309
454.44846	308
454.70706	313
454.96564	298
455.22421	295
455.48279	302
455.74136	298
455.99994	303
456.25851	292
456.51709	302
456.77567	299
457.03424	308
457.29279	330
457.55136	309
457.80991	289
458.06848	312
458.32703	330
458.5856	310
458.84415	314
459.10269	318
459.36124	305
459.61978	311
459.87833	311
460.13687	293
460.39542	300
460.65396	282
460.91251	296
461.17102	281
461.42957	311
461.68811	300
461.94662	302
462.20514	290
462.46368	288
462.7222	315
462.98071	316
463.23923	306
463.49777	304
463.75629	299
464.01477	307
464.27328	299
464.5318	312
464.79031	315
465.0488	310
465.30731	303
465.56583	303
465.82431	311
466.08279	301
466.34131	320
466.59979	295
466.85828	301
467.11676	321
467.37524	315
467.63373	286
467.89221	291
468.1507	306
468.40918	296
468.66763	290
468.92612	298
469.18457	280
469.44305	296
469.70151	295
469.95999	298
470.21844	304
470.4769	277
470.73535	281
470.9938	278
471.25226	302
471.51071	311
471.76917	308
472.02759	302
472.28604	292
472.54449	282
472.80292	287
473.06137	321
473.31979	291
473.57822	303
473.83664	301
474.09506	302
474.35352	313
474.61191	291
474.87033	298
475.12875	279
475.38718	308
475.6456	291
475.90399	292
476.16241	308
476.42081	298
476.6792	306
476.93762	306
477.19601	307
477.45441	293
477.7128	302
477.97119	285
478.22958	302
478.48798	290
478.74637	297
479.00473	316
479.26312	300
479.52148	314
479.77988	300
480.03824	306
480.2966	295
480.55496	286
480.81335	318
481.07172	310
481.33005	309
481.58841	285
481.84677	289
482.10513	309
482.36346	317
482.62183	305
482.88016	300
483.13852	292
483.39685	309
483.65518	301
483.91351	301
484.17184	303
484.43018	296
484.68851	312
484.94684	286
485.20517	291
485.46347	314
485.7218	302
485.9801	318
486.23843	288
486.49673	315
486.75504	317
487.01334	278
487.27164	295
487.52994	299
487.78824	294
488.04654	302
488.30484	287
488.56311	301
488.82141	301
489.07968	306
489.33798	290
489.59625	312
489.85452	313
490.11279	313
490.37106	295
490.62933	307
490.8876	298
491.14587	292
491.40411	292
491.66238	296
491.92065	278
492.17889	292
492.43713	306
492.69537	307
492.95364	309
493.21188	300
493.47012	290
493.72833	300
493.98657	310
494.24481	321
494.50305	287
494.76126	294
495.0195	317
495.27771	310
495.53592	315
495.79413	304
496.05234	287
496.31055	299
496.56876	294
496.82697	296
497.08517	285
497.34335	280
497.60156	309
497.85974	310
498.11795	307
498.37613	330
498.63431	290
498.89249	305
499.15067	299
499.40884	298
499.66702	299
499.92517	286
500.18335	282
500.44153	296
500.69968	311
500.95782	300
501.216	316
501.47415	307
501.7323	299
501.99045	290
502.24857	319
502.50671	303
502.76486	295
503.02298	294
503.28113	312
503.53925	297
503.79739	295
504.05551	297
504.31363	274
504.57175	299
504.82986	291
505.08798	301
505.34607	300
505.60419	296
505.86227	278
506.12039	298
506.37848	281
506.63657	284
506.89465	305
507.15277	327
507.41083	304
507.66891	319
507.927	298
508.18509	290
508.44315	300
508.70123	277
508.95929	306
509.21735	298
509.4754	293
509.73346	283
509.99152	307
510.24957	294
510.50763	289
510.76569	299
511.02371	328
511.28174	314
511.53979	304
511.79782	307
512.05585	292
512.3139	290
512.5719	298
