Date and Time:                Thu Apr 18 12:05:55.758 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	302
448.24188	310
448.50052	302
448.75912	304
449.01776	286
449.2764	287
449.535	301
449.79364	325
450.05225	283
450.31085	292
450.56949	287
450.82809	305
451.0867	291
451.34531	293
451.60391	279
451.86252	310
452.12112	312
452.37973	307
452.63834	276
452.89691	306
453.15552	289
453.41412	309
453.6727	298
453.9313	296
454.18988	318
454.44846	283
454.70706	297
454.96564	315
455.22421	307
455.48279	298
455.74136	292
455.99994	320
456.25851	295
456.51709	292
456.77567	313
457.03424	309
457.29279	311
457.55136	299
457.80991	299
458.06848	296
458.32703	290
458.5856	296
458.84415	287
459.10269	305
459.36124	323
459.61978	314
459.87833	304
460.13687	291
460.39542	282
460.65396	301
460.91251	312
461.17102	303
461.42957	279
461.68811	301
461.94662	302
462.20514	327
462.46368	313
462.7222	294
462.98071	307
463.23923	302
463.49777	289
463.75629	294
464.01477	290
464.27328	299
464.5318	311
464.79031	291
465.0488	298
465.30731	298
465.56583	285
465.82431	301
466.08279	298
466.34131	302
466.59979	308
466.85828	292
467.11676	306
467.37524	284
467.63373	300
467.89221	306
468.1507	316
468.40918	312
468.66763	289
468.92612	305
469.18457	298
469.44305	292
469.70151	315
469.95999	311
470.21844	299
470.4769	295
470.73535	302
470.9938	289
471.25226	294
471.51071	281
471.76917	310
472.02759	296
472.28604	308
472.54449	294
472.80292	306
473.06137	311
473.31979	296
473.57822	282
473.83664	315
474.09506	313
474.35352	318
474.61191	319
474.87033	310
475.12875	312
475.38718	312
475.6456	300
475.90399	284
476.16241	284
476.42081	287
476.6792	306
476.93762	317
477.19601	301
477.45441	280
477.7128	307
477.97119	290
478.22958	307
478.48798	301
478.74637	324
479.00473	323
479.26312	303
479.52148	311
479.77988	300
480.03824	299
480.2966	294
480.55496	311
480.81335	300
481.07172	298
481.33005	307
481.58841	311
481.84677	314
482.10513	290
482.36346	290
482.62183	307
482.88016	308
483.13852	293
483.39685	285
483.65518	277
483.91351	289
484.17184	295
484.43018	311
484.68851	313
484.94684	308
485.20517	312
485.46347	287
485.7218	308
485.9801	288
486.23843	287
486.49673	301
486.75504	292
487.01334	299
487.27164	294
487.52994	296
487.78824	321
488.04654	293
488.30484	285
488.56311	313
488.82141	299
489.07968	291
489.33798	310
489.59625	310
489.85452	299
490.11279	286
490.37106	308
490.62933	301
490.8876	303
491.14587	296
491.40411	309
491.66238	285
491.92065	298
492.17889	308
492.43713	305
492.69537	288
492.95364	297
493.21188	282
493.47012	313
493.72833	297
493.98657	275
494.24481	307
494.50305	296
494.76126	311
495.0195	312
495.27771	303
495.53592	283
495.79413	291
496.05234	305
496.31055	295
496.56876	325
496.82697	289
497.08517	310
497.34335	308
497.60156	305
497.85974	299
498.11795	306
498.37613	312
498.63431	301
498.89249	297
499.15067	278
499.40884	292
499.66702	310
499.92517	312
500.18335	294
500.44153	310
500.69968	300
500.95782	300
501.216	262
501.47415	293
501.7323	302
501.99045	316
502.24857	299
502.50671	313
502.76486	299
503.02298	309
503.28113	302
503.53925	289
503.79739	294
504.05551	300
504.31363	292
504.57175	300
504.82986	274
505.08798	292
505.34607	281
505.60419	319
505.86227	307
506.12039	307
506.37848	318
506.63657	297
506.89465	295
507.15277	311
507.41083	313
507.66891	319
507.927	316
508.18509	267
508.44315	302
508.70123	308
508.95929	304
509.21735	295
509.4754	299
509.73346	309
509.99152	294
510.24957	296
510.50763	287
510.76569	303
511.02371	316
511.28174	328
511.53979	316
511.79782	296
512.05585	286
512.3139	295
512.5719	290
