Date and Time:                Thu Apr 18 12:05:49.435 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	286
448.24188	280
448.50052	291
448.75912	288
449.01776	291
449.2764	281
449.535	287
449.79364	307
450.05225	321
450.31085	318
450.56949	299
450.82809	290
451.0867	295
451.34531	273
451.60391	306
451.86252	299
452.12112	296
452.37973	303
452.63834	295
452.89691	297
453.15552	278
453.41412	306
453.6727	303
453.9313	301
454.18988	286
454.44846	302
454.70706	280
454.96564	292
455.22421	286
455.48279	290
455.74136	290
455.99994	312
456.25851	313
456.51709	308
456.77567	295
457.03424	306
457.29279	295
457.55136	287
457.80991	289
458.06848	298
458.32703	282
458.5856	299
458.84415	298
459.10269	285
459.36124	308
459.61978	308
459.87833	303
460.13687	304
460.39542	291
460.65396	305
460.91251	306
461.17102	301
461.42957	288
461.68811	302
461.94662	317
462.20514	324
462.46368	297
462.7222	293
462.98071	300
463.23923	295
463.49777	280
463.75629	295
464.01477	305
464.27328	288
464.5318	293
464.79031	271
465.0488	305
465.30731	308
465.56583	309
465.82431	288
466.08279	288
466.34131	292
466.59979	321
466.85828	323
467.11676	298
467.37524	305
467.63373	291
467.89221	299
468.1507	298
468.40918	315
468.66763	290
468.92612	289
469.18457	284
469.44305	295
469.70151	298
469.95999	298
470.21844	263
470.4769	300
470.73535	288
470.9938	301
471.25226	312
471.51071	307
471.76917	292
472.02759	310
472.28604	303
472.54449	286
472.80292	289
473.06137	307
473.31979	291
473.57822	297
473.83664	309
474.09506	294
474.35352	280
474.61191	311
474.87033	296
475.12875	311
475.38718	295
475.6456	288
475.90399	293
476.16241	295
476.42081	327
476.6792	300
476.93762	306
477.19601	297
477.45441	290
477.7128	303
477.97119	296
478.22958	297
478.48798	309
478.74637	304
479.00473	304
479.26312	309
479.52148	291
479.77988	292
480.03824	295
480.2966	331
480.55496	306
480.81335	287
481.07172	267
481.33005	306
481.58841	287
481.84677	305
482.10513	302
482.36346	289
482.62183	310
482.88016	288
483.13852	285
483.39685	320
483.65518	295
483.91351	295
484.17184	295
484.43018	291
484.68851	305
484.94684	309
485.20517	290
485.46347	297
485.7218	305
485.9801	298
486.23843	289
486.49673	285
486.75504	313
487.01334	299
487.27164	280
487.52994	299
487.78824	304
488.04654	307
488.30484	300
488.56311	307
488.82141	321
489.07968	314
489.33798	293
489.59625	306
489.85452	287
490.11279	298
490.37106	289
490.62933	306
490.8876	296
491.14587	294
491.40411	295
491.66238	285
491.92065	302
492.17889	285
492.43713	320
492.69537	298
492.95364	298
493.21188	302
493.47012	288
493.72833	305
493.98657	301
494.24481	296
494.50305	297
494.76126	300
495.0195	322
495.27771	288
495.53592	310
495.79413	308
496.05234	305
496.31055	286
496.56876	298
496.82697	296
497.08517	270
497.34335	287
497.60156	298
497.85974	313
498.11795	321
498.37613	307
498.63431	283
498.89249	295
499.15067	284
499.40884	288
499.66702	298
499.92517	314
500.18335	307
500.44153	301
500.69968	302
500.95782	317
501.216	290
501.47415	306
501.7323	300
501.99045	288
502.24857	311
502.50671	299
502.76486	301
503.02298	316
503.28113	301
503.53925	298
503.79739	306
504.05551	317
504.31363	281
504.57175	300
504.82986	288
505.08798	297
505.34607	278
505.60419	301
505.86227	301
506.12039	310
506.37848	299
506.63657	299
506.89465	287
507.15277	309
507.41083	286
507.66891	287
507.927	291
508.18509	296
508.44315	321
508.70123	284
508.95929	296
509.21735	303
509.4754	304
509.73346	323
509.99152	316
510.24957	284
510.50763	319
510.76569	312
511.02371	299
511.28174	276
511.53979	299
511.79782	288
512.05585	285
512.3139	291
512.5719	316
