Date and Time:                Tue Apr 16 14:01:31.409 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	289
448.24188	304
448.50052	287
448.75912	278
449.01776	304
449.2764	306
449.535	298
449.79364	306
450.05225	295
450.31085	312
450.56949	299
450.82809	298
451.0867	286
451.34531	293
451.60391	292
451.86252	295
452.12112	299
452.37973	294
452.63834	293
452.89691	296
453.15552	324
453.41412	297
453.6727	294
453.9313	314
454.18988	298
454.44846	283
454.70706	298
454.96564	298
455.22421	298
455.48279	306
455.74136	297
455.99994	298
456.25851	322
456.51709	306
456.77567	311
457.03424	293
457.29279	288
457.55136	321
457.80991	302
458.06848	304
458.32703	292
458.5856	305
458.84415	293
459.10269	298
459.36124	309
459.61978	298
459.87833	297
460.13687	302
460.39542	293
460.65396	283
460.91251	277
461.17102	316
461.42957	296
461.68811	288
461.94662	315
462.20514	318
462.46368	313
462.7222	312
462.98071	268
463.23923	291
463.49777	303
463.75629	313
464.01477	301
464.27328	305
464.5318	302
464.79031	290
465.0488	305
465.30731	284
465.56583	293
465.82431	304
466.08279	305
466.34131	298
466.59979	302
466.85828	309
467.11676	288
467.37524	303
467.63373	296
467.89221	299
468.1507	279
468.40918	300
468.66763	306
468.92612	291
469.18457	296
469.44305	292
469.70151	288
469.95999	299
470.21844	297
470.4769	300
470.73535	291
470.9938	312
471.25226	283
471.51071	300
471.76917	303
472.02759	302
472.28604	289
472.54449	306
472.80292	273
473.06137	300
473.31979	308
473.57822	307
473.83664	301
474.09506	305
474.35352	308
474.61191	297
474.87033	291
475.12875	312
475.38718	310
475.6456	286
475.90399	296
476.16241	290
476.42081	289
476.6792	307
476.93762	306
477.19601	308
477.45441	298
477.7128	296
477.97119	310
478.22958	298
478.48798	279
478.74637	304
479.00473	292
479.26312	306
479.52148	311
479.77988	296
480.03824	293
480.2966	305
480.55496	298
480.81335	287
481.07172	302
481.33005	295
481.58841	300
481.84677	277
482.10513	303
482.36346	294
482.62183	294
482.88016	300
483.13852	308
483.39685	296
483.65518	298
483.91351	308
484.17184	311
484.43018	299
484.68851	292
484.94684	298
485.20517	299
485.46347	309
485.7218	298
485.9801	315
486.23843	286
486.49673	313
486.75504	302
487.01334	297
487.27164	291
487.52994	297
487.78824	277
488.04654	291
488.30484	320
488.56311	285
488.82141	288
489.07968	298
489.33798	291
489.59625	317
489.85452	285
490.11279	288
490.37106	284
490.62933	305
490.8876	283
491.14587	296
491.40411	304
491.66238	316
491.92065	319
492.17889	303
492.43713	292
492.69537	299
492.95364	310
493.21188	286
493.47012	281
493.72833	305
493.98657	280
494.24481	310
494.50305	291
494.76126	281
495.0195	272
495.27771	292
495.53592	284
495.79413	293
496.05234	312
496.31055	325
496.56876	288
496.82697	295
497.08517	297
497.34335	292
497.60156	287
497.85974	290
498.11795	289
498.37613	293
498.63431	315
498.89249	295
499.15067	303
499.40884	308
499.66702	316
499.92517	290
500.18335	314
500.44153	288
500.69968	287
500.95782	290
501.216	298
501.47415	310
501.7323	287
501.99045	294
502.24857	298
502.50671	291
502.76486	294
503.02298	299
503.28113	289
503.53925	291
503.79739	314
504.05551	313
504.31363	295
504.57175	317
504.82986	280
505.08798	305
505.34607	302
505.60419	301
505.86227	313
506.12039	302
506.37848	283
506.63657	305
506.89465	313
507.15277	332
507.41083	289
507.66891	301
507.927	289
508.18509	303
508.44315	295
508.70123	292
508.95929	321
509.21735	320
509.4754	289
509.73346	313
509.99152	292
510.24957	298
510.50763	271
510.76569	283
511.02371	307
511.28174	302
511.53979	300
511.79782	290
512.05585	290
512.3139	285
512.5719	295
