Date and Time:                Tue Apr 16 14:03:27.534 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	294
448.24188	309
448.50052	309
448.75912	301
449.01776	287
449.2764	328
449.535	309
449.79364	279
450.05225	288
450.31085	298
450.56949	290
450.82809	320
451.0867	300
451.34531	281
451.60391	313
451.86252	316
452.12112	312
452.37973	298
452.63834	317
452.89691	290
453.15552	281
453.41412	303
453.6727	316
453.9313	298
454.18988	310
454.44846	283
454.70706	293
454.96564	299
455.22421	307
455.48279	298
455.74136	317
455.99994	321
456.25851	304
456.51709	313
456.77567	294
457.03424	307
457.29279	296
457.55136	291
457.80991	317
458.06848	305
458.32703	290
458.5856	306
458.84415	309
459.10269	312
459.36124	312
459.61978	277
459.87833	302
460.13687	301
460.39542	299
460.65396	283
460.91251	287
461.17102	312
461.42957	316
461.68811	286
461.94662	290
462.20514	289
462.46368	284
462.7222	298
462.98071	300
463.23923	297
463.49777	293
463.75629	300
464.01477	302
464.27328	316
464.5318	318
464.79031	298
465.0488	292
465.30731	299
465.56583	291
465.82431	305
466.08279	307
466.34131	332
466.59979	296
466.85828	311
467.11676	313
467.37524	281
467.63373	320
467.89221	320
468.1507	301
468.40918	309
468.66763	324
468.92612	307
469.18457	288
469.44305	308
469.70151	287
469.95999	303
470.21844	284
470.4769	312
470.73535	300
470.9938	304
471.25226	293
471.51071	308
471.76917	294
472.02759	315
472.28604	303
472.54449	309
472.80292	292
473.06137	304
473.31979	297
473.57822	310
473.83664	304
474.09506	295
474.35352	293
474.61191	291
474.87033	298
475.12875	303
475.38718	288
475.6456	311
475.90399	294
476.16241	308
476.42081	312
476.6792	305
476.93762	281
477.19601	290
477.45441	309
477.7128	286
477.97119	317
478.22958	299
478.48798	318
478.74637	321
479.00473	296
479.26312	299
479.52148	291
479.77988	308
480.03824	298
480.2966	300
480.55496	289
480.81335	302
481.07172	334
481.33005	304
481.58841	323
481.84677	313
482.10513	306
482.36346	312
482.62183	298
482.88016	290
483.13852	304
483.39685	258
483.65518	311
483.91351	291
484.17184	301
484.43018	298
484.68851	285
484.94684	304
485.20517	314
485.46347	312
485.7218	300
485.9801	292
486.23843	312
486.49673	323
486.75504	303
487.01334	303
487.27164	308
487.52994	304
487.78824	285
488.04654	289
488.30484	321
488.56311	296
488.82141	305
489.07968	303
489.33798	288
489.59625	295
489.85452	306
490.11279	315
490.37106	303
490.62933	309
490.8876	304
491.14587	292
491.40411	305
491.66238	314
491.92065	299
492.17889	312
492.43713	294
492.69537	271
492.95364	311
493.21188	317
493.47012	275
493.72833	311
493.98657	311
494.24481	289
494.50305	311
494.76126	296
495.0195	289
495.27771	288
495.53592	304
495.79413	311
496.05234	290
496.31055	290
496.56876	311
496.82697	295
497.08517	294
497.34335	303
497.60156	304
497.85974	305
498.11795	320
498.37613	296
498.63431	301
498.89249	288
499.15067	300
499.40884	294
499.66702	302
499.92517	287
500.18335	293
500.44153	306
500.69968	304
500.95782	290
501.216	310
501.47415	299
501.7323	297
501.99045	294
502.24857	310
502.50671	314
502.76486	285
503.02298	319
503.28113	323
503.53925	301
503.79739	305
504.05551	311
504.31363	332
504.57175	293
504.82986	284
505.08798	297
505.34607	309
505.60419	294
505.86227	311
506.12039	297
506.37848	309
506.63657	298
506.89465	301
507.15277	296
507.41083	305
507.66891	279
507.927	302
508.18509	306
508.44315	293
508.70123	324
508.95929	317
509.21735	297
509.4754	288
509.73346	290
509.99152	308
510.24957	279
510.50763	300
510.76569	300
511.02371	314
511.28174	294
511.53979	290
511.79782	291
512.05585	305
512.3139	307
512.5719	297
