Date and Time:                Tue Apr 16 16:07:33.642 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	6462
448.24188	6638
448.50052	6570
448.75912	6681
449.01776	6837
449.2764	6890
449.535	6926
449.79364	6881
450.05225	6900
450.31085	7012
450.56949	6925
450.82809	6929
451.0867	6788
451.34531	6682
451.60391	6657
451.86252	6516
452.12112	6378
452.37973	6364
452.63834	6290
452.89691	6225
453.15552	6088
453.41412	5929
453.6727	5838
453.9313	5861
454.18988	5763
454.44846	5661
454.70706	5667
454.96564	5521
455.22421	5350
455.48279	5501
455.74136	5216
455.99994	5203
456.25851	5251
456.51709	5006
456.77567	5037
457.03424	5129
457.29279	4946
457.55136	5021
457.80991	4826
458.06848	4922
458.32703	4816
458.5856	4692
458.84415	4652
459.10269	4659
459.36124	4567
459.61978	4630
459.87833	4566
460.13687	4568
460.39542	4630
460.65396	4467
460.91251	4540
461.17102	4558
461.42957	4603
461.68811	4463
461.94662	4431
462.20514	4560
462.46368	4635
462.7222	4554
462.98071	4534
463.23923	4423
463.49777	4502
463.75629	4585
464.01477	4535
464.27328	4641
464.5318	4505
464.79031	4650
465.0488	4559
465.30731	4595
465.56583	4483
465.82431	4761
466.08279	4585
466.34131	4745
466.59979	4931
466.85828	4732
467.11676	4750
467.37524	4814
467.63373	4970
467.89221	4857
468.1507	4978
468.40918	4817
468.66763	4951
468.92612	5215
469.18457	4965
469.44305	5062
469.70151	4972
469.95999	5087
470.21844	5318
470.4769	5256
470.73535	5130
470.9938	5381
471.25226	5357
471.51071	5373
471.76917	5445
472.02759	5474
472.28604	5581
472.54449	5469
472.80292	5575
473.06137	5675
473.31979	5837
473.57822	5707
473.83664	5633
474.09506	5644
474.35352	5723
474.61191	6036
474.87033	5828
475.12875	5897
475.38718	5924
475.6456	5872
475.90399	5956
476.16241	5985
476.42081	6010
476.6792	6038
476.93762	6186
477.19601	6103
477.45441	6144
477.7128	6177
477.97119	6141
478.22958	6281
478.48798	6215
478.74637	6225
479.00473	6289
479.26312	6299
479.52148	6273
479.77988	6349
480.03824	6312
480.2966	6369
480.55496	6447
480.81335	6295
481.07172	6428
481.33005	6387
481.58841	6443
481.84677	6604
482.10513	6576
482.36346	6341
482.62183	6407
482.88016	6453
483.13852	6444
483.39685	6563
483.65518	6413
483.91351	6390
484.17184	6451
484.43018	6489
484.68851	6502
484.94684	6400
485.20517	6534
485.46347	6522
485.7218	6279
485.9801	6486
486.23843	6488
486.49673	6444
486.75504	6411
487.01334	6527
487.27164	6562
487.52994	6614
487.78824	6555
488.04654	6579
488.30484	6656
488.56311	6662
488.82141	6525
489.07968	6579
489.33798	6672
489.59625	6650
489.85452	6328
490.11279	6689
490.37106	6482
490.62933	6583
490.8876	6407
491.14587	6539
491.40411	6505
491.66238	6618
491.92065	6526
492.17889	6411
492.43713	6707
492.69537	6611
492.95364	6581
493.21188	6432
493.47012	6523
493.72833	6515
493.98657	6443
494.24481	6429
494.50305	6412
494.76126	6451
495.0195	6484
495.27771	6559
495.53592	6414
495.79413	6460
496.05234	6598
496.31055	6536
496.56876	6397
496.82697	6615
497.08517	6592
497.34335	6531
497.60156	6509
497.85974	6506
498.11795	6657
498.37613	6531
498.63431	6357
498.89249	6483
499.15067	6378
499.40884	6463
499.66702	6566
499.92517	6288
500.18335	6585
500.44153	6438
500.69968	6485
500.95782	6570
501.216	6504
501.47415	6497
501.7323	6518
501.99045	6351
502.24857	6426
502.50671	6328
502.76486	6454
503.02298	6520
503.28113	6557
503.53925	6449
503.79739	6386
504.05551	6323
504.31363	6550
504.57175	6374
