Date and Time:                Tue Apr 16 14:05:15.180 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	285
448.24188	295
448.50052	314
448.75912	313
449.01776	317
449.2764	296
449.535	307
449.79364	293
450.05225	292
450.31085	313
450.56949	301
450.82809	315
451.0867	301
451.34531	294
451.60391	302
451.86252	311
452.12112	303
452.37973	294
452.63834	295
452.89691	298
453.15552	301
453.41412	304
453.6727	296
453.9313	306
454.18988	296
454.44846	314
454.70706	290
454.96564	305
455.22421	311
455.48279	324
455.74136	319
455.99994	307
456.25851	284
456.51709	313
456.77567	278
457.03424	324
457.29279	308
457.55136	296
457.80991	297
458.06848	307
458.32703	311
458.5856	297
458.84415	273
459.10269	288
459.36124	294
459.61978	289
459.87833	301
460.13687	294
460.39542	295
460.65396	290
460.91251	305
461.17102	326
461.42957	298
461.68811	295
461.94662	291
462.20514	287
462.46368	291
462.7222	298
462.98071	299
463.23923	304
463.49777	307
463.75629	302
464.01477	294
464.27328	282
464.5318	322
464.79031	300
465.0488	303
465.30731	284
465.56583	312
465.82431	310
466.08279	304
466.34131	299
466.59979	301
466.85828	309
467.11676	326
467.37524	336
467.63373	316
467.89221	308
468.1507	297
468.40918	302
468.66763	297
468.92612	295
469.18457	281
469.44305	284
469.70151	303
469.95999	304
470.21844	322
470.4769	306
470.73535	314
470.9938	295
471.25226	297
471.51071	274
471.76917	300
472.02759	307
472.28604	281
472.54449	284
472.80292	284
473.06137	307
473.31979	306
473.57822	307
473.83664	313
474.09506	290
474.35352	295
474.61191	296
474.87033	293
475.12875	302
475.38718	302
475.6456	310
475.90399	305
476.16241	286
476.42081	320
476.6792	291
476.93762	288
477.19601	315
477.45441	307
477.7128	319
477.97119	294
478.22958	273
478.48798	276
478.74637	311
479.00473	305
479.26312	296
479.52148	288
479.77988	306
480.03824	309
480.2966	288
480.55496	302
480.81335	298
481.07172	308
481.33005	294
481.58841	295
481.84677	285
482.10513	287
482.36346	307
482.62183	285
482.88016	286
483.13852	311
483.39685	288
483.65518	318
483.91351	295
484.17184	302
484.43018	297
484.68851	305
484.94684	302
485.20517	289
485.46347	310
485.7218	322
485.9801	288
486.23843	305
486.49673	313
486.75504	292
487.01334	273
487.27164	298
487.52994	300
487.78824	302
488.04654	326
488.30484	310
488.56311	298
488.82141	312
489.07968	296
489.33798	310
489.59625	302
489.85452	282
490.11279	311
490.37106	285
490.62933	306
490.8876	299
491.14587	292
491.40411	295
491.66238	297
491.92065	306
492.17889	286
492.43713	303
492.69537	309
492.95364	292
493.21188	297
493.47012	303
493.72833	301
493.98657	311
494.24481	300
494.50305	316
494.76126	290
495.0195	287
495.27771	295
495.53592	307
495.79413	302
496.05234	291
496.31055	305
496.56876	301
496.82697	284
497.08517	290
497.34335	293
497.60156	314
497.85974	282
498.11795	296
498.37613	332
498.63431	289
498.89249	305
499.15067	292
499.40884	279
499.66702	308
499.92517	289
500.18335	300
500.44153	283
500.69968	315
500.95782	313
501.216	291
501.47415	288
501.7323	288
501.99045	297
502.24857	283
502.50671	303
502.76486	274
503.02298	325
503.28113	276
503.53925	292
503.79739	307
504.05551	316
504.31363	302
504.57175	296
504.82986	303
505.08798	305
505.34607	290
505.60419	311
505.86227	302
506.12039	308
506.37848	321
506.63657	312
506.89465	287
507.15277	301
507.41083	292
507.66891	294
507.927	302
508.18509	316
508.44315	295
508.70123	301
508.95929	288
509.21735	282
509.4754	296
509.73346	301
509.99152	310
510.24957	290
510.50763	291
510.76569	292
511.02371	279
511.28174	291
511.53979	307
511.79782	292
512.05585	303
512.3139	308
512.5719	295
