Date and Time:                Tue Apr 16 14:04:38.167 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	292
448.24188	306
448.50052	302
448.75912	290
449.01776	299
449.2764	296
449.535	313
449.79364	299
450.05225	307
450.31085	314
450.56949	309
450.82809	304
451.0867	297
451.34531	307
451.60391	306
451.86252	278
452.12112	295
452.37973	301
452.63834	301
452.89691	317
453.15552	293
453.41412	302
453.6727	308
453.9313	287
454.18988	302
454.44846	286
454.70706	310
454.96564	310
455.22421	302
455.48279	294
455.74136	297
455.99994	303
456.25851	287
456.51709	289
456.77567	290
457.03424	295
457.29279	306
457.55136	301
457.80991	307
458.06848	320
458.32703	306
458.5856	299
458.84415	299
459.10269	285
459.36124	293
459.61978	293
459.87833	294
460.13687	318
460.39542	274
460.65396	302
460.91251	295
461.17102	294
461.42957	284
461.68811	307
461.94662	308
462.20514	299
462.46368	296
462.7222	316
462.98071	303
463.23923	307
463.49777	311
463.75629	282
464.01477	314
464.27328	295
464.5318	309
464.79031	297
465.0488	302
465.30731	306
465.56583	312
465.82431	308
466.08279	306
466.34131	315
466.59979	294
466.85828	295
467.11676	293
467.37524	300
467.63373	303
467.89221	306
468.1507	289
468.40918	312
468.66763	319
468.92612	289
469.18457	303
469.44305	312
469.70151	282
469.95999	306
470.21844	305
470.4769	294
470.73535	293
470.9938	303
471.25226	287
471.51071	305
471.76917	314
472.02759	293
472.28604	286
472.54449	281
472.80292	286
473.06137	295
473.31979	301
473.57822	292
473.83664	299
474.09506	291
474.35352	307
474.61191	304
474.87033	293
475.12875	293
475.38718	297
475.6456	291
475.90399	300
476.16241	316
476.42081	315
476.6792	295
476.93762	306
477.19601	284
477.45441	301
477.7128	294
477.97119	307
478.22958	301
478.48798	326
478.74637	277
479.00473	301
479.26312	301
479.52148	318
479.77988	305
480.03824	309
480.2966	302
480.55496	297
480.81335	308
481.07172	305
481.33005	281
481.58841	290
481.84677	280
482.10513	299
482.36346	309
482.62183	299
482.88016	308
483.13852	297
483.39685	306
483.65518	307
483.91351	293
484.17184	304
484.43018	307
484.68851	306
484.94684	281
485.20517	293
485.46347	299
485.7218	290
485.9801	299
486.23843	301
486.49673	321
486.75504	298
487.01334	306
487.27164	283
487.52994	291
487.78824	280
488.04654	324
488.30484	317
488.56311	291
488.82141	289
489.07968	294
489.33798	288
489.59625	296
489.85452	299
490.11279	293
490.37106	279
490.62933	304
490.8876	302
491.14587	309
491.40411	301
491.66238	289
491.92065	294
492.17889	311
492.43713	305
492.69537	298
492.95364	292
493.21188	302
493.47012	299
493.72833	318
493.98657	294
494.24481	281
494.50305	309
494.76126	292
495.0195	296
495.27771	297
495.53592	287
495.79413	307
496.05234	307
496.31055	297
496.56876	292
496.82697	265
497.08517	286
497.34335	311
497.60156	288
497.85974	304
498.11795	314
498.37613	330
498.63431	305
498.89249	292
499.15067	293
499.40884	289
499.66702	296
499.92517	292
500.18335	290
500.44153	314
500.69968	284
500.95782	309
501.216	297
501.47415	293
501.7323	300
501.99045	289
502.24857	299
502.50671	318
502.76486	310
503.02298	322
503.28113	296
503.53925	296
503.79739	324
504.05551	302
504.31363	291
504.57175	316
504.82986	288
505.08798	273
505.34607	307
505.60419	294
505.86227	296
506.12039	295
506.37848	320
506.63657	301
506.89465	303
507.15277	296
507.41083	308
507.66891	282
507.927	310
508.18509	304
508.44315	304
508.70123	313
508.95929	286
509.21735	307
509.4754	276
509.73346	293
509.99152	286
510.24957	292
510.50763	303
510.76569	291
511.02371	330
511.28174	297
511.53979	283
511.79782	285
512.05585	283
512.3139	304
512.5719	299
