Date and Time:                Tue Apr 16 14:06:01.089 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	281
448.24188	305
448.50052	302
448.75912	296
449.01776	285
449.2764	293
449.535	306
449.79364	306
450.05225	302
450.31085	298
450.56949	312
450.82809	290
451.0867	299
451.34531	311
451.60391	306
451.86252	295
452.12112	299
452.37973	294
452.63834	279
452.89691	310
453.15552	292
453.41412	290
453.6727	321
453.9313	304
454.18988	308
454.44846	282
454.70706	322
454.96564	308
455.22421	312
455.48279	318
455.74136	293
455.99994	301
456.25851	289
456.51709	297
456.77567	312
457.03424	295
457.29279	306
457.55136	291
457.80991	281
458.06848	294
458.32703	289
458.5856	319
458.84415	303
459.10269	305
459.36124	299
459.61978	316
459.87833	295
460.13687	308
460.39542	287
460.65396	306
460.91251	293
461.17102	312
461.42957	302
461.68811	307
461.94662	315
462.20514	290
462.46368	312
462.7222	281
462.98071	270
463.23923	313
463.49777	301
463.75629	310
464.01477	299
464.27328	297
464.5318	306
464.79031	294
465.0488	303
465.30731	306
465.56583	294
465.82431	309
466.08279	313
466.34131	295
466.59979	295
466.85828	295
467.11676	295
467.37524	304
467.63373	310
467.89221	272
468.1507	304
468.40918	305
468.66763	304
468.92612	289
469.18457	301
469.44305	293
469.70151	305
469.95999	292
470.21844	310
470.4769	294
470.73535	296
470.9938	291
471.25226	303
471.51071	302
471.76917	285
472.02759	337
472.28604	287
472.54449	283
472.80292	281
473.06137	284
473.31979	279
473.57822	293
473.83664	307
474.09506	286
474.35352	302
474.61191	298
474.87033	321
475.12875	298
475.38718	308
475.6456	325
475.90399	309
476.16241	307
476.42081	289
476.6792	302
476.93762	306
477.19601	290
477.45441	302
477.7128	299
477.97119	289
478.22958	310
478.48798	315
478.74637	306
479.00473	296
479.26312	292
479.52148	303
479.77988	274
480.03824	294
480.2966	297
480.55496	310
480.81335	301
481.07172	288
481.33005	293
481.58841	301
481.84677	302
482.10513	298
482.36346	299
482.62183	284
482.88016	289
483.13852	292
483.39685	304
483.65518	286
483.91351	310
484.17184	308
484.43018	307
484.68851	283
484.94684	300
485.20517	306
485.46347	294
485.7218	290
485.9801	311
486.23843	297
486.49673	307
486.75504	303
487.01334	298
487.27164	296
487.52994	270
487.78824	299
488.04654	319
488.30484	317
488.56311	298
488.82141	308
489.07968	314
489.33798	305
489.59625	294
489.85452	296
490.11279	304
490.37106	304
490.62933	291
490.8876	303
491.14587	306
491.40411	299
491.66238	298
491.92065	293
492.17889	304
492.43713	282
492.69537	294
492.95364	306
493.21188	294
493.47012	298
493.72833	321
493.98657	296
494.24481	298
494.50305	291
494.76126	285
495.0195	294
495.27771	310
495.53592	310
495.79413	299
496.05234	305
496.31055	308
496.56876	293
496.82697	300
497.08517	290
497.34335	320
497.60156	297
497.85974	297
498.11795	302
498.37613	278
498.63431	303
498.89249	306
499.15067	286
499.40884	292
499.66702	295
499.92517	299
500.18335	301
500.44153	302
500.69968	296
500.95782	282
501.216	318
501.47415	282
501.7323	290
501.99045	303
502.24857	276
502.50671	302
502.76486	291
503.02298	293
503.28113	283
503.53925	306
503.79739	316
504.05551	307
504.31363	283
504.57175	282
504.82986	306
505.08798	293
505.34607	298
505.60419	303
505.86227	311
506.12039	280
506.37848	303
506.63657	303
506.89465	276
507.15277	291
507.41083	298
507.66891	312
507.927	313
508.18509	297
508.44315	275
508.70123	317
508.95929	316
509.21735	296
509.4754	305
509.73346	299
509.99152	288
510.24957	309
510.50763	307
510.76569	316
511.02371	316
511.28174	307
511.53979	296
511.79782	283
512.05585	293
512.3139	285
512.5719	293
