Date and Time:                Tue Apr 16 17:19:02.684 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	301
448.24188	298
448.50052	278
448.75912	304
449.01776	305
449.2764	299
449.535	299
449.79364	285
450.05225	306
450.31085	293
450.56949	295
450.82809	322
451.0867	304
451.34531	297
451.60391	296
451.86252	312
452.12112	311
452.37973	311
452.63834	293
452.89691	304
453.15552	284
453.41412	300
453.6727	305
453.9313	296
454.18988	300
454.44846	291
454.70706	307
454.96564	308
455.22421	287
455.48279	297
455.74136	310
455.99994	308
456.25851	285
456.51709	314
456.77567	288
457.03424	281
457.29279	316
457.55136	312
457.80991	328
458.06848	296
458.32703	301
458.5856	288
458.84415	288
459.10269	303
459.36124	280
459.61978	285
459.87833	280
460.13687	304
460.39542	291
460.65396	322
460.91251	318
461.17102	299
461.42957	296
461.68811	301
461.94662	304
462.20514	304
462.46368	298
462.7222	307
462.98071	302
463.23923	297
463.49777	320
463.75629	297
464.01477	294
464.27328	308
464.5318	281
464.79031	288
465.0488	284
465.30731	305
465.56583	294
465.82431	294
466.08279	307
466.34131	301
466.59979	317
466.85828	311
467.11676	275
467.37524	301
467.63373	322
467.89221	291
468.1507	292
468.40918	312
468.66763	279
468.92612	291
469.18457	288
469.44305	288
469.70151	299
469.95999	304
470.21844	302
470.4769	296
470.73535	319
470.9938	296
471.25226	303
471.51071	302
471.76917	304
472.02759	293
472.28604	287
472.54449	299
472.80292	316
473.06137	278
473.31979	302
473.57822	300
473.83664	286
474.09506	313
474.35352	306
474.61191	312
474.87033	321
475.12875	302
475.38718	285
475.6456	314
475.90399	281
476.16241	305
476.42081	290
476.6792	309
476.93762	306
477.19601	322
477.45441	297
477.7128	299
477.97119	308
478.22958	307
478.48798	291
478.74637	313
479.00473	294
479.26312	318
479.52148	299
479.77988	298
480.03824	313
480.2966	298
480.55496	286
480.81335	335
481.07172	296
481.33005	301
481.58841	316
481.84677	323
482.10513	290
482.36346	297
482.62183	298
482.88016	294
483.13852	320
483.39685	295
483.65518	303
483.91351	308
484.17184	303
484.43018	290
484.68851	310
484.94684	300
485.20517	294
485.46347	283
485.7218	299
485.9801	293
486.23843	312
486.49673	305
486.75504	295
487.01334	311
487.27164	300
487.52994	291
487.78824	301
488.04654	292
488.30484	286
488.56311	281
488.82141	285
489.07968	308
489.33798	300
489.59625	316
489.85452	291
490.11279	292
490.37106	313
490.62933	276
490.8876	317
491.14587	270
491.40411	305
491.66238	290
491.92065	290
492.17889	306
492.43713	285
492.69537	298
492.95364	291
493.21188	314
493.47012	323
493.72833	304
493.98657	289
494.24481	315
494.50305	295
494.76126	303
495.0195	288
495.27771	290
495.53592	300
495.79413	290
496.05234	290
496.31055	287
496.56876	289
496.82697	298
497.08517	318
497.34335	303
497.60156	304
497.85974	301
498.11795	305
498.37613	305
498.63431	323
498.89249	311
499.15067	291
499.40884	308
499.66702	314
499.92517	296
500.18335	283
500.44153	297
500.69968	303
500.95782	317
501.216	274
501.47415	274
501.7323	291
501.99045	310
502.24857	312
502.50671	302
502.76486	306
503.02298	323
503.28113	284
503.53925	286
503.79739	302
504.05551	302
504.31363	314
504.57175	310
504.82986	294
505.08798	302
505.34607	297
505.60419	304
505.86227	289
506.12039	309
506.37848	305
506.63657	284
506.89465	300
507.15277	267
507.41083	301
507.66891	323
507.927	299
508.18509	290
508.44315	302
508.70123	319
508.95929	313
509.21735	283
509.4754	303
509.73346	283
509.99152	299
510.24957	298
510.50763	294
510.76569	281
511.02371	291
511.28174	303
511.53979	312
511.79782	286
512.05585	299
512.3139	302
512.5719	305
