Date and Time:                Tue Apr 16 17:19:40.933 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	306
448.24188	316
448.50052	292
448.75912	299
449.01776	324
449.2764	291
449.535	285
449.79364	302
450.05225	300
450.31085	317
450.56949	292
450.82809	308
451.0867	303
451.34531	310
451.60391	310
451.86252	307
452.12112	302
452.37973	324
452.63834	293
452.89691	299
453.15552	306
453.41412	318
453.6727	302
453.9313	299
454.18988	309
454.44846	317
454.70706	303
454.96564	290
455.22421	294
455.48279	309
455.74136	297
455.99994	304
456.25851	297
456.51709	307
456.77567	296
457.03424	291
457.29279	309
457.55136	290
457.80991	299
458.06848	278
458.32703	300
458.5856	286
458.84415	293
459.10269	268
459.36124	292
459.61978	307
459.87833	318
460.13687	321
460.39542	318
460.65396	307
460.91251	309
461.17102	301
461.42957	308
461.68811	308
461.94662	321
462.20514	313
462.46368	301
462.7222	319
462.98071	299
463.23923	297
463.49777	297
463.75629	300
464.01477	312
464.27328	307
464.5318	312
464.79031	313
465.0488	313
465.30731	305
465.56583	296
465.82431	295
466.08279	310
466.34131	313
466.59979	309
466.85828	283
467.11676	292
467.37524	274
467.63373	307
467.89221	307
468.1507	297
468.40918	326
468.66763	302
468.92612	286
469.18457	298
469.44305	312
469.70151	298
469.95999	281
470.21844	289
470.4769	283
470.73535	294
470.9938	314
471.25226	308
471.51071	301
471.76917	317
472.02759	306
472.28604	314
472.54449	303
472.80292	312
473.06137	327
473.31979	312
473.57822	302
473.83664	301
474.09506	311
474.35352	295
474.61191	300
474.87033	304
475.12875	306
475.38718	294
475.6456	312
475.90399	308
476.16241	302
476.42081	298
476.6792	308
476.93762	300
477.19601	293
477.45441	305
477.7128	306
477.97119	295
478.22958	281
478.48798	321
478.74637	286
479.00473	301
479.26312	302
479.52148	309
479.77988	294
480.03824	301
480.2966	310
480.55496	292
480.81335	297
481.07172	312
481.33005	308
481.58841	306
481.84677	310
482.10513	297
482.36346	290
482.62183	314
482.88016	304
483.13852	284
483.39685	308
483.65518	301
483.91351	290
484.17184	276
484.43018	325
484.68851	308
484.94684	290
485.20517	316
485.46347	306
485.7218	308
485.9801	301
486.23843	283
486.49673	311
486.75504	306
487.01334	311
487.27164	288
487.52994	311
487.78824	303
488.04654	313
488.30484	317
488.56311	313
488.82141	323
489.07968	292
489.33798	298
489.59625	301
489.85452	295
490.11279	305
490.37106	318
490.62933	307
490.8876	305
491.14587	301
491.40411	291
491.66238	290
491.92065	310
492.17889	302
492.43713	305
492.69537	318
492.95364	302
493.21188	305
493.47012	302
493.72833	287
493.98657	298
494.24481	298
494.50305	289
494.76126	290
495.0195	300
495.27771	290
495.53592	295
495.79413	301
496.05234	326
496.31055	313
496.56876	295
496.82697	311
497.08517	292
497.34335	300
497.60156	296
497.85974	294
498.11795	305
498.37613	291
498.63431	292
498.89249	308
499.15067	269
499.40884	290
499.66702	301
499.92517	311
500.18335	290
500.44153	314
500.69968	303
500.95782	309
501.216	293
501.47415	285
501.7323	315
501.99045	309
502.24857	303
502.50671	291
502.76486	301
503.02298	304
503.28113	304
503.53925	290
503.79739	325
504.05551	305
504.31363	288
504.57175	307
504.82986	318
505.08798	308
505.34607	312
505.60419	317
505.86227	304
506.12039	311
506.37848	293
506.63657	305
506.89465	285
507.15277	302
507.41083	306
507.66891	301
507.927	306
508.18509	286
508.44315	298
508.70123	303
508.95929	299
509.21735	340
509.4754	298
509.73346	301
509.99152	293
510.24957	301
510.50763	297
510.76569	293
511.02371	308
511.28174	307
511.53979	292
511.79782	311
512.05585	297
512.3139	313
512.5719	292
