Date and Time:                Tue Apr 16 17:18:31.054 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	298
448.24188	291
448.50052	305
448.75912	319
449.01776	301
449.2764	305
449.535	273
449.79364	309
450.05225	316
450.31085	307
450.56949	307
450.82809	325
451.0867	310
451.34531	308
451.60391	285
451.86252	315
452.12112	301
452.37973	309
452.63834	291
452.89691	298
453.15552	308
453.41412	296
453.6727	301
453.9313	312
454.18988	302
454.44846	295
454.70706	311
454.96564	298
455.22421	308
455.48279	300
455.74136	304
455.99994	309
456.25851	313
456.51709	307
456.77567	312
457.03424	324
457.29279	301
457.55136	323
457.80991	307
458.06848	325
458.32703	315
458.5856	307
458.84415	303
459.10269	283
459.36124	297
459.61978	315
459.87833	307
460.13687	296
460.39542	313
460.65396	305
460.91251	283
461.17102	309
461.42957	315
461.68811	298
461.94662	314
462.20514	299
462.46368	291
462.7222	313
462.98071	306
463.23923	306
463.49777	303
463.75629	325
464.01477	299
464.27328	304
464.5318	311
464.79031	308
465.0488	320
465.30731	282
465.56583	319
465.82431	298
466.08279	324
466.34131	290
466.59979	305
466.85828	294
467.11676	316
467.37524	293
467.63373	304
467.89221	295
468.1507	294
468.40918	296
468.66763	307
468.92612	296
469.18457	306
469.44305	313
469.70151	300
469.95999	310
470.21844	299
470.4769	307
470.73535	301
470.9938	313
471.25226	290
471.51071	288
471.76917	280
472.02759	314
472.28604	292
472.54449	288
472.80292	307
473.06137	298
473.31979	311
473.57822	295
473.83664	291
474.09506	297
474.35352	287
474.61191	302
474.87033	317
475.12875	295
475.38718	305
475.6456	289
475.90399	298
476.16241	308
476.42081	310
476.6792	302
476.93762	296
477.19601	316
477.45441	295
477.7128	301
477.97119	314
478.22958	294
478.48798	317
478.74637	314
479.00473	317
479.26312	309
479.52148	308
479.77988	297
480.03824	309
480.2966	310
480.55496	314
480.81335	309
481.07172	296
481.33005	304
481.58841	280
481.84677	305
482.10513	308
482.36346	321
482.62183	291
482.88016	312
483.13852	288
483.39685	297
483.65518	301
483.91351	288
484.17184	305
484.43018	303
484.68851	312
484.94684	299
485.20517	306
485.46347	293
485.7218	311
485.9801	276
486.23843	315
486.49673	307
486.75504	302
487.01334	313
487.27164	305
487.52994	309
487.78824	286
488.04654	318
488.30484	288
488.56311	277
488.82141	289
489.07968	277
489.33798	316
489.59625	293
489.85452	308
490.11279	292
490.37106	313
490.62933	327
490.8876	320
491.14587	310
491.40411	322
491.66238	308
491.92065	296
492.17889	292
492.43713	299
492.69537	294
492.95364	299
493.21188	300
493.47012	313
493.72833	310
493.98657	310
494.24481	317
494.50305	309
494.76126	326
495.0195	299
495.27771	311
495.53592	288
495.79413	307
496.05234	293
496.31055	291
496.56876	330
496.82697	285
497.08517	307
497.34335	294
497.60156	288
497.85974	320
498.11795	292
498.37613	308
498.63431	314
498.89249	305
499.15067	302
499.40884	302
499.66702	308
499.92517	299
500.18335	289
500.44153	305
500.69968	290
500.95782	309
501.216	311
501.47415	309
501.7323	304
501.99045	301
502.24857	290
502.50671	304
502.76486	300
503.02298	297
503.28113	310
503.53925	290
503.79739	305
504.05551	288
504.31363	289
504.57175	316
504.82986	311
505.08798	296
505.34607	323
505.60419	305
505.86227	310
506.12039	306
506.37848	303
506.63657	313
506.89465	324
507.15277	309
507.41083	297
507.66891	306
507.927	314
508.18509	311
508.44315	298
508.70123	305
508.95929	314
509.21735	300
509.4754	299
509.73346	314
509.99152	302
510.24957	302
510.50763	308
510.76569	309
511.02371	297
511.28174	292
511.53979	319
511.79782	305
512.05585	296
512.3139	317
512.5719	300
