Date and Time:                Thu Apr 18 12:14:34.781 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	5344
448.24188	5289
448.50052	5524
448.75912	5670
449.01776	5401
449.2764	5584
449.535	5586
449.79364	5723
450.05225	5713
450.31085	5720
450.56949	5512
450.82809	5575
451.0867	5472
451.34531	5389
451.60391	5350
451.86252	5284
452.12112	5324
452.37973	5167
452.63834	5162
452.89691	5056
453.15552	5049
453.41412	5004
453.6727	4840
453.9313	4964
454.18988	4867
454.44846	4933
454.70706	4658
454.96564	4733
455.22421	4606
455.48279	4541
455.74136	4506
455.99994	4675
456.25851	4336
456.51709	4452
456.77567	4604
457.03424	4449
457.29279	4433
457.55136	4410
457.80991	4450
458.06848	4272
458.32703	4458
458.5856	4464
458.84415	4360
459.10269	4400
459.36124	4447
459.61978	4398
459.87833	4453
460.13687	4478
460.39542	4502
460.65396	4520
460.91251	4466
461.17102	4554
461.42957	4424
461.68811	4556
461.94662	4564
462.20514	4585
462.46368	4588
462.7222	4641
462.98071	4590
463.23923	4641
463.49777	4704
463.75629	4638
464.01477	4755
464.27328	4860
464.5318	4763
464.79031	4798
465.0488	4674
465.30731	5056
465.56583	4913
465.82431	4941
466.08279	5048
466.34131	5011
466.59979	5148
466.85828	5253
467.11676	5277
467.37524	5315
467.63373	5221
467.89221	5289
468.1507	5292
468.40918	5496
468.66763	5449
468.92612	5433
469.18457	5596
469.44305	5604
469.70151	5575
469.95999	5716
470.21844	5767
470.4769	6015
470.73535	5876
470.9938	5899
471.25226	5996
471.51071	6106
471.76917	5932
472.02759	6111
472.28604	6233
472.54449	6134
472.80292	6310
473.06137	6384
473.31979	6360
473.57822	6337
473.83664	6493
474.09506	6423
474.35352	6521
474.61191	6491
474.87033	6467
475.12875	6552
475.38718	6594
475.6456	6638
475.90399	6827
476.16241	6837
476.42081	6771
476.6792	6931
476.93762	6753
477.19601	7041
477.45441	7070
477.7128	7004
477.97119	6967
478.22958	6981
478.48798	7232
478.74637	7100
479.00473	7152
479.26312	7095
479.52148	7172
479.77988	7198
480.03824	7379
480.2966	7138
480.55496	7316
480.81335	7085
481.07172	7143
481.33005	7322
481.58841	7171
481.84677	7364
482.10513	7378
482.36346	7131
482.62183	7348
482.88016	7160
483.13852	7246
483.39685	7375
483.65518	7372
483.91351	7360
484.17184	7474
484.43018	7405
484.68851	7298
484.94684	7401
485.20517	7431
485.46347	7635
485.7218	7616
485.9801	7385
486.23843	7415
486.49673	7391
486.75504	7562
487.01334	7362
487.27164	7445
487.52994	7277
487.78824	7570
488.04654	7511
488.30484	7458
488.56311	7343
488.82141	7262
489.07968	7492
489.33798	7458
489.59625	7507
489.85452	7434
490.11279	7361
490.37106	7511
490.62933	7473
490.8876	7336
491.14587	7512
491.40411	7497
491.66238	7514
491.92065	7244
492.17889	7483
492.43713	7476
492.69537	7322
492.95364	7424
493.21188	7389
493.47012	7359
493.72833	7466
493.98657	7439
494.24481	7514
494.50305	7365
494.76126	7429
495.0195	7629
495.27771	7317
495.53592	7646
495.79413	7395
496.05234	7551
496.31055	7457
496.56876	7374
496.82697	7457
497.08517	7536
497.34335	7398
497.60156	7623
497.85974	7410
498.11795	7552
498.37613	7331
498.63431	7447
498.89249	7431
499.15067	7407
499.40884	7593
499.66702	7529
499.92517	7554
500.18335	7455
500.44153	7467
500.69968	7507
500.95782	7463
501.216	7552
501.47415	7432
501.7323	7325
501.99045	7365
502.24857	7593
502.50671	7411
502.76486	7370
503.02298	7593
503.28113	7314
503.53925	7335
503.79739	7302
504.05551	7227
504.31363	7299
504.57175	7423
