Date and Time:                Tue Apr 16 17:34:40.968 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	5128
448.24188	5301
448.50052	5236
448.75912	5278
449.01776	5401
449.2764	5400
449.535	5368
449.79364	5473
450.05225	5375
450.31085	5508
450.56949	5390
450.82809	5290
451.0867	5517
451.34531	5249
451.60391	5204
451.86252	5063
452.12112	5000
452.37973	4945
452.63834	5008
452.89691	4853
453.15552	4822
453.41412	4678
453.6727	4750
453.9313	4623
454.18988	4524
454.44846	4396
454.70706	4503
454.96564	4428
455.22421	4327
455.48279	4326
455.74136	4344
455.99994	4318
456.25851	4343
456.51709	4278
456.77567	4176
457.03424	4214
457.29279	4108
457.55136	4191
457.80991	4089
458.06848	4061
458.32703	4212
458.5856	4154
458.84415	4162
459.10269	4205
459.36124	4169
459.61978	4125
459.87833	4184
460.13687	4177
460.39542	4208
460.65396	4159
460.91251	4190
461.17102	4207
461.42957	4056
461.68811	4350
461.94662	4353
462.20514	4145
462.46368	4241
462.7222	4347
462.98071	4292
463.23923	4366
463.49777	4223
463.75629	4304
464.01477	4453
464.27328	4357
464.5318	4425
464.79031	4424
465.0488	4549
465.30731	4465
465.56583	4542
465.82431	4656
466.08279	4803
466.34131	4770
466.59979	4801
466.85828	4817
467.11676	4895
467.37524	4833
467.63373	4881
467.89221	4931
468.1507	4963
468.40918	5002
468.66763	5058
468.92612	5090
469.18457	5148
469.44305	4914
469.70151	5279
469.95999	5305
470.21844	5387
470.4769	5441
470.73535	5386
470.9938	5468
471.25226	5528
471.51071	5549
471.76917	5581
472.02759	5704
472.28604	5678
472.54449	5791
472.80292	5837
473.06137	5865
473.31979	5911
473.57822	5956
473.83664	5941
474.09506	5954
474.35352	6063
474.61191	5983
474.87033	6076
475.12875	6075
475.38718	6262
475.6456	6290
475.90399	6158
476.16241	6317
476.42081	6226
476.6792	6098
476.93762	6401
477.19601	6417
477.45441	6544
477.7128	6453
477.97119	6489
478.22958	6352
478.48798	6503
478.74637	6465
479.00473	6548
479.26312	6814
479.52148	6626
479.77988	6550
480.03824	6655
480.2966	6552
480.55496	6657
480.81335	6563
481.07172	6617
481.33005	6742
481.58841	6668
481.84677	6706
482.10513	6812
482.36346	6800
482.62183	6773
482.88016	6977
483.13852	6634
483.39685	6708
483.65518	6656
483.91351	6779
484.17184	6832
484.43018	6908
484.68851	6758
484.94684	7012
485.20517	6829
485.46347	6818
485.7218	6946
485.9801	6903
486.23843	6795
486.49673	6860
486.75504	6876
487.01334	6858
487.27164	6827
487.52994	7186
487.78824	6809
488.04654	6982
488.30484	6830
488.56311	7025
488.82141	7002
489.07968	6938
489.33798	6818
489.59625	6873
489.85452	6925
490.11279	6788
490.37106	6908
490.62933	6995
490.8876	6810
491.14587	6777
491.40411	6807
491.66238	6875
491.92065	6813
492.17889	6841
492.43713	6942
492.69537	7135
492.95364	6992
493.21188	6809
493.47012	6845
493.72833	6878
493.98657	6969
494.24481	6670
494.50305	6881
494.76126	6893
495.0195	6847
495.27771	6851
495.53592	6984
495.79413	6728
496.05234	6896
496.31055	6882
496.56876	6858
496.82697	6880
497.08517	6849
497.34335	7073
497.60156	6722
497.85974	6858
498.11795	6977
498.37613	7006
498.63431	6931
498.89249	7071
499.15067	6971
499.40884	6811
499.66702	6881
499.92517	6818
500.18335	6996
500.44153	7054
500.69968	6860
500.95782	6789
501.216	6818
501.47415	6900
501.7323	6910
501.99045	6823
502.24857	6894
502.50671	6899
502.76486	6817
503.02298	6714
503.28113	6945
503.53925	6739
503.79739	6793
504.05551	6842
504.31363	6765
504.57175	6933
