Date and Time:                Wed Apr 17 12:19:12.023 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	7520
448.24188	7673
448.50052	7960
448.75912	8082
449.01776	8041
449.2764	8120
449.535	8082
449.79364	8268
450.05225	8380
450.31085	8024
450.56949	8172
450.82809	8193
451.0867	8186
451.34531	8075
451.60391	7618
451.86252	7745
452.12112	7514
452.37973	7691
452.63834	7374
452.89691	7229
453.15552	7106
453.41412	6836
453.6727	6852
453.9313	6686
454.18988	6866
454.44846	6480
454.70706	6540
454.96564	6609
455.22421	6360
455.48279	6376
455.74136	6483
455.99994	6208
456.25851	6158
456.51709	6340
456.77567	6119
457.03424	5991
457.29279	6053
457.55136	6044
457.80991	5938
458.06848	5872
458.32703	5992
458.5856	5783
458.84415	6153
459.10269	5967
459.36124	5952
459.61978	5775
459.87833	5775
460.13687	5983
460.39542	5927
460.65396	5834
460.91251	5823
461.17102	5883
461.42957	5866
461.68811	6044
461.94662	5800
462.20514	6063
462.46368	6038
462.7222	5931
462.98071	6150
463.23923	5981
463.49777	6085
463.75629	6020
464.01477	6076
464.27328	6158
464.5318	6047
464.79031	6200
465.0488	6364
465.30731	6367
465.56583	6372
465.82431	6506
466.08279	6485
466.34131	6558
466.59979	6548
466.85828	6705
467.11676	6816
467.37524	6781
467.63373	6806
467.89221	6782
468.1507	6931
468.40918	7033
468.66763	6944
468.92612	7149
469.18457	7030
469.44305	7176
469.70151	7151
469.95999	7443
470.21844	7266
470.4769	7386
470.73535	7398
470.9938	7532
471.25226	7605
471.51071	7536
471.76917	7589
472.02759	7659
472.28604	7844
472.54449	7909
472.80292	7699
473.06137	7939
473.31979	7906
473.57822	7846
473.83664	8233
474.09506	8163
474.35352	8081
474.61191	8116
474.87033	8225
475.12875	8423
475.38718	8480
475.6456	8408
475.90399	8393
476.16241	8388
476.42081	8515
476.6792	8565
476.93762	8564
477.19601	8694
477.45441	8690
477.7128	8728
477.97119	8686
478.22958	8753
478.48798	8759
478.74637	8750
479.00473	8887
479.26312	8945
479.52148	8940
479.77988	9023
480.03824	9016
480.2966	8839
480.55496	8951
480.81335	9207
481.07172	9076
481.33005	9062
481.58841	9112
481.84677	9175
482.10513	9149
482.36346	9106
482.62183	9128
482.88016	9030
483.13852	9236
483.39685	9175
483.65518	9136
483.91351	9246
484.17184	9472
484.43018	9236
484.68851	9272
484.94684	9248
485.20517	9197
485.46347	9186
485.7218	9246
485.9801	9171
486.23843	9256
486.49673	9281
486.75504	9196
487.01334	9309
487.27164	9242
487.52994	9331
487.78824	9227
488.04654	9139
488.30484	9141
488.56311	9231
488.82141	9331
489.07968	9308
489.33798	9253
489.59625	9292
489.85452	9278
490.11279	9247
490.37106	9356
490.62933	9238
490.8876	9343
491.14587	9297
491.40411	9435
491.66238	9149
491.92065	9199
492.17889	9494
492.43713	9254
492.69537	9481
492.95364	9143
493.21188	9237
493.47012	9160
493.72833	9239
493.98657	9201
494.24481	9056
494.50305	9387
494.76126	9255
495.0195	9256
495.27771	9421
495.53592	9260
495.79413	9090
496.05234	9311
496.31055	9312
496.56876	9256
496.82697	9256
497.08517	9246
497.34335	9217
497.60156	9417
497.85974	9318
498.11795	9111
498.37613	9336
498.63431	9305
498.89249	9335
499.15067	9082
499.40884	9358
499.66702	9185
499.92517	9157
500.18335	9290
500.44153	8986
500.69968	9267
500.95782	9445
501.216	9292
501.47415	9108
501.7323	9216
501.99045	9307
502.24857	9153
502.50671	9245
502.76486	9174
503.02298	9329
503.28113	9378
503.53925	9167
503.79739	9125
504.05551	9364
504.31363	8954
504.57175	9059
