Date and Time:                Wed Apr 17 12:17:58.458 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	7711
448.24188	7688
448.50052	7862
448.75912	7859
449.01776	8006
449.2764	8049
449.535	8141
449.79364	8214
450.05225	8421
450.31085	8111
450.56949	8172
450.82809	8201
451.0867	7914
451.34531	7967
451.60391	7797
451.86252	7617
452.12112	7561
452.37973	7413
452.63834	7205
452.89691	7313
453.15552	7174
453.41412	7088
453.6727	7073
453.9313	7149
454.18988	6734
454.44846	6830
454.70706	6689
454.96564	6614
455.22421	6474
455.48279	6348
455.74136	6492
455.99994	6236
456.25851	6224
456.51709	6121
456.77567	6214
457.03424	6131
457.29279	6199
457.55136	6032
457.80991	6010
458.06848	6038
458.32703	5961
458.5856	5973
458.84415	5901
459.10269	5903
459.36124	5953
459.61978	5902
459.87833	5930
460.13687	5944
460.39542	5926
460.65396	5870
460.91251	5929
461.17102	5949
461.42957	5929
461.68811	5895
461.94662	5984
462.20514	6085
462.46368	5967
462.7222	6065
462.98071	5985
463.23923	5976
463.49777	6108
463.75629	6105
464.01477	6078
464.27328	6223
464.5318	6328
464.79031	6347
465.0488	6322
465.30731	6454
465.56583	6346
465.82431	6562
466.08279	6379
466.34131	6644
466.59979	6633
466.85828	6639
467.11676	6729
467.37524	6837
467.63373	6610
467.89221	6831
468.1507	6763
468.40918	7066
468.66763	7160
468.92612	7086
469.18457	7217
469.44305	7136
469.70151	7267
469.95999	7227
470.21844	7382
470.4769	7447
470.73535	7418
470.9938	7752
471.25226	7507
471.51071	7573
471.76917	7970
472.02759	7653
472.28604	7976
472.54449	7882
472.80292	7897
473.06137	7939
473.31979	8123
473.57822	8127
473.83664	8232
474.09506	8239
474.35352	8233
474.61191	8404
474.87033	8398
475.12875	8396
475.38718	8485
475.6456	8463
475.90399	8594
476.16241	8496
476.42081	8671
476.6792	8664
476.93762	8663
477.19601	8895
477.45441	8715
477.7128	8704
477.97119	8875
478.22958	8856
478.48798	8821
478.74637	8817
479.00473	8979
479.26312	8970
479.52148	9187
479.77988	9312
480.03824	9370
480.2966	9183
480.55496	9216
480.81335	9196
481.07172	9143
481.33005	9293
481.58841	9062
481.84677	9219
482.10513	9256
482.36346	9374
482.62183	9325
482.88016	9434
483.13852	9304
483.39685	9371
483.65518	9449
483.91351	9364
484.17184	9290
484.43018	9319
484.68851	9202
484.94684	9398
485.20517	9292
485.46347	9332
485.7218	9375
485.9801	9395
486.23843	9354
486.49673	9360
486.75504	9396
487.01334	9391
487.27164	9490
487.52994	9586
487.78824	9323
488.04654	9330
488.30484	9423
488.56311	9158
488.82141	9403
489.07968	9455
489.33798	9296
489.59625	9569
489.85452	9414
490.11279	9494
490.37106	9489
490.62933	9168
490.8876	9352
491.14587	9577
491.40411	9441
491.66238	9313
491.92065	9532
492.17889	9479
492.43713	9420
492.69537	9359
492.95364	9386
493.21188	9188
493.47012	9624
493.72833	9383
493.98657	9381
494.24481	9670
494.50305	9331
494.76126	9531
495.0195	9523
495.27771	9512
495.53592	9107
495.79413	9483
496.05234	9306
496.31055	9273
496.56876	9313
496.82697	9250
497.08517	9558
497.34335	9376
497.60156	9396
497.85974	9313
498.11795	9368
498.37613	9262
498.63431	9521
498.89249	9361
499.15067	9446
499.40884	9342
499.66702	9252
499.92517	9522
500.18335	9209
500.44153	9240
500.69968	9397
500.95782	9483
501.216	9460
501.47415	9314
501.7323	9355
501.99045	9449
502.24857	9156
502.50671	9426
502.76486	9294
503.02298	9201
503.28113	9280
503.53925	9463
503.79739	9174
504.05551	9347
504.31363	9168
504.57175	9382
