Date and Time:                Wed Apr 17 12:17:30.694 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	7531
448.24188	7704
448.50052	7829
448.75912	7928
449.01776	7825
449.2764	7994
449.535	8323
449.79364	8073
450.05225	8127
450.31085	8172
450.56949	8108
450.82809	8056
451.0867	7953
451.34531	8079
451.60391	7716
451.86252	7584
452.12112	7494
452.37973	7392
452.63834	7174
452.89691	7397
453.15552	7073
453.41412	6890
453.6727	6769
453.9313	6826
454.18988	6763
454.44846	6636
454.70706	6816
454.96564	6614
455.22421	6527
455.48279	6306
455.74136	6448
455.99994	6363
456.25851	6277
456.51709	6178
456.77567	6096
457.03424	6090
457.29279	6095
457.55136	6105
457.80991	6076
458.06848	6087
458.32703	6027
458.5856	6043
458.84415	5876
459.10269	5958
459.36124	5912
459.61978	6003
459.87833	6021
460.13687	5992
460.39542	5904
460.65396	5890
460.91251	6078
461.17102	5831
461.42957	5872
461.68811	6108
461.94662	5934
462.20514	6068
462.46368	5866
462.7222	5955
462.98071	6061
463.23923	6195
463.49777	6094
463.75629	6126
464.01477	6249
464.27328	6339
464.5318	6350
464.79031	6396
465.0488	6346
465.30731	6521
465.56583	6362
465.82431	6474
466.08279	6593
466.34131	6610
466.59979	6733
466.85828	6748
467.11676	6768
467.37524	6895
467.63373	6941
467.89221	6959
468.1507	7170
468.40918	6902
468.66763	7143
468.92612	7144
469.18457	7128
469.44305	7256
469.70151	7489
469.95999	7386
470.21844	7370
470.4769	7657
470.73535	7569
470.9938	7615
471.25226	7692
471.51071	7832
471.76917	7825
472.02759	7972
472.28604	7863
472.54449	8010
472.80292	7869
473.06137	8072
473.31979	8129
473.57822	8080
473.83664	8242
474.09506	8280
474.35352	8486
474.61191	8323
474.87033	8593
475.12875	8526
475.38718	8611
475.6456	8458
475.90399	8568
476.16241	8588
476.42081	8452
476.6792	8805
476.93762	8792
477.19601	8838
477.45441	8916
477.7128	8997
477.97119	8913
478.22958	8852
478.48798	9076
478.74637	9067
479.00473	9109
479.26312	9073
479.52148	8987
479.77988	9206
480.03824	9265
480.2966	9136
480.55496	9249
480.81335	9213
481.07172	9249
481.33005	9208
481.58841	9289
481.84677	9252
482.10513	9363
482.36346	9306
482.62183	9410
482.88016	9229
483.13852	9370
483.39685	9255
483.65518	9231
483.91351	9392
484.17184	9411
484.43018	9537
484.68851	9290
484.94684	9407
485.20517	9546
485.46347	9407
485.7218	9316
485.9801	9457
486.23843	9197
486.49673	9539
486.75504	9398
487.01334	9575
487.27164	9498
487.52994	9192
487.78824	9466
488.04654	9503
488.30484	9547
488.56311	9586
488.82141	9413
489.07968	9516
489.33798	9519
489.59625	9652
489.85452	9454
490.11279	9428
490.37106	9419
490.62933	9314
490.8876	9414
491.14587	9345
491.40411	9529
491.66238	9519
491.92065	9380
492.17889	9773
492.43713	9500
492.69537	9480
492.95364	9604
493.21188	9282
493.47012	9710
493.72833	9410
493.98657	9526
494.24481	9307
494.50305	9560
494.76126	9538
495.0195	9537
495.27771	9549
495.53592	9534
495.79413	9367
496.05234	9479
496.31055	9348
496.56876	9520
496.82697	9397
497.08517	9526
497.34335	9550
497.60156	9390
497.85974	9683
498.11795	9389
498.37613	9447
498.63431	9469
498.89249	9437
499.15067	9481
499.40884	9648
499.66702	9460
499.92517	9422
500.18335	9349
500.44153	9517
500.69968	9477
500.95782	9431
501.216	9413
501.47415	9599
501.7323	9380
501.99045	9486
502.24857	9412
502.50671	9476
502.76486	9265
503.02298	9511
503.28113	9301
503.53925	9481
503.79739	9532
504.05551	9312
504.31363	9222
504.57175	9358
