Date and Time:                Wed Apr 17 12:19:02.813 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	7677
448.24188	7625
448.50052	7806
448.75912	7813
449.01776	8155
449.2764	8053
449.535	7976
449.79364	8145
450.05225	7953
450.31085	8129
450.56949	7939
450.82809	7894
451.0867	7878
451.34531	7842
451.60391	7776
451.86252	7559
452.12112	7370
452.37973	7315
452.63834	7232
452.89691	7294
453.15552	6957
453.41412	7008
453.6727	6847
453.9313	6727
454.18988	6940
454.44846	6560
454.70706	6504
454.96564	6407
455.22421	6266
455.48279	6250
455.74136	6170
455.99994	6212
456.25851	6212
456.51709	6082
456.77567	6041
457.03424	6005
457.29279	6090
457.55136	6089
457.80991	5809
458.06848	5979
458.32703	5894
458.5856	5987
458.84415	6124
459.10269	5972
459.36124	5721
459.61978	6042
459.87833	5905
460.13687	5928
460.39542	5801
460.65396	5983
460.91251	5902
461.17102	5793
461.42957	5846
461.68811	5816
461.94662	6036
462.20514	5955
462.46368	6105
462.7222	6058
462.98071	5945
463.23923	5986
463.49777	6035
463.75629	6037
464.01477	6267
464.27328	6177
464.5318	6251
464.79031	6234
465.0488	6462
465.30731	6309
465.56583	6377
465.82431	6459
466.08279	6371
466.34131	6383
466.59979	6532
466.85828	6519
467.11676	6628
467.37524	6749
467.63373	6644
467.89221	6886
468.1507	7022
468.40918	6911
468.66763	6996
468.92612	6928
469.18457	7179
469.44305	7229
469.70151	7333
469.95999	7228
470.21844	7181
470.4769	7285
470.73535	7238
470.9938	7581
471.25226	7421
471.51071	7614
471.76917	7507
472.02759	7749
472.28604	7859
472.54449	7838
472.80292	8157
473.06137	7944
473.31979	7903
473.57822	8062
473.83664	8011
474.09506	8219
474.35352	8206
474.61191	8304
474.87033	8358
475.12875	8383
475.38718	8418
475.6456	8258
475.90399	8461
476.16241	8433
476.42081	8676
476.6792	8600
476.93762	8611
477.19601	8765
477.45441	8712
477.7128	8619
477.97119	8817
478.22958	8766
478.48798	8805
478.74637	8826
479.00473	8875
479.26312	8908
479.52148	8884
479.77988	9019
480.03824	8931
480.2966	9010
480.55496	9181
480.81335	8976
481.07172	9034
481.33005	9093
481.58841	9064
481.84677	9227
482.10513	9116
482.36346	9249
482.62183	9123
482.88016	9011
483.13852	9234
483.39685	9155
483.65518	9281
483.91351	9195
484.17184	9269
484.43018	9290
484.68851	9301
484.94684	9389
485.20517	9217
485.46347	9034
485.7218	9230
485.9801	9130
486.23843	9241
486.49673	9222
486.75504	9533
487.01334	9213
487.27164	9533
487.52994	9203
487.78824	9252
488.04654	9329
488.30484	9400
488.56311	9239
488.82141	9443
489.07968	9328
489.33798	9230
489.59625	9244
489.85452	9410
490.11279	9251
490.37106	9066
490.62933	9340
490.8876	9293
491.14587	9177
491.40411	9133
491.66238	9383
491.92065	9468
492.17889	9146
492.43713	9456
492.69537	9338
492.95364	9327
493.21188	9327
493.47012	9432
493.72833	9357
493.98657	9187
494.24481	9488
494.50305	9389
494.76126	9255
495.0195	9208
495.27771	9326
495.53592	9479
495.79413	9136
496.05234	9180
496.31055	9184
496.56876	9329
496.82697	9254
497.08517	9356
497.34335	9141
497.60156	9229
497.85974	9221
498.11795	9253
498.37613	9136
498.63431	9165
498.89249	9200
499.15067	9091
499.40884	9269
499.66702	9364
499.92517	9418
500.18335	9275
500.44153	9129
500.69968	9264
500.95782	9119
501.216	9179
501.47415	9397
501.7323	9338
501.99045	9223
502.24857	9302
502.50671	9360
502.76486	9115
503.02298	9258
503.28113	9229
503.53925	9313
503.79739	9277
504.05551	9297
504.31363	9249
504.57175	9177
