Date and Time:                Wed Apr 17 12:18:44.395 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	7580
448.24188	7751
448.50052	7745
448.75912	7932
449.01776	7940
449.2764	7887
449.535	8044
449.79364	7952
450.05225	8191
450.31085	8150
450.56949	8196
450.82809	8164
451.0867	7899
451.34531	7746
451.60391	7933
451.86252	7550
452.12112	7514
452.37973	7503
452.63834	7340
452.89691	7202
453.15552	7048
453.41412	6936
453.6727	6874
453.9313	6822
454.18988	6717
454.44846	6606
454.70706	6773
454.96564	6435
455.22421	6373
455.48279	6304
455.74136	6354
455.99994	6295
456.25851	6120
456.51709	6237
456.77567	6116
457.03424	6140
457.29279	6019
457.55136	6102
457.80991	6025
458.06848	5840
458.32703	6010
458.5856	5949
458.84415	5945
459.10269	5952
459.36124	5935
459.61978	5943
459.87833	5875
460.13687	5874
460.39542	5731
460.65396	5939
460.91251	5993
461.17102	5990
461.42957	5800
461.68811	5932
461.94662	5927
462.20514	5945
462.46368	5963
462.7222	5940
462.98071	6232
463.23923	5988
463.49777	5972
463.75629	6141
464.01477	6244
464.27328	6189
464.5318	6166
464.79031	6250
465.0488	6222
465.30731	6417
465.56583	6135
465.82431	6427
466.08279	6461
466.34131	6454
466.59979	6475
466.85828	6715
467.11676	6648
467.37524	6601
467.63373	6658
467.89221	6717
468.1507	6814
468.40918	6819
468.66763	6975
468.92612	6894
469.18457	6973
469.44305	7197
469.70151	6988
469.95999	7266
470.21844	7429
470.4769	7248
470.73535	7614
470.9938	7289
471.25226	7443
471.51071	7550
471.76917	7624
472.02759	7653
472.28604	7651
472.54449	7699
472.80292	7750
473.06137	7924
473.31979	7890
473.57822	8043
473.83664	7959
474.09506	8284
474.35352	8252
474.61191	8424
474.87033	8275
475.12875	8358
475.38718	8382
475.6456	8448
475.90399	8580
476.16241	8478
476.42081	8632
476.6792	8503
476.93762	8627
477.19601	8615
477.45441	8708
477.7128	8627
477.97119	8617
478.22958	8682
478.48798	8979
478.74637	8598
479.00473	8874
479.26312	9017
479.52148	8860
479.77988	9030
480.03824	8987
480.2966	8947
480.55496	9254
480.81335	9177
481.07172	8874
481.33005	9103
481.58841	9260
481.84677	9258
482.10513	9191
482.36346	9426
482.62183	9048
482.88016	9273
483.13852	8975
483.39685	9084
483.65518	9298
483.91351	9148
484.17184	9322
484.43018	9397
484.68851	9328
484.94684	9133
485.20517	9384
485.46347	9234
485.7218	9274
485.9801	9255
486.23843	9427
486.49673	9321
486.75504	9263
487.01334	9346
487.27164	9315
487.52994	9359
487.78824	9279
488.04654	9269
488.30484	9361
488.56311	9137
488.82141	9254
489.07968	9305
489.33798	9370
489.59625	9328
489.85452	9399
490.11279	9302
490.37106	9466
490.62933	9266
490.8876	9211
491.14587	9191
491.40411	9387
491.66238	9386
491.92065	9541
492.17889	9231
492.43713	9377
492.69537	9163
492.95364	9444
493.21188	9291
493.47012	9160
493.72833	9376
493.98657	9492
494.24481	9241
494.50305	9416
494.76126	9273
495.0195	9180
495.27771	9139
495.53592	9298
495.79413	9259
496.05234	9328
496.31055	9305
496.56876	9185
496.82697	9171
497.08517	9431
497.34335	9185
497.60156	9122
497.85974	9256
498.11795	9282
498.37613	9530
498.63431	9275
498.89249	9268
499.15067	9281
499.40884	9316
499.66702	9164
499.92517	9276
500.18335	9322
500.44153	9368
500.69968	9432
500.95782	9240
501.216	9314
501.47415	9267
501.7323	9198
501.99045	9313
502.24857	9256
502.50671	9327
502.76486	9012
503.02298	9330
503.28113	8899
503.53925	9301
503.79739	9173
504.05551	9179
504.31363	9282
504.57175	9284
