Date and Time:                Wed Apr 17 12:17:03.274 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	7763
448.24188	7882
448.50052	7687
448.75912	7818
449.01776	8086
449.2764	8153
449.535	8114
449.79364	8210
450.05225	8184
450.31085	8264
450.56949	8304
450.82809	7975
451.0867	8021
451.34531	7989
451.60391	7841
451.86252	7688
452.12112	7831
452.37973	7533
452.63834	7239
452.89691	7385
453.15552	7282
453.41412	7180
453.6727	7021
453.9313	6893
454.18988	6841
454.44846	6822
454.70706	6708
454.96564	6601
455.22421	6415
455.48279	6509
455.74136	6379
455.99994	6419
456.25851	6375
456.51709	6165
456.77567	6177
457.03424	6303
457.29279	6051
457.55136	6108
457.80991	6130
458.06848	6136
458.32703	6121
458.5856	5940
458.84415	6029
459.10269	6055
459.36124	6143
459.61978	6137
459.87833	5938
460.13687	6065
460.39542	6148
460.65396	6213
460.91251	6128
461.17102	6068
461.42957	6109
461.68811	6374
461.94662	5973
462.20514	6282
462.46368	6123
462.7222	6162
462.98071	6263
463.23923	6222
463.49777	6168
463.75629	6293
464.01477	6466
464.27328	6241
464.5318	6403
464.79031	6444
465.0488	6445
465.30731	6557
465.56583	6495
465.82431	6538
466.08279	6629
466.34131	6879
466.59979	6803
466.85828	6815
467.11676	6766
467.37524	6912
467.63373	7081
467.89221	7111
468.1507	7101
468.40918	7068
468.66763	7265
468.92612	7126
469.18457	7342
469.44305	7383
469.70151	7395
469.95999	7481
470.21844	7502
470.4769	7601
470.73535	7761
470.9938	7686
471.25226	7855
471.51071	7875
471.76917	7917
472.02759	7948
472.28604	8033
472.54449	8041
472.80292	8242
473.06137	8142
473.31979	8216
473.57822	8390
473.83664	8503
474.09506	8453
474.35352	8335
474.61191	8464
474.87033	8512
475.12875	8877
475.38718	8677
475.6456	8609
475.90399	8884
476.16241	8785
476.42081	8857
476.6792	8863
476.93762	9012
477.19601	8944
477.45441	8961
477.7128	9088
477.97119	9017
478.22958	9055
478.48798	9203
478.74637	9062
479.00473	9262
479.26312	9220
479.52148	9308
479.77988	9406
480.03824	9309
480.2966	9270
480.55496	9465
480.81335	9492
481.07172	9351
481.33005	9280
481.58841	9594
481.84677	9665
482.10513	9608
482.36346	9359
482.62183	9591
482.88016	9525
483.13852	9561
483.39685	9539
483.65518	9579
483.91351	9544
484.17184	9657
484.43018	9623
484.68851	9564
484.94684	9509
485.20517	9612
485.46347	9571
485.7218	9631
485.9801	9747
486.23843	9492
486.49673	9644
486.75504	9505
487.01334	9639
487.27164	9636
487.52994	9629
487.78824	9487
488.04654	9516
488.30484	9527
488.56311	9632
488.82141	9624
489.07968	9645
489.33798	9511
489.59625	9659
489.85452	9573
490.11279	9698
490.37106	9691
490.62933	9475
490.8876	9658
491.14587	9737
491.40411	9597
491.66238	9617
491.92065	9653
492.17889	9418
492.43713	9575
492.69537	9630
492.95364	9617
493.21188	9569
493.47012	9480
493.72833	9720
493.98657	9797
494.24481	9561
494.50305	9566
494.76126	9594
495.0195	9612
495.27771	9504
495.53592	9556
495.79413	9581
496.05234	9515
496.31055	9625
496.56876	9823
496.82697	9516
497.08517	9559
497.34335	9602
497.60156	9632
497.85974	9563
498.11795	9659
498.37613	9836
498.63431	9671
498.89249	9467
499.15067	9782
499.40884	9572
499.66702	9604
499.92517	9595
500.18335	9671
500.44153	9679
500.69968	9622
500.95782	9530
501.216	9612
501.47415	9609
501.7323	9666
501.99045	9516
502.24857	9514
502.50671	9552
502.76486	9595
503.02298	9590
503.28113	9584
503.53925	9504
503.79739	9608
504.05551	9505
504.31363	9559
504.57175	9644
