Date and Time:                Wed Apr 17 12:17:49.077 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	7681
448.24188	7698
448.50052	8015
448.75912	7910
449.01776	7901
449.2764	8328
449.535	7985
449.79364	8159
450.05225	8209
450.31085	8214
450.56949	8448
450.82809	8037
451.0867	8218
451.34531	7904
451.60391	7882
451.86252	7653
452.12112	7586
452.37973	7626
452.63834	7223
452.89691	7213
453.15552	7232
453.41412	7079
453.6727	6839
453.9313	7016
454.18988	6785
454.44846	6516
454.70706	6546
454.96564	6400
455.22421	6528
455.48279	6344
455.74136	6283
455.99994	6320
456.25851	6159
456.51709	6251
456.77567	6312
457.03424	6276
457.29279	6104
457.55136	6109
457.80991	6060
458.06848	5962
458.32703	5976
458.5856	6026
458.84415	5983
459.10269	5899
459.36124	6079
459.61978	6162
459.87833	5853
460.13687	5752
460.39542	5841
460.65396	5977
460.91251	5881
461.17102	5855
461.42957	5909
461.68811	6055
461.94662	6023
462.20514	6120
462.46368	5945
462.7222	6050
462.98071	6144
463.23923	6043
463.49777	6186
463.75629	6253
464.01477	6213
464.27328	6293
464.5318	6260
464.79031	6281
465.0488	6309
465.30731	6567
465.56583	6640
465.82431	6571
466.08279	6499
466.34131	6596
466.59979	6663
466.85828	6769
467.11676	6729
467.37524	6657
467.63373	6785
467.89221	6856
468.1507	7046
468.40918	7084
468.66763	7077
468.92612	7036
469.18457	7022
469.44305	7263
469.70151	7202
469.95999	7310
470.21844	7405
470.4769	7409
470.73535	7425
470.9938	7441
471.25226	7648
471.51071	7737
471.76917	7653
472.02759	7681
472.28604	7815
472.54449	7864
472.80292	8032
473.06137	7975
473.31979	7974
473.57822	8206
473.83664	8343
474.09506	8074
474.35352	8195
474.61191	8377
474.87033	8295
475.12875	8287
475.38718	8676
475.6456	8536
475.90399	8650
476.16241	8504
476.42081	8448
476.6792	8635
476.93762	8767
477.19601	8752
477.45441	8875
477.7128	8842
477.97119	8885
478.22958	8998
478.48798	8806
478.74637	8849
479.00473	8885
479.26312	8875
479.52148	9246
479.77988	9060
480.03824	9025
480.2966	9113
480.55496	9368
480.81335	9315
481.07172	9326
481.33005	9296
481.58841	9269
481.84677	9128
482.10513	9067
482.36346	9287
482.62183	9171
482.88016	9137
483.13852	9341
483.39685	9335
483.65518	9335
483.91351	9369
484.17184	9303
484.43018	9221
484.68851	9624
484.94684	9435
485.20517	9519
485.46347	9465
485.7218	9263
485.9801	9451
486.23843	9339
486.49673	9369
486.75504	9425
487.01334	9285
487.27164	9412
487.52994	9451
487.78824	9422
488.04654	9395
488.30484	9413
488.56311	9261
488.82141	9486
489.07968	9519
489.33798	9516
489.59625	9483
489.85452	9298
490.11279	9506
490.37106	9444
490.62933	9504
490.8876	9302
491.14587	9585
491.40411	9312
491.66238	9489
491.92065	9415
492.17889	9260
492.43713	9277
492.69537	9354
492.95364	9558
493.21188	9465
493.47012	9377
493.72833	9372
493.98657	9420
494.24481	9473
494.50305	9295
494.76126	9357
495.0195	9396
495.27771	9292
495.53592	9205
495.79413	9576
496.05234	9427
496.31055	9360
496.56876	9433
496.82697	9416
497.08517	9328
497.34335	9541
497.60156	9244
497.85974	9530
498.11795	9436
498.37613	9249
498.63431	9396
498.89249	9545
499.15067	9329
499.40884	9282
499.66702	9570
499.92517	9282
500.18335	9312
500.44153	9437
500.69968	9438
500.95782	9349
501.216	9194
501.47415	9381
501.7323	9311
501.99045	9557
502.24857	9579
502.50671	9532
502.76486	9489
503.02298	9515
503.28113	9154
503.53925	9424
503.79739	9396
504.05551	9154
504.31363	9449
504.57175	9397
