Date and Time:                Wed Apr 17 12:18:53.799 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	7526
448.24188	7866
448.50052	7746
448.75912	7896
449.01776	7739
449.2764	8088
449.535	8129
449.79364	8155
450.05225	8049
450.31085	8118
450.56949	7980
450.82809	8118
451.0867	7996
451.34531	7709
451.60391	7702
451.86252	7508
452.12112	7145
452.37973	7267
452.63834	7107
452.89691	7157
453.15552	6885
453.41412	6821
453.6727	7026
453.9313	6665
454.18988	6679
454.44846	6402
454.70706	6598
454.96564	6411
455.22421	6440
455.48279	6437
455.74136	6200
455.99994	6292
456.25851	6307
456.51709	6129
456.77567	6145
457.03424	6181
457.29279	6061
457.55136	6137
457.80991	5923
458.06848	5974
458.32703	5894
458.5856	5976
458.84415	5988
459.10269	5917
459.36124	5908
459.61978	5963
459.87833	5988
460.13687	5856
460.39542	5953
460.65396	5891
460.91251	5956
461.17102	6067
461.42957	6079
461.68811	5988
461.94662	5939
462.20514	6041
462.46368	6013
462.7222	5931
462.98071	6062
463.23923	6075
463.49777	6073
463.75629	6154
464.01477	6218
464.27328	6138
464.5318	6270
464.79031	6230
465.0488	6277
465.30731	6474
465.56583	6425
465.82431	6289
466.08279	6412
466.34131	6449
466.59979	6556
466.85828	6761
467.11676	6502
467.37524	6585
467.63373	6644
467.89221	6954
468.1507	6972
468.40918	6819
468.66763	6862
468.92612	7109
469.18457	7131
469.44305	7129
469.70151	7404
469.95999	7249
470.21844	7243
470.4769	7277
470.73535	7399
470.9938	7542
471.25226	7476
471.51071	7610
471.76917	7707
472.02759	7793
472.28604	7534
472.54449	7772
472.80292	7985
473.06137	7883
473.31979	8009
473.57822	8084
473.83664	7932
474.09506	8309
474.35352	8199
474.61191	8415
474.87033	8328
475.12875	8467
475.38718	8375
475.6456	8503
475.90399	8545
476.16241	8602
476.42081	8573
476.6792	8549
476.93762	8785
477.19601	8812
477.45441	8654
477.7128	8844
477.97119	8887
478.22958	8986
478.48798	8643
478.74637	8889
479.00473	8898
479.26312	8966
479.52148	9126
479.77988	8900
480.03824	9139
480.2966	8889
480.55496	9188
480.81335	8874
481.07172	9040
481.33005	9073
481.58841	9062
481.84677	9015
482.10513	9077
482.36346	9161
482.62183	9234
482.88016	9222
483.13852	9191
483.39685	9139
483.65518	9325
483.91351	9106
484.17184	9189
484.43018	9174
484.68851	9073
484.94684	9076
485.20517	9361
485.46347	9296
485.7218	9324
485.9801	9246
486.23843	9289
486.49673	9387
486.75504	9352
487.01334	9436
487.27164	9278
487.52994	9130
487.78824	9367
488.04654	9331
488.30484	9265
488.56311	9188
488.82141	9354
489.07968	9276
489.33798	9342
489.59625	9248
489.85452	9489
490.11279	9473
490.37106	9236
490.62933	9405
490.8876	9263
491.14587	9242
491.40411	9233
491.66238	9399
491.92065	9290
492.17889	9321
492.43713	9288
492.69537	9168
492.95364	9514
493.21188	9119
493.47012	9333
493.72833	9313
493.98657	9284
494.24481	9371
494.50305	9390
494.76126	9230
495.0195	9279
495.27771	9236
495.53592	9251
495.79413	9238
496.05234	9136
496.31055	9033
496.56876	9062
496.82697	9308
497.08517	9188
497.34335	9207
497.60156	9213
497.85974	9320
498.11795	9309
498.37613	9377
498.63431	9209
498.89249	9376
499.15067	9485
499.40884	9257
499.66702	9298
499.92517	9322
500.18335	9251
500.44153	9281
500.69968	9290
500.95782	9047
501.216	9136
501.47415	9219
501.7323	9262
501.99045	9253
502.24857	9358
502.50671	9121
502.76486	9297
503.02298	9027
503.28113	9117
503.53925	9341
503.79739	9117
504.05551	9252
504.31363	9179
504.57175	9187
