Date and Time:                Thu Apr 18 12:30:21.982 2024
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              660
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



447.98325	6023
448.24188	6140
448.50052	6053
448.75912	6177
449.01776	6289
449.2764	6327
449.535	6244
449.79364	6360
450.05225	6324
450.31085	6261
450.56949	6396
450.82809	6313
451.0867	6156
451.34531	6084
451.60391	6070
451.86252	6124
452.12112	5998
452.37973	5706
452.63834	5747
452.89691	5771
453.15552	5712
453.41412	5449
453.6727	5565
453.9313	5455
454.18988	5380
454.44846	5213
454.70706	5186
454.96564	5427
455.22421	5189
455.48279	5156
455.74136	5172
455.99994	5193
456.25851	5115
456.51709	5162
456.77567	5091
457.03424	4942
457.29279	4993
457.55136	4934
457.80991	5116
458.06848	5076
458.32703	4937
458.5856	4969
458.84415	4959
459.10269	4913
459.36124	4905
459.61978	4911
459.87833	4943
460.13687	4920
460.39542	5085
460.65396	4986
460.91251	5068
461.17102	5195
461.42957	5007
461.68811	5064
461.94662	4988
462.20514	5171
462.46368	5107
462.7222	4901
462.98071	5239
463.23923	5197
463.49777	5193
463.75629	5248
464.01477	5273
464.27328	5187
464.5318	5359
464.79031	5449
465.0488	5446
465.30731	5499
465.56583	5532
465.82431	5464
466.08279	5550
466.34131	5704
466.59979	5702
466.85828	5740
467.11676	5712
467.37524	5813
467.63373	5834
467.89221	5856
468.1507	5830
468.40918	6145
468.66763	6163
468.92612	6115
469.18457	6254
469.44305	6298
469.70151	6314
469.95999	6218
470.21844	6264
470.4769	6402
470.73535	6613
470.9938	6496
471.25226	6611
471.51071	6652
471.76917	6697
472.02759	6688
472.28604	6755
472.54449	6814
472.80292	6741
473.06137	6979
473.31979	7111
473.57822	7088
473.83664	7095
474.09506	7124
474.35352	7147
474.61191	7191
474.87033	7350
475.12875	7246
475.38718	7375
475.6456	7342
475.90399	7399
476.16241	7466
476.42081	7665
476.6792	7500
476.93762	7578
477.19601	7552
477.45441	7806
477.7128	7688
477.97119	7845
478.22958	7774
478.48798	7891
478.74637	7864
479.00473	7782
479.26312	7897
479.52148	7944
479.77988	7905
480.03824	7880
480.2966	7918
480.55496	7904
480.81335	7957
481.07172	8017
481.33005	8061
481.58841	8115
481.84677	8094
482.10513	8081
482.36346	8004
482.62183	8021
482.88016	8083
483.13852	8223
483.39685	8070
483.65518	8092
483.91351	8230
484.17184	8141
484.43018	8144
484.68851	8517
484.94684	8293
485.20517	8054
485.46347	8281
485.7218	8134
485.9801	8153
486.23843	8065
486.49673	8258
486.75504	8221
487.01334	8272
487.27164	8083
487.52994	8175
487.78824	8105
488.04654	8124
488.30484	8212
488.56311	8328
488.82141	8053
489.07968	8431
489.33798	8274
489.59625	8316
489.85452	8227
490.11279	8148
490.37106	8234
490.62933	8222
490.8876	8274
491.14587	8307
491.40411	8291
491.66238	8197
491.92065	8333
492.17889	8275
492.43713	8351
492.69537	8273
492.95364	8269
493.21188	8182
493.47012	8250
493.72833	8025
493.98657	8237
494.24481	8406
494.50305	8208
494.76126	8052
495.0195	8220
495.27771	8249
495.53592	8175
495.79413	8248
496.05234	8194
496.31055	8296
496.56876	8417
496.82697	8166
497.08517	8047
497.34335	8162
497.60156	8240
497.85974	8312
498.11795	8261
498.37613	8253
498.63431	8117
498.89249	8193
499.15067	8287
499.40884	8095
499.66702	8199
499.92517	8308
500.18335	8098
500.44153	8124
500.69968	8138
500.95782	8170
501.216	8193
501.47415	8179
501.7323	8233
501.99045	8261
502.24857	8170
502.50671	8143
502.76486	8256
503.02298	8177
503.28113	8246
503.53925	8183
503.79739	8417
504.05551	8161
504.31363	8144
504.57175	8189
